gnd_id,tower_id,intersection_area
"3227105","5876",1059857.03717041
"3227105","5127",19669.7294616699
"3227105","4372",131909.066375732
"3227075","4868",242707.441497803
"3227075","5623",436461.445404053
"3227075","5369",64771.05078125
"3230040","6136",1421543.78366089
"3227135","4868",66449.3054199219
"3227135","4863",6457.80410766602
"3227135","5369",2129723.34127808
"3248045","3124",120497.669830322
"3248045","3128",479086.201721191
"3248045","3375",1110127.80490112
"3230095","6635",1025326.99343872
"3236075","3865",21629.1596679688
"3236075","3614",405034.407196045
"3236065","3865",1133084.27532959
"3245135","2114",605438.597412109
"3245105","2114",491451.281188965
"3245105","1610",171190.024200439
"3245125","2114",544444.518249512
"3245125","1610",566265.21572876
"3245110","1610",876922.134338379
"3245130","2114",241764.6484375
"3245115","1610",323622.876281738
"8212055","30322",307294.515533447
"8212055","31082",6993412.56900024
"8212095","31082",2505335.98815918
"8212095","29076",14238188.8189697
"8212095","29088",12647132.2671204
"8212090","31082",5388048.11331177
"8212090","29076",5748293.08059692
"8209165","30300",9177096.63516235
"8206170","30812",8782038.77554321
"8206170","29556",758874.515228271
"8206080","30322",10470259.5628967
"8206080","30812",810925.143585205
"8212085","31082",3662676.99697876
"8212085","29076",195693.183837891
"8206140","30322",7057020.81488037
"8206140","29068",431.913970947266
"8206055","30812",13250324.4990845
"8209125","32558",5555149.19937134
"8206085","30322",16712.0175170898
"8206085","30812",8413766.724823
"8209110","32558",7591722.21878052
"8206065","30322",1463985.28012085
"8206065","30812",2900149.6991272
"8206065","32834",6577550.58990479
"8206105","30812",4031654.61703491
"8206060","30812",6284874.85879517
"8206110","30300",3055511.68469238
"8206110","30812",8602743.95791626
"8206110","29556",2180580.69540405
"8206110","32558",13334.3656921387
"8212050","32834",16144369.3300781
"8209085","33812",2249138.17462158
"8209085","32558",2310739.96939087
"8206045","30812",4713020.12026978
"8212035","31082",11813202.0960083
"8212035","33594",9965322.91311646
"8212035","32834",944746.543640137
"8212010","32834",5396219.63397217
"8206050","30300",5550.56268310547
"8206050","30812",18492109.7053833
"8206050","32558",986713.697570801
"8209120","32558",3418750.15563965
"8209115","32558",2525553.88174438
"8209010","34563",4458948.34637451
"8203120","34303",8709424.26278687
"8203120","36311",375568.638793945
"8203120","36067",1235821.89642334
"8203185","34563",1390947.36953735
"8203185","34303",5019455.83947754
"8203185","36067",483891.576446533
"8203180","34563",776283.737670898
"8203180","36067",1591537.67687988
"8209060","33812",16061053.3312378
"8209060","32558",17328.8775939941
"8209005","34563",2623494.17337036
"8212025","31082",205171.284942627
"8212025","33594",18123946.3293457
"8209095","33812",1518341.55404663
"8209095","32558",3307659.10339355
"8224080","22768",49693427.7997742
"8224080","24781",4547713.52560425
"8224080","24775",1092809.07104492
"8224080","24032",17632049.499115
"8224070","24781",1858424.6763916
"8224070","24032",10145271.7931213
"8221040","22751",271931.496856689
"8221040","24005",6399829.68127441
"8221040","23750",510807.426513672
"8224130","22768",17041388.9464722
"8224130","24266",2078054.37490845
"8224130","24774",1585429.67611694
"8224135","22768",9532470.55477905
"8224135","24774",1320393.93582153
"8224135","24775",62585.2223815918
"8224125","22768",17202477.8674011
"8224125","24265",1155067.38418579
"8224125","24266",5633625.72714233
"8221065","21999",12752156.2275085
"8221065","24265",4766261.21334839
"8221065","20995",13607508.8499451
"8221065","24009",4184830.65881348
"8224065","24032",4681259.26452637
"8203025","36576",3756555.87033081
"8203025","39832",19257478.7759705
"8221015","25763",17559500.2894287
"8221015","24009",687.355163574219
"8209090","33812",898330.868865967
"8209090","32558",1656650.28521729
"8203020","36576",46815928.336731
"8203020","39832",607915.596710205
"8224055","24781",520496.211883545
"8224055","24032",6633697.19271851
"8206020","37609",36418259.6966553
"8203030","39832",365457.455200195
"8203030","36067",9242782.52502441
"8224060","24032",31704611.6022949
"8206155","30322",2575592.3013916
"8206155","28812",2992861.67102051
"8218015","30300",2201769.58892822
"8218015","28788",468052.196929932
"8218165","26782",5376811.09069824
"8215110","27042",4283658.15075684
"8215110","26035",744746.33770752
"8215110","24781",294471.524810791
"8215110","24032",4021945.84307861
"8215110","27797",47492.5929870605
"8215110","26546",15725849.1368408
"8218200","26782",8986197.51708984
"8218200","24266",521350.33996582
"8218200","24774",1090392.06732178
"8218120","28539",1827119.7310791
"8218120","28535",24236.9362487793
"8218185","25763",7138423.5246582
"8218185","24266",33881.8811340332
"8218195","26782",8178192.64413452
"8218195","28535",102379.218109131
"8218195","24266",80476.5463867188
"8206135","30322",8029442.11373901
"8206135","30812",15520.483215332
"8206130","30322",883067.054840088
"8206130","30812",3979213.56286621
"8206130","29556",283611.636413574
"8206130","28557",480068.926757812
"8206130","28812",4240719.71188354
"8212075","30322",1920735.99606323
"8212075","31082",793578.580993652
"8212075","29068",453575.823455811
"8212075","29076",316219.953704834
"8212075","28823",710319.583129883
"8206180","30812",664727.17300415
"8206180","29556",4630019.53457642
"8218010","30300",4409976.98526001
"8218010","28788",5090593.21966553
"8215015","30300",4795230.79385376
"8215015","29556",3349827.45877075
"8215015","28545",1155317.62310791
"8218020","30300",3816384.32324219
"8218020","28539",1283.99642944336
"8218020","28788",48982.2907104492
"8206175","30812",15774.6801757812
"8206175","29556",9111389.59173584
"8233035","13694",16656383.6694641
"8233035","13444",149.073394775391
"8233035","15699",4999033.36199951
"8233005","13183",4624944.56784058
"8233005","13694",668283.525634766
"8233005","15699",21393975.3859558
"8233005","15440",6860361.41244507
"8233005","14184",1900781.30715942
"8227015","14745",16402566.0508728
"8227015","15246",2821954.29476929
"8227015","14995",1710992.25167847
"8227015","14241",764349.858642578
"8212005","35102",11658301.2925415
"8212005","37609",3103150.62759399
"8212005","33594",1334865.8918457
"8212005","32834",40922729.9440002
"8233010","14452",9328312.17697144
"8233010","13694",2143102.20812988
"8233010","15699",2708465.91854858
"8233020","14452",5270222.43719482
"8233020","15714",408261.703155518
"8233040","13183",1715855.16094971
"8233040","12934",2836656.97399902
"8233040","13694",7253613.40707397
"8233040","15699",2051668.27944946
"8230070","14475",15392949.6940002
"8230070","13222",20072496.026947
"8230070","12985",3605150.35678101
"8230070","11972",3746877.01519775
"8230070","15744",2233108.546875
"8230070","14241",2710613.16070557
"8221135","17232",9437166.30175781
"8221135","17984",19430141.659668
"8221135","15714",9571426.01861572
"8227025","13222",8100.02731323242
"8227025","17232",241794.193756104
"8227025","17984",2731709.54452515
"8227025","15246",1268682.66635132
"8227025","14995",1089930.71902466
"8227025","15744",94854017.9226685
"8227025","14241",2732729.23873901
"8230035","18466",326916.564331055
"8230035","19481",368509.029937744
"8230035","15714",22682213.8735962
"8221140","17232",71989171.0811768
"8221140","17984",14606435.3997192
"8221140","15725",5608869.17352295
"8221140","15744",2307570.31387329
"8227005","15246",27237.7287902832
"8227005","15744",48863123.5068359
"8230065","14475",29637614.8233032
"8230065","17232",2650899.76483154
"8230065","15725",27142223.2797852
"8230065","15744",11754082.9542542
"8230055","17232",997489.671905518
"8230055","15725",18322513.150116
"8230055","15714",1336020.3996582
"8230050","15725",668.925750732422
"8230050","15714",25273542.0534363
"8224120","22768",4571010.23233032
"8224120","24265",3808783.85528564
"8224115","22768",5024942.97329712
"8224115","21999",1163829.47518921
"8224115","24265",9281821.77166748
"8221075","22751",10817199.9908752
"8221075","21999",690591.260803223
"8221075","24005",132858.089630127
"8221075","23750",900666.960174561
"8224140","22768",93121325.2655945
"8224140","17984",1133003.54785156
"8224140","15246",790141.573242188
"8224140","15744",43239990.0986938
"8224140","24032",158080313.719147
"8230005","18466",5213662.90432739
"8230005","21721",36007555.9463196
"8230005","24739",920169.959350586
"8230005","19481",1196381.30368042
"8230005","23744",2037781.54232788
"8221080","22751",11564960.9889526
"8221080","21999",5920439.86383057
"8221070","22751",499939.164031982
"8221070","21999",8652514.83868408
"8212130","29076",1880221.6557312
"8212130","28823",29174482.8136597
"8212130","26563",406474.088470459
"8212130","26564",1724276.63311768
"8212175","29556",1324340.30377197
"8212175","28557",7382593.82125854
"8212175","28812",15019.157623291
"8221045","22751",453701.164459229
"8221045","24005",1800955.34182739
"8212115","29076",5070445.27813721
"8212115","28823",458892.667510986
"8218045","28788",2147451.86279297
"8212155","28812",4480639.06607056
"8212165","28557",1663529.97131348
"8212165","28812",5943054.80307007
"8212100","29076",10774621.3013611
"8212100","29088",8074006.29553223
"8212160","28812",6829007.42333984
"8224045","24781",4638965.51904297
"8221060","24265",6218628.69827271
"8221060","24009",5539152.6166687
"8218025","30300",936498.812316895
"8218025","28539",645599.414306641
"8218025","28545",4952817.82177734
"8218030","30300",2568912.62780762
"8218030","28539",1506479.77731323
"8218030","28545",259744.306030273
"8224085","24774",6108658.60696411
"8224085","24775",2889797.13101196
"8224095","24266",518377.67300415
"8224095","24774",4517796.94955444
"8224110","24265",6525886.64538574
"8224110","24266",3422642.65594482
"8221035","24251",3576445.13140869
"8221035","24005",4287501.0569458
"8221035","23750",1239006.9755249
"8215005","30300",2237710.93920898
"8215005","28545",4157473.52523804
"8218060","29533",563213.980316162
"8218060","28535",4473291.08636475
"8212150","30322",103035.600372314
"8212150","29068",2963082.93688965
"8212150","28812",1840190.19100952
"8212125","29076",3525061.64205933
"8212125","28823",1125075.36260986
"8218035","30300",83923.2329711914
"8218035","28539",2679513.85964966
"8218035","28788",1780813.8838501
"8206190","29556",5502176.39001465
"8218050","28535",942645.701446533
"8218050","28788",2106874.7701416
"8218040","28788",2762742.28555298
"8233050","13694",313488.84954834
"8233050","13444",5838586.38912964
"8233055","14452",3669479.80133057
"8233055","13444",14354958.4604492
"8233055","11946",2926992.65023804
"8206160","30322",8756.3359375
"8206160","28557",332512.037200928
"8206160","28812",6506244.3631897
"8227020","14745",48895.6823120117
"8227020","12985",164627.492828369
"8227020","15246",0.244354248046875
"8227020","14995",3408893.74557495
"8227020","14241",16211814.4549561
"8212110","29076",4403762.43569946
"8212105","29076",20676984.131897
"8212105","28823",84934.322265625
"8212105","26564",6096.89880371094
"8215010","30300",1418855.80514526
"8215010","28545",6129610.58847046
"8215010","27796",97034.9236450195
"8206150","30322",3423706.79092407
"8206150","29068",286829.679168701
"8206150","28812",2805323.83306885
"8233030","14452",7835620.98510742
"8233030","13694",606879.402404785
"8233030","13444",1144205.097229
"8221050","22751",5796156.33273315
"8221050","24005",420277.564147949
"8221050","24009",31176.5908813477
"8233025","14452",4784327.73376465
"8233025","13455",566072.149383545
"8233025","15714",145954.917358398
"8230060","17232",4559.61154174805
"8230060","15725",5411598.02706909
"8233060","14452",4997748.38729858
"8233060","13455",13182813.1815186
"8233060","13444",7085.26416015625
"8233060","11946",3971732.6930542
"8203165","34563",2224890.60202026
"8230040","14452",69961.3042907715
"8230040","13455",21409.4094848633
"8230040","13456",69706.177520752
"8230040","15714",21643002.6320496
"8230045","15714",8990914.63504028
"4403085","91684",7703117.44393921
"4403085","91432",316552.808197021
"4403085","93944",10368320.0917664
"4403010","95949",13969900.8067322
"4403010","95707",18657051.8714905
"4403010","93944",2184902.46511841
"4415060","93244",539155.558898926
"4415160","92233",9873557.73730469
"4415160","93244",5875009.56912231
"4415175","92233",7938287.07150269
"4415175","93244",8969562.11883545
"4415125","93244",5716971.4281311
"4409080","92233",3804324.52575684
"4409080","96486",17720484.7403259
"4409080","91713",449516.1171875
"4409080","96995",16011838.4648743
"4412120","88463",5737163.12258911
"4412120","92233",2100899.0256958
"4412120","90719",10780196.7991943
"4412090","91200",6414603.80728149
"4412090","93944",904343.716796875
"4412090","93205",58502951.1073914
"4412090","93463",5451052.20028687
"4415040","94755",1280797.18322754
"4415040","93244",152103.183776855
"4415195","93244",1036377.52023315
"4403065","91684",1115782.19537354
"4403065","91432",12052015.1571045
"4403065","93944",15864936.3103027
"4403065","94431",12011977.1313477
"4403065","93675",582818.554931641
"4415215","93244",757570.047088623
"4415105","91744",4612193.91433716
"4415105","94755",695562.688446045
"4415105","93244",4624774.24661255
"4415105","93252",5629619.38284302
"4409095","96486",696545.267913818
"4409095","97990",9714661.23510742
"4409095","98739",2880761.91912842
"4409095","96225",1665846.04327393
"4415155","95998",1529182.55856323
"4415155","94997",16819.5509033203
"4415155","95000",11198899.6999207
"4415155","96249",3389153.04058838
"4406060","86895",530109.673370361
"4406060","89175",37421456.2666931
"4406020","86672",70906455.0440979
"4406020","90183",4271665.5769043
"4406020","84902",18164398.6051941
"4406020","89175",30386988.5798035
"4409090","96486",5608400.36065674
"4409090","97990",5479125.77206421
"4409065","97251",8138966.11453247
"4409065","96995",10735512.8571777
"4418015","87227",15089981.1210022
"4418015","85715",4237372.67218018
"4409025","96486",783713.275390625
"4409025","97990",1448500.09829712
"4412095","92233",2844370.82284546
"4412020","92233",4817844.16079712
"4403030","91684",574839.571472168
"4403030","91434",9772.41723632812
"4403030","93944",8124416.22555542
"4415210","93244",166903.062042236
"4415220","93252",8862614.26403809
"4412055","92233",5528180.61764526
"4412055","90719",12077.9557189941
"4412055","91713",5343318.54309082
"4406070","87690",12653002.8264465
"4406070","91200",6756179.94046021
"4406070","86672",29848981.7296448
"4406070","90699",17919246.5353088
"4406070","90183",27904343.6639709
"4406070","93205",3724364.23498535
"4412040","92233",10860401.5288391
"4415120","91744",23552068.4363708
"4415120","92233",3761676.64108276
"4415120","93244",327027.987091064
"4403080","91684",1854785.98690796
"4403080","91434",222431.588439941
"4403080","91432",19638640.1721802
"8224040","26035",307155.724029541
"8224040","24781",6298666.18029785
"8224105","25763",581079.678894043
"8224105","24265",7845065.67001343
"8224105","24266",6792228.8729248
"8224105","24009",788120.802886963
"8224090","24774",416096.182891846
"8224090","24775",4386584.34887695
"8221030","24251",3193427.04916382
"8221030","24005",3085932.16802979
"8203005","42095",16074815.075592
"8203005","39832",805985.40222168
"8206165","30812",936447.840881348
"8206165","29556",8786697.47463989
"8206165","28557",1856378.50515747
"8203010","42095",2640630.30291748
"8203010","36576",15134574.799408
"8203010","39832",8309493.73989868
"8206015","39113",60606596.3268738
"8206015","37609",27611931.8985291
"8206015","42095",12003414.1003113
"8206015","36576",23165550.5732727
"8218125","28539",232791.209838867
"8218125","28535",4341724.44494629
"8218130","28535",15267562.6326904
"8215055","28049",1801200.52987671
"8215055","27797",467939.079650879
"8215040","27042",775232.175811768
"8215040","28545",1634440.00256348
"8215040","27796",6983095.13848877
"8224015","24266",3618761.12191772
"8224015","24774",3004703.20437622
"8233065","10681",807410.0496521
"8233065","13444",4195604.28152466
"8233065","11946",80586.2534179688
"8233065","11682",4092897.42446899
"8221025","25763",6801295.12805176
"8221025","24251",1732752.11471558
"8221025","24005",2830733.35610962
"8221020","25763",3531820.65560913
"8221020","24005",3702887.56814575
"8221020","24009",9916640.44177246
"8203035","36576",11415527.9849854
"8203035","39832",98982.7434387207
"8203035","36067",5462116.42288208
"4415185","93244",218410.901000977
"8203140","36067",2676276.77722168
"8215115","26546",7400032.99362183
"8218075","28539",710450.913848877
"8218075","28535",659161.487030029
"8218075","28788",841258.923065186
"8203050","34563",121703.7394104
"8203050","36576",5773243.6234436
"8212120","29076",1935517.73577881
"8212120","28823",1141240.16604614
"8212170","28557",8520326.50640869
"8212170","28812",9662.70092773438
"4415070","95998",971390.421813965
"4415070","94997",21344022.2114563
"4415070","95000",24771363.5679016
"4415070","94755",1154670.82107544
"4415070","93244",2247503.48571777
"4409045","95998",14314668.8018799
"4409045","96995",13823710.5375977
"4409045","96249",2660169.66387939
"4415150","95000",6563089.86270142
"4415150","94755",7472710.81381226
"4412130","96468",10896222.346283
"4412130","93944",2972486.81030273
"4412130","94710",41626431.9824524
"4412130","93205",11478678.9146118
"4412130","96972",1718359.32315063
"4412130","93463",5174619.10519409
"4412130","96225",4501624.1217041
"4409005","96249",5066636.14398193
"4403060","96468",814264.769561768
"4403060","95707",18812656.9290466
"4403060","93944",5754312.80886841
"4403060","94710",22859675.8041687
"4415190","93244",182382.316223145
"4412015","96718",314546.946136475
"4412015","96468",4077573.20913696
"4412015","96972",7538139.95391846
"4412015","96225",275222.194458008
"8215030","29556",419860.479949951
"8215030","28545",1354708.27938843
"8215030","28049",717820.764984131
"8215030","27797",53135.6903991699
"8215030","27796",3266790.30776978
"8218065","29533",506344.053466797
"8218065","28535",3687508.73269653
"8203190","34563",1846505.66305542
"8203190","36067",11335.9209594727
"8218085","28539",1867497.41647339
"8218085","28788",1488161.12484741
"8203200","34563",4143989.21893311
"8203200","33812",134969.807434082
"8203200","32802",90113.474395752
"8209025","34563",1901662.83520508
"8209025","33812",1373999.34182739
"8206030","30812",1229009.14611816
"8206030","33812",1683.85220336914
"8206030","32834",18438404.4307861
"8206030","36576",711.563354492188
"8203195","34563",2832481.21582031
"8212210","26564",6588735.26385498
"8221010","25763",11650425.9684753
"8230030","18466",18018798.2786865
"8230030","19481",17002781.7752686
"8230030","15714",1337334.5710144
"8212240","14011",1037882.64004517
"8212240","24032",36081161.8878784
"8212240","26563",93084787.9373474
"8212240","26564",165149417.276886
"8230025","18466",43884354.2360229
"8230025","14452",14310330.559021
"8230025","15699",2663453.42654419
"8230025","15714",15574365.7812195
"8221145","17984",32296014.8799133
"8221145","19481",3440821.58474731
"8215120","26546",12460689.1724243
"8203150","34563",56779.5910339355
"8203150","36067",1233750.99246216
"8218160","26782",6141506.6824646
"8218160","28539",83146.9844970703
"8212205","29076",2406311.3583374
"8212205","29088",3911805.8885498
"8212205","26563",34221.7592468262
"8212205","26564",40298390.7685547
"8218175","26782",7313508.68392944
"8218175","28535",2986163.07955933
"8212185","29068",752103.537078857
"8212185","26563",5179752.056427
"8221130","17232",16120.4831848145
"8221130","17984",9827967.10635376
"8221130","19481",43657000.1776123
"8221130","15714",4608362.43942261
"8215090","27042",249666.969024658
"8215090","27797",1590800.51586914
"8215090","27796",713063.274841309
"8215090","26546",27374.1656188965
"8212080","30322",98725.6738891602
"8212080","31082",3429947.23565674
"8212080","29076",3344375.18725586
"8212080","28823",442306.681518555
"8206120","30812",2599743.81787109
"8203125","36311",244674.355712891
"8203125","36067",5280270.62026978
"8203130","36067",3804494.20947266
"8203090","36311",4008154.05462646
"8203145","36067",2047748.34506226
"8218170","26782",7464131.65820312
"8218170","28539",787604.542877197
"8218170","28535",667535.912750244
"8203060","34563",2880828.93353271
"8203060","36576",182659.09967041
"8203060","36067",2709555.22497559
"8218155","26782",3803798.84307861
"8218155","28539",1013134.12295532
"8215085","28049",1097460.45135498
"8215085","27797",1372824.77642822
"8203110","34303",1006687.24517822
"8203110","36311",6246243.13131714
"8203110","36067",43188.0116271973
"8209015","34563",6756262.99243164
"8209015","36576",7063164.74090576
"8203155","34563",779616.780792236
"8203155","36067",1632197.49050903
"8209020","34563",757294.700927734
"8209020","33812",8628938.44213867
"8209020","36576",12108302.6306152
"8203115","34303",11817461.6317139
"8203115","36311",860606.039611816
"8203160","34563",2961023.23193359
"8203160","36067",738571.049316406
"8203170","34563",2192356.59255981
"8203170","36067",5961.92391967773
"8203175","34563",52756.6410217285
"8203175","36067",2716075.29919434
"8209170","30300",5899719.37414551
"8206075","30322",6976978.07125854
"8212070","31082",5056775.60543823
"8212065","31082",5271561.94049072
"8209175","30300",6550221.92443848
"8206125","30812",6514839.1489563
"8206005","39113",13432436.6650391
"8206005","42095",19840521.3518372
"8206005","46384",25910084.6286316
"8206005","45114",28516310.8695374
"8206010","39113",117272784.086212
"8206010","37609",19260193.679657
"8206010","46384",8507100.64141846
"8209140","32558",2474560.44348145
"8206100","30812",4215949.95056152
"8218070","28535",4584655.6529541
"8218070","28788",12642.5840454102
"8209145","30300",5259342.72406006
"8209145","32558",2220987.34466553
"8212140","29068",10433484.2108765
"8212140","28823",315877.425689697
"8212145","30322",214306.008026123
"8212145","29068",9825373.39205933
"8212145","28812",1860695.22531128
"8215025","29556",2364294.04782104
"8215025","28557",2096821.95184326
"8215025","28049",6283997.99487305
"8215105","28539",2968571.14257812
"8209040","34563",2709485.40316772
"8209040","33812",314605.632720947
"8209035","34563",2175681.31011963
"8209035","33812",8236.74633789062
"8212030","31082",31144024.6364136
"8212030","33594",570139.355163574
"8212030","29088",26411.9210510254
"8209105","30812",8285142.94445801
"8209105","33812",11523985.801239
"8209105","36576",59477.4430541992
"8209105","32558",15249013.0644226
"8209135","30300",327821.591308594
"8209135","32558",5725686.28863525
"8206070","30322",10475946.3288879
"8206070","32834",9999455.34375
"8212040","30322",588547.610839844
"8212040","31082",9195747.60726929
"8212040","32834",4081216.05062866
"8209130","32558",5332360.97579956
"3203115","10383",219802.807830811
"3203115","8876",2888190.03588867
"3236195","2605",1075841.86325073
"3236195","3860",53409.7334594727
"3203145","8876",3596949.97692871
"3203110","8876",2515108.00256348
"3203150","8876",1343307.05743408
"3203165","8876",4425051.16000366
"3203190","8876",2788577.02627563
"3203190","7375",2861163.04324341
"3203155","8876",4275090.85925293
"3203155","7871",266064.252655029
"3236145","3614",857086.511291504
"3239030","2595",788398.866424561
"3239030","2342",337028.524139404
"3239030","3094",222442.362213135
"3236150","3614",761012.561676025
"3236140","2611",151934.625061035
"3236140","3614",1087287.82263184
"3236165","2605",781102.293701172
"3236165","2357",462667.943878174
"3236165","3860",300307.511230469
"3236165","3614",444788.388214111
"3236180","2611",1240549.42175293
"3236180","3614",1061747.72109985
"3236200","2605",800973.520690918
"3236200","3860",85074.6374816895
"3236185","2605",812191.862548828
"3236185","2357",1149.09280395508
"3236185","3860",250901.470306396
"3239005","2591",302584.042144775
"3239005","3845",6970.49005126953
"3239005","3094",2528270.50747681
"3221130","3100",1081475.56384277
"3221130","2847",1496.0224609375
"3239015","2595",499867.596191406
"3239015","3094",720035.226989746
"3239010","2342",311582.500579834
"3239010","3094",1770261.78286743
"3239035","2591",831249.637237549
"3239035","3094",883437.514953613
"3239020","2595",410406.565948486
"3239020","3094",291094.922088623
"3239020","2847",272515.309112549
"3239060","2847",359579.634307861
"3239025","2595",381668.582305908
"3239025","2847",241221.793273926
"3221115","2351",3358.35827636719
"3221115","3856",242012.559173584
"3221115","3100",1436192.19168091
"3242065","2357",159679.306030273
"3221180","3100",1719751.12020874
"3221170","3100",71903.1317443848
"3221170","2847",372671.20098877
"3221185","3100",1071067.9710083
"3221185","2847",30809.5730895996
"3221175","3100",246028.337097168
"3221190","2347",1324872.04663086
"3221190","2351",33494.6683959961
"3221190","3100",955185.527008057
"3221110","2351",813999.681884766
"3221110","3856",13932.3183898926
"3212045","8638",1763276.72824097
"3212045","7133",82876.3193359375
"3212075","7379",204421.20111084
"3212075","7375",4080260.1242981
"3212040","8638",1200821.65246582
"3212040","7133",635036.210388184
"3212035","6635",135909.079803467
"3212035","8897",250419.12197876
"3212035","8638",90797.958190918
"3212035","7133",2683298.45446777
"3212060","8638",282003.020385742
"3212060","7379",1379498.17333984
"3212065","8638",225404.288879395
"3212065","7379",4257632.96063232
"3212065","7375",435982.12286377
"3212120","8638",73113.3928833008
"3212120","7133",1606408.6517334
"3212125","7133",1580771.55081177
"3209195","10144",2202312.9703064
"3209180","10144",4995694.73376465
"3209200","9140",3430577.56369019
"3209200","10144",2191910.15893555
"3209190","9140",1861487.82418823
"3209190","10144",2383245.93045044
"3212050","8638",1967460.96585083
"3212050","7133",29960.5823364258
"3212050","7379",2046.74032592773
"3212030","6635",1540904.262146
"3212030","8897",2850303.92929077
"3212030","7133",593965.022491455
"3209205","9140",3393121.05078125
"3209185","9140",1766307.41101074
"3209185","10144",2935493.55206299
"3209005","12901",2122869.05187988
"3209005","11901",713409.742462158
"3209035","12913",312.407196044922
"3209035","12157",3147587.1428833
"3209045","11901",3204434.2644043
"3203185","9140",2349704.57019043
"3203185","8876",5002827.71957397
"3203185","7375",674809.499450684
"3209040","12157",1204875.29315186
"3209040","11901",1966971.50152588
"3209080","12157",2236150.14361572
"3209170","10144",1288185.67498779
"3209090","12913",896024.213867188
"3209090","12157",817391.226196289
"3203195","8876",2397293.49343872
"3203195","7871",166298.027191162
"3203160","8876",2462841.23071289
"3203160","7871",133213.616577148
"3209025","12913",6005027.41955566
"3209025","12157",643069.970733643
"3203200","8876",727022.971862793
"3203200","7871",2096342.67419434
"3209015","12901",715356.279693604
"3209015","12157",38489.389465332
"3209015","11901",4318464.3302002
"3209015","14161",339.1904296875
"3209020","12913",616171.978790283
"3209020","12157",4676376.68145752
"3209020","11901",738014.934143066
"3209020","14161",181440.345092773
"3209010","12901",1408615.70837402
"3209010","11901",520722.551879883
"3209030","12913",2881967.35144043
"3209030","12157",1732184.65863037
"3209100","12157",2258803.73223877
"3209100","10903",3231390.46557617
"3209110","11901",3096483.39059448
"3242300","1610",351547.891418457
"3242300","1857",440911.633392334
"3242315","1610",301967.145202637
"3242315","1857",3311.32635498047
"3209135","12157",476275.998199463
"3209135","11901",153870.132995605
"3209135","10903",2898477.77313232
"3209115","11901",1930025.61035156
"3209120","11901",1888154.69256592
"3209120","10144",1396264.77468872
"3209140","10655",1796.00225830078
"3209140","10903",3536151.25372314
"3242105","2105",2267.2783203125
"3242105","2103",171562.594055176
"3242105","2605",136120.290740967
"3242105","2354",1508803.38613892
"3242150","2615",664835.310852051
"3242070","2357",250345.267120361
"3242060","2107",2269.12109375
"3242060","2357",295827.202178955
"3242135","2107",1058548.98223877
"3242135","1857",302810.684661865
"3242135","2611",14918.2789306641
"3242135","2357",35287.7028808594
"3242100","2103",88659.0386047363
"3242100","2354",632225.436798096
"3242100","2351",938.937103271484
"3242230","2103",194391.79574585
"3242230","1851",561586.372344971
"3242175","1857",53324.8968811035
"3242175","2611",1039653.54586792
"3242020","2114",284510.423248291
"3242020","2620",52183.3316955566
"3242020","2615",981941.259155273
"3242090","2105",123633.516479492
"3242090","2605",1639496.68270874
"3242090","2354",545437.887054443
"3242140","2611",1440435.51135254
"3242050","2611",820113.488067627
"3242155","2114",253707.039550781
"3242155","2615",1007506.06533813
"3242045","2611",379649.612213135
"3242145","2611",878334.043609619
"3242145","2615",11430.5919799805
"3242055","2107",203339.036193848
"3242055","1857",23282.1093444824
"3242055","2611",1611877.1505127
"3242055","2357",317907.986907959
"3212110","8638",145107.307098389
"3212110","7133",1445780.66146851
"3212110","7379",44124.0074157715
"3212100","8638",87440.5524902344
"3212100","7379",822550.715118408
"3212105","7133",462368.5546875
"3212105","7129",425282.274414062
"3212105","7379",1347900.01272583
"3212080","7379",187882.174346924
"3212080","7375",2004080.73745728
"3242035","2611",699001.999725342
"3242035","2615",1385909.68045044
"3242025","2620",17130.8133239746
"3242025","2615",1575553.71438599
"3242080","2105",87943.1207580566
"3242080","2357",2219561.75158691
"3242095","2605",1010585.2442627
"3206185","10383",2603203.8572998
"3206185","11393",2941687.90682983
"3206185","10144",76060.0050048828
"3206180","10633",1614927.45620728
"3206180","10383",3801340.20095825
"3206180","11393",98983.8023681641
"3206175","10633",2917.60571289062
"3206175","10383",627436.775817871
"3206175","11393",1288737.8309021
"3233010","5876",16576.7163085938
"3233010","5127",2010522.15231323
"3233060","6136",563381.071502686
"3233060","4631",873741.536102295
"3233055","6136",791138.100860596
"3233055","4631",324648.955169678
"3242295","1857",370102.72744751
"3233020","5127",1262534.46917725
"3206015","13150",6156148.10147095
"3224145","2605",1663477.4069519
"3224145","2351",369369.986022949
"3206030","12901",1873605.8883667
"3206030","14161",3354052.38619995
"3206010","13150",7604209.45022583
"3206160","11901",454304.852264404
"3206160","11393",3293833.28549194
"3206160","10144",1328994.29232788
"3206130","11393",3435083.55065918
"3206170","10383",138064.314147949
"3206170","11393",6292705.97589111
"3206125","10633",615817.51739502
"3206125","11393",1347759.68927002
"3224130","3856",2238578.35754395
"3224105","2605",754.202575683594
"3224105","3860",1604089.12243652
"3224125","3860",419471.836791992
"3224125","3856",1276922.61187744
"3224120","2605",82224.123840332
"3224120","3860",1893332.12854004
"3224120","3856",45613.1747131348
"3224140","2605",1691688.3822937
"3224140","3860",178417.224395752
"3224140","3856",4043.39697265625
