tower_Id,tower_area
"45795",25809652.3583984
"41696",15324984.1514282
"53927",33113289.3971863
"12985",56651297.9510193
"33418",3223063.69763184
"41692",10851957.9101868
"45793",10387543.2191162
"107240",9765898.88723755
"8876",57117972.916687
"4837",12897053.1463928
"4831",1999287.72888184
"4834",6203266.17837524
"8929",34532444.3999634
"4829",2438397.72073364
"4830",1334302.06466675
"82664",78256688.8808289
"8918",38917190.5609741
"8912",37246898.6112976
"29409",5947966.46875
"29403",1858808.32983398
"29405",6071300.0690918
"29399",1313668.72219849
"29401",1426760.6762085
"29402",1603416.08984375
"4868",18373392.8274231
"21201",70303701.963623
"29395",1068551.92196655
"29396",1111985.91592407
"29397",1342881.84628296
"4863",17388031.1096802
"29398",973063.512115479
"37609",148571576.977203
"29391",990552.424926758
"29392",887759.987945557
"29393",1046036.53857422
"29394",1402451.29312134
"29387",647435.347991943
"37670",1533337.75793457
"29388",1083067.14398193
"41764",10233978.4143066
"29389",744787.925231934
"29390",1002509.05792236
"95000",42164618.8632812
"4852",22877535.8872375
"8954",49178763.4664001
"94997",58637505.8605347
"70462",19813605.7434998
"8940",42796946.334198
"37643",1371366.69143677
"78654",50274196.8735046
"29429",15117844.9764404
"37642",5092528.18493652
"54038",69298629.7447815
"4891",8527855.3324585
"29425",12742205.275177
"33519",75513546.536438
"37701",7657933.12026978
"37695",8099941.95022583
"70440",52162127.7388
"4890",7342182.20507812
"25379",2646234.55679321
"25375",1059399.77236938
"25376",1063177.91439819
"37688",6290844.77349854
"25377",1255503.61813354
"37689",4012853.51712036
"37690",6622258.83425903
"58179",159308764.503418
"54071",25846010.8563843
"37676",2695323.02520752
"37671",2798446.86499023
"41772",2028523.06930542
"37672",2094100.46395874
"49968",22670817.4686584
"38243",14964708.5503845
"42342",36863915.2911987
"25412",35571242.9996338
"62252",11417938.532074
"66353",68919220.1441956
"13114",44766508.9305115
"38228",6719683.72302246
"25405",24133988.0049133
"38230",2787818.22335815
"25400",18428132.2426453
"79234",11786410.9229431
"38225",23120592.8667297
"13099",23742468.2670898
"29495",22250042.2093201
"25395",11640528.1713867
"38220",8737652.54464722
"29498",27893831.2464905
"38215",11762889.6018982
"33594",125546794.020569
"50511",37656848.826355
"13670",38030823.401886
"38272",19979806.7600403
"25385",5620326.81295776
"38268",12239129.4253845
"38263",15444028.0829163
"46455",13064546.8955994
"107971",4804630.49816895
"38255",2990576.99832153
"87460",96771926.2042236
"62850",62090054.6561279
"50549",24211794.4234619
"30036",49124251.7287292
"38247",12534562.1951599
"58744",26224706.2223816
"107966",4836566.14840698
"9601",37820811.5154419
"13694",29374096.8831787
"30026",22329689.684021
"107954",7077300.10498047
"9589",16811846.0826263
"99730",76859542.2327271
"21871",10278522.9624939
"34167",6077932.1852417
"21868",7320629.06488037
"34163",3450811.04244995
"54678",15540203.9909668
"107993",17076896.6799622
"34160",4041461.61578369
"34161",1555149.0980835
"34162",1358378.34844971
"42438",6757407.7635498
"107979",10801256.4320374
"34211",32073872.9479675
"46523",27538225.4474792
"9607",25280139.7913818
"75224",1606640.39404297
"26005",41361370.3632507
"58814",73365783.2453613
"42411",1429247.44259644
"71122",40448396.1133728
"46508",16705305.2730103
"25997",17212039.3588257
"95707",77715014.0140076
"38367",65659330.6884766
"58802",48750481.7416992
"83410",108675820.213928
"46565",181889191.506683
"34190",11843546.2680359
"9658",30555088.8241577
"30147",1075256.38076782
"30148",1391711.43386841
"30143",972953.328338623
"30144",796784.198730469
"30145",615054.488922119
"30146",1447330.2666626
"62948",56678162.5739441
"30142",958639.897277832
"42454",28739444.5102539
"26035",35741609.3651428
"5592",26102490.1157227
"46538",8971802.26989746
"17884",20463232.1554871
"30181",5608281.10214233
"62926",311614916.411896
"42487",37932403.9201355
"5581",7376182.40603638
"58879",28072508.7992249
"79394",42044224.5702515
"50680",2515071.50039673
"5577",3527900.71124268
"83489",24956653.6237793
"71187",69146233.2063904
"91684",25409819.7370605
"50682",1216409.50057983
"38381",63780097.9850464
"79379",105915495.376678
"42478",39900225.2465515
"42471",27455261.1299133
"46574",63239859.062439
"38431",6959581.15792847
"9724",5184354.04730225
"30157",2155075.95367432
"5623",13819774.6506958
"42533",24475235.1114502
"30158",3096857.521698
"30152",2436175.87283325
"30154",4295696.17141724
"38423",1693085.01190186
"46626",141688935.434998
"38425",1828938.88873291
"38426",3228439.54486084
"75329",421088450.947205
"42521",7273970.55783081
"34303",87743547.7353516
"5612",18603710.9217529
"67110",49354693.5794678
"21999",51598315.1532288
"42514",19100522.7906799
"91713",140357005.24295
"42503",38789884.4401855
"58892",66738941.9894409
"26148",11702083.9300842
"30243",1421791.55032349
"30244",9832777.59957886
"13849",18368854.3931274
"26139",1760738.93087769
"13845",7999585.40571594
"26141",4936426.6222229
"30242",14272768.4031677
"63044",226901563.297516
"26135",2726097.79135132
"26136",2056586.35202026
"26138",1773747.66333008
"26133",2600828.85110474
"26127",679193.057220459
"38440",9160511.15908813
"26129",815906.448516846
"26130",2512386.2935791
"50731",36389258.4004211
"42085",158342358.960571
"54828",7996842.60089111
"17984",131225958.945129
"87121",11470144.1864624
"42074",94286914.9549561
"26168",34258537.5177307
"37968",14588385.1637268
"30261",83788410.5015869
"62558",121981679.469849
"37962",6810995.19161987
"54349",114614412.672943
"46209",18030285.4972839
"66637",107046060.381195
"38003",9783934.08850098
"46202",7331797.82833862
"107711",4446305.66671753
"42095",170651568.916962
"62589",64418769.3502808
"13444",35195856.3520508
"42147",17394341.9569092
"50285",50227680.7533875
"78983",2432709.97625732
"46242",40019176.8453369
"9333",9955792.27870178
"33923",2615548.21490479
"33924",1735424.41564941
"54427",69869754.4001465
"21619",4255886.7388916
"33922",3668337.56124878
"99468",97305959.8117981
"25715",131667581.573181
"33911",1621814.88037109
"21617",3733172.67169189
"33912",962140.291595459
"33913",2388168.7109375
"87227",138637850.613647
"33909",3920017.74615479
"58511",61253115.8912964
"25763",79348898.519104
"21663",42957199.5589294
"107725",5069365.50674438
"107726",5598899.73519897
"13455",27278181.5550842
"13456",57256101.2046509
"21658",34183249.5323486
"46265",15029947.8107605
"74973",1899621.77200317
"25747",14185361.9607849
"42160",4777934.6980896
"74968",8590346.89733887
"38060",25071286.5806885
"21639",30397023.2068787
"33935",7527431.68829346
"74962",36682303.1074524
"42213",21823211.0474548
"33931",15255985.9848328
"21701",11739226.4004822
"29891",1307393.43017578
"29892",875452.222900391
"29893",1349760.75259399
"29894",669971.258361816
"42200",17452909.9531555
"70903",51636877.9159851
"33986",24490458.2204285
"5339",11379756.2584534
"17635",34836265.5538025
"38145",3965525.63601685
"5333",7762786.20910645
"5334",4325928.48974609
"29925",11369987.9643555
"5327",2694507.98754883
"5329",2764846.14979553
"21721",209548887.512207
"50430",3536375.36578369
"29917",9014447.93722534
"29912",6269087.47512817
"34013",48980608.639679
"54520",96449224.7841797
"70934",69453776.800293
"29909",6838436.87271118
"29903",3493214.41885376
"9473",7006945.25674438
"29906",3169794.89157104
"29900",1953486.64251709
"9468",39378494.3619995
"29895",878991.164154053
"5369",14095566.9909973
"38178",3753538.27261353
"42271",7770721.56524658
"46372",104805664.781403
"54510",53446744.2208557
"29896",1455963.95956421
"54503",48991549.9602356
"29897",1374801.4548645
"38172",1437517.85211182
"29898",1551918.65811157
"38173",1732905.78848267
"42274",10485578.3034058
"42267",11755623.0751343
"50470",26024641.7614746
"62757",15990416.7821655
"70961",34837672.9104919
"54550",74983826.9932251
"5410",11936606.3092651
"38209",18761640.145813
"5402",23914633.3436584
"38204",9318707.69189453
"58632",17418453.3479004
"25888",3884100.12985229
"38200",10234559.2505798
"66827",31207008.487915
"75619",190156009.583801
"25886",3263701.13079834
"42291",130789777.798157
"91432",112772231.939545
"50494",51361377.1005859
"25881",2436313.40441895
"79712",162783182.460419
"91434",29483636.5218506
"25882",1502937.14361572
"17681",26256091.7087402
"25876",852440.10067749
"25877",919549.903686523
"25878",600556.99822998
"42283",10663932.5390015
"46384",187014404.020203
"17673",22485255.386261
"34662",2510196.70053101
"62772",78401343.5707703
"54578",13212204.1278687
"29966",50998292.0706482
"38758",2802279.64385986
"38752",3678254.09777832
"66870",133506111.449005
"38753",5757046.64364624
"25926",14488459.9232178
"30021",24362508.3188477
"51046",60441318.9278259
"42846",47898620.8407593
"38736",8173498.21728516
"108454",2599831.45809937
"38738",11385383.2538757
"51029",58895025.8609009
"10084",1269138.14295959
"46981",30672530.1238708
"34679",6547455.52416992
"22368",4973143.1635437
"14167",28746382.6745911
"46976",23384004.0745544
"34682",5021747.92599487
"34676",4896848.36914062
"38778",25155391.7853699
"46972",24961002.2131653
"34672",4193706.95397949
"34673",3248452.49069214
"14161",56648289.9992065
"34667",4722454.40792847
"34668",3370254.8409729
"38769",3990126.87414551
"46964",24370686.1530762
"34670",4532242.28491211
"38766",4227338.42321777
"38760",1553420.35641479
"38761",3363101.58770752
"51056",30684224.9580078
"26450",83823391.6957397
"83865",16449183.296936
"38762",8690819.61602783
"34720",49316087.2769775
"51053",23163383.5440674
"46954",9325928.97390747
"47011",26221330.2923279
"108463",6631703.22848511
"42912",983103.627105713
"38812",48709190.5332336
"34714",13724196.1125793
"22395",39685563.5756836
"34710",23583510.119751
"26492",34918417.4640198
"10096",20700104.2285461
"42905",26126439.9226685
"63397",20737421.1261292
"63398",18561867.137085
"34695",19332198.9632263
"10089",13456557.0377502
"14184",27270907.7328186
"71601",65719135.493927
"63383",135749414.939789
"10144",45944180.234375
"59285",148416151.81131
"108499",29391965.7811584
"96188",66915034.6414795
"14241",34209947.8116455
"42949",16697691.960144
"42944",14401635.4512939
"42939",3283896.46832275
"42940",5749601.21850586
"22419",12223611.2094421
"59329",57747768.9830933
"22420",1982809.94424438
"22421",1479521.65164185
"22422",7631095.37762451
"10181",35239843.4715576
"75727",328344.460144043
"96225",84075381.2472229
"71629",37766846.0183716
"47015",36535579.4797974
"6078",14468998.4234467
"75724",2526621.21762085
"75725",1272677.27087402
"63407",48132198.8285217
"75726",235252.761993408
"26563",208983527.43866
"26564",336276763.312653
"75721",6528724.68963623
"10170",34967788.2531128
"75722",2803199.01623535
"30661",2742725.96011353
"14255",282881139.813599
"30651",768983.689483643
"30652",830291.793701172
"30653",1392646.89321899
"30654",2412882.81365967
"30647",798165.036651611
"30648",851068.030303955
"51162",241862967.307861
"30649",844868.313842773
"30650",1116045.59338379
"6118",21305173.1377869
"30645",520613.129119873
"30646",1843979.40969849
"26546",112431431.533234
"18404",60424769.4451599
"47047",25352865.2091675
"43011",22482770.7215576
"96249",25810426.8404541
"10201",47652013.7774048
"30683",15958373.1106567
"10189",43246645.5259094
"18383",37907445.2313843
"67599",29356662.9570923
"67601",8298639.12414551
"67602",10065695.0146179
"30673",11225378.1288757
"51182",2887565.09011841
"30669",7766106.8477478
"6136",33489438.5449219
"51177",63480832.7396851
"30664",5597821.41622925
"38939",9470839.2432251
"26628",260474.497955322
"18427",19479290.5422668
"26629",763738.504974365
"30666",6577396.9364624
"26630",795853.375732422
"55331",12142509.2976379
"51228",31443887.0592346
"55329",10554505.5593872
"43030",16599938.3977356
"43021",10465537.5587463
"34882",38742952.4246521
"79915",25355804.8909912
"18466",198949370.027618
"79911",8116179.39624023
"38967",13418640.6912842
"6159",11143701.9302673
"26656",10708064.0947266
"6158",11928497.1986694
"30750",25771631.4318542
"51258",42202576.5770264
"30745",4542409.69927979
"14349",5516339.91470337
"14350",17752588.9353333
"38958",16437723.0357361
"91744",112025688.448181
"2114",9922890.85314941
"2107",2362094.60531616
"38953",10635234.8231506
"38499",2225404.51617432
"38500",6689692.4942627
"2103",2546055.66940308
"26631",956379.976531982
"2105",4589385.67538452
"2106",1952708.58407593
"26633",1081904.97415161
"26634",1413551.69497681
"38498",7908854.09759521
"38488",10622825.6151428
"38490",12058923.2224121
"38483",9527737.95578003
"30780",30834440.5432434
"38479",8722457.03939819
"34380",40452522.0847778
"38481",5220882.65618896
"79484",24211523.2622681
"30777",7429894.47036743
"14375",77416072.7189636
"75386",64806271.1075134
"26674",16633005.1037903
"34437",6532856.0682373
"38534",64909200.3992615
"34427",4850017.17288208
"34430",7330288.78845215
"34423",1885795.88568115
"34424",2228070.79730225
"75424",109688051.109436
"38517",5291239.78158569
"50812",65805567.8442078
"30300",77054929.3292236
"1610",8239657.84292603
"108230",13879335.8265991
"59010",37384605.6047363
"34413",3349941.64553833
"108225",13558342.8924255
"34407",5108789.37762451
"38508",3129757.17446899
"108219",4043807.72232056
"108220",2222130.82437134
"108222",2634374.82055664
"38505",2958086.07440186
"108215",4029899.60198975
"38506",1723965.05773926
"46700",4659111.47869873
"108217",5362906.82199097
"67207",90912623.8152466
"108211",9483500.42230225
"42661",5316494.9828186
"108214",4766875.14825439
"108205",4629877.6083374
"59043",120424369.160095
"87690",114802561.350708
"42644",34658214.5166931
"22133",21186918.7672729
"9833",2509394.07649231
"34440",6710389.99987793
"46738",36063157.0119324
"22126",10860291.5772095
"30322",67331540.080719
"34495",23074055.5033875
"75436",167398709.183472
"46787",11049366.2545776
"22176",21097598.5485229
"22174",17146405.0565186
"34486",16418156.375061
"46778",29780364.5687256
"50872",296656347.612396
"75475",960641.273895264
"46770",21363662.2226868
"18115",18352730.947876
"34528",107466500.430725
"18118",15052223.7592773
"14011",415747269.337677
"104177",12568364.803833
"63153",48515251.5362549
"34520",52764012.1163635
"18108",11884285.1116028
"30403",2744399.33407593
"22205",23475876.5111389
"30400",970897.364135742
"30401",2270422.70455933
"30395",1220607.16598511
"30396",591519.844726562
"95949",115294630.244812
"59104",48544802.3742981
"30397",1087274.24066162
"30398",1204940.57519531
"46803",24885528.3170776
"34510",58479911.1371155
"30393",128222.734588623
"30394",1016702.40841675
"104221",31719721.7100525
"34563",45147916.4416199
"54996",84785977.0131836
"42695",9076119.48303223
"71399",93411546.901825
"95998",41608877.5281982
"54983",40175936.2546997
"18139",89022412.8745117
"38648",3075109.2663269
"42750",37260298.1813354
"42744",23037600.6007385
"30434",14921590.8167725
"30430",12757908.3044434
"18123",23382946.1643066
"59134",15449153.4827881
"5893",25425345.7185669
"30420",6815522.79528809
"83735",89705578.9240723
"67335",36118036.5852661
"59125",48882581.8978271
"38693",10104490.8968506
"104239",66231157.5539551
"30407",3946824.91854858
"18177",24177554.4238281
"38684",12980172.4175415
"30410",2657561.6399231
"5876",21917815.7145081
"38679",6696724.74728394
"38676",2622185.46304321
"67385",91351925.3894653
"18160",71929597.2421875
"38674",1537712.26391602
"55070",54570065.0355835
"87873",34087452.2253113
"18154",44627703.3827209
"30439",46361729.2980347
"38722",23701116.5698547
"26403",12383939.5464172
"38716",7697800.70785522
"76133",81173146.8660583
"30495",1366499.89544678
"30496",8774850.97167969
"26396",7881216.62414551
"14095",6248921.28381348
"26391",2489035.57037354
"26392",1652859.93218994
"26393",4094900.45230103
"30494",1705339.92001343
"5898",36650711.8023071
"26387",2898306.37350464
"30489",20113250.1916809
"26389",2136495.28720093
"1856",876951.213256836
"26383",1483003.95999146
"1857",4583932.16223145
"26385",2229168.10162354
"1851",3845297.18655396
"38697",11517641.0329285
"26386",1973081.55880737
"35173",4814985.7543335
"18185",34194294.1590271
"26379",1914471.91638184
"1853",1763016.41168213
"67918",124897098.672333
"26380",653945.998260498
"30481",25331751.3531494
"39268",3446450.48587036
"26381",1020355.28189087
"39269",3348567.11965942
"26382",1865728.13970947
