gnd_id,PC1
8124120,-1.0937311418066409
2121215,-2.0470838436840473
2121210,-1.5744222809884105
2121200,-0.773484478083414
2121195,-0.6025020048502857
2121190,-1.8582754338496759
2121185,-1.554992802338565
2121180,-1.111504712386882
2121205,-1.1613723381870529
2121220,-0.931094285592586
2121170,-0.4691509588876187
2121175,-0.8593758568074651
2121165,-1.2387978256796506
2121140,-0.052556548720465154
2121160,-1.3335663420493193
2121145,-1.2430046318407777
2121155,-1.2969356688340439
2121125,-0.9760705445808995
2121150,-0.8199627582870829
2121120,-1.7538454008705537
2121135,-0.05999571343974688
2121040,-2.0572184331985692
2121060,-1.6865119970440459
2121070,-1.4802689460430758
2121110,-0.5298275450918586
2121055,-2.1552588247465407
2121095,-2.380991041739657
2121005,-3.7399785401153394
2121050,-3.7163049572178948
2121010,-3.280419734442203
2121045,-2.930650289982728
2121080,-0.8181715841711318
2121035,-1.886300490848568
2121030,-1.6976427674149388
2121015,-1.8155340178620227
2121025,-0.3892777573065108
2121020,-0.6299356964226445
2121235,-2.204362237018856
2121075,-0.30725735562219053
2121065,-0.7659212411149889
2121090,-1.4304263778234394
2121085,-2.0583121299607283
2121230,-1.1385355915139381
2121225,-0.8075877023490997
2139335,-2.022110309894338
2139500,-1.8561004274852677
2139520,-0.6559987762414705
2139525,-1.2314876504354666
2139475,-1.0331626891743035
2139485,-0.5065520624367955
2139465,-0.28245907918285024
2139460,0.3379587359812828
2139380,0.7583600425287444
2139555,0.39908855414013805
2139425,1.0739029317870463
2139440,0.8542809497532784
2139390,0.3763708203418467
2139265,-0.053576526908062146
2139275,0.18640702828822095
2139295,0.8521775273704069
2139290,0.12371541258454292
2139285,-0.1325105450734693
2139120,0.0026876227995126832
2139175,-0.21359006914867415
2139110,-0.035149642240744815
2139180,-0.22542441637620123
2139260,-0.36400692035057974
2139210,-1.8359854090360397
2139195,-1.0286168474459916
2139255,-0.5500033827770633
2139320,-0.36137978781981756
2139375,-0.09648972072424501
2139370,-1.3938701581690092
2139105,0.187481153396096
2139240,-1.7623661953341947
2139245,-1.8833890792092267
2139235,-1.93849258707004
2139205,-1.6211910352086079
2139200,-1.6314546505361356
2139455,0.37382405512887346
2139470,-0.0716622870594042
2139450,0.4200999640484866
2139585,-0.5367910078241538
2139480,-1.3342604794525892
2139145,1.487162701828244
2139420,0.9245023773124817
2139410,0.37302818452975245
2139215,-1.4979713353720865
2139075,-1.2850186831132473
2139080,-1.1960983722950251
2139045,-0.36594639316390704
2139085,-1.1345886334065498
2139040,-0.21713098472666154
2139035,0.32780402839580997
2139090,-0.5587221729735005
2139010,0.2787270329569919
2139030,-0.06297915413798258
2139005,0.028301303553416597
2139015,0.32011894820529285
2139025,-0.04327014107591786
2139020,0.074818700500119
2139115,0.19905315225506576
2139125,0.7328881507805621
2139135,1.1422820374064435
2139165,-0.0689340002336952
2139160,0.13896793658362402
2139130,0.7500909250149977
2139140,0.5948504115051472
2139150,0.7220214479178285
2139100,-0.5929556828972304
2139270,-0.039630100503825025
2139170,0.012248344490651548
2139360,-1.2118177816750377
2139365,-0.642867382105714
2139330,-1.7044577803108416
2139325,-1.2571294089196985
2139315,0.6426965030624188
2139385,0.8711210440751304
2139310,0.48159112534405857
2139305,0.05883498657638843
2139400,0.6400679578192427
2139280,-0.17059521176100825
2139300,0.4411789765893573
2139515,-1.010485155535671
2139615,-0.7970722241985237
2139600,-1.312737949809042
2139605,-1.696019553929527
2139595,-1.229189465803575
2139530,-0.8633631539600316
2139590,-0.40401025080283154
2139535,-0.5964387924750798
2139575,0.1863201201963459
2139570,0.5921661438410158
2139550,0.9935901494179431
2139435,1.2207093314046489
2139565,0.2829117359424919
2139560,0.5230256055620737
2139545,0.22115041724630233
2139355,-1.6476975138513272
2139345,-1.410771592941925
2139395,0.1602086078276397
2139405,0.05089975819265545
2139350,-1.9396430763641637
2139095,-0.4909270597695756
2139190,-0.5052889471699868
2139185,-0.6930574894683683
2139495,0.6951744192827698
2139490,-0.9523698483658746
2139415,0.8089170656753586
2139540,0.030117799935846755
2139445,0.7516328386316105
2134150,-2.349926477005347
2134130,-2.779005672469945
2134195,-2.065752048877394
2134080,-2.1059485377555482
2134090,-1.9282698409069727
2134190,-1.9610878757355141
2134185,-1.7884812865811184
2134215,-1.8603330809563252
2134225,-1.9726556346618414
2134175,-1.7543917276684207
2134230,-1.8281379528954118
2134240,-2.2948206247928438
2134085,-2.6463610213670568
2134170,-2.2891219591628116
2134245,-2.5942336215649617
2134165,-2.7700560177908793
2134255,-2.599114865682183
2134270,-2.8215826266557498
2134160,-2.7523664164553936
2134125,-2.4114478687294087
2134120,-2.5834437631256257
2134040,-1.900523775132055
2134030,-2.028188598093814
2134015,-2.3375193602847246
2134025,-2.0441021666768457
2134095,-2.014141808130144
2134100,-1.779019969946595
2134105,-1.6902243754570279
2134050,-2.2197144026515114
2134045,-2.0685071765646548
2134115,-2.732784779245303
2134110,-2.4366138274533857
2134010,-2.57489528886818
2134285,-2.483786197360314
2134275,-2.851140718906189
2134280,-2.507056075061522
2134155,-2.1858589453948816
2134180,-2.1247966208922686
2134260,-2.8909215001772526
2134250,-2.50439760605689
2134035,-1.7201694309357747
2121100,-1.189150282911716
2106335,-0.5494778896280224
2106300,-0.8113196345334722
2106235,-1.4050150750516326
2106200,-1.550420470332437
2106055,-1.7086410734841424
2106240,-1.5554993387173557
2106165,-1.1844135711350972
2106195,-1.7482208821877043
2106190,-1.695255642135517
2106175,-1.2701595606601117
2106170,-1.641359651860755
2106140,-1.48833371426765
2106295,-1.0392184360051278
2106090,-0.7161500693044449
2106070,-0.8714441044464345
2106160,-1.1017961416942212
2106095,-1.355279417545942
2106135,-1.366228897181911
2106130,-2.062467345814389
2106185,-1.7268140888247023
2106085,-1.0610256864053276
2106155,-1.4001732682860621
2106205,-0.740861144009443
2106290,-0.34805152705566705
2106150,-1.1778213656520242
2106245,-1.4363079880543654
2106250,-1.8878779316019054
2106145,-1.1060587183708848
2106270,-1.0847008599338452
2106265,-1.3772526711584094
2106305,0.15896801179083017
2106330,-0.34924419739246754
2106310,1.215425584259289
2106320,1.1074086701199057
2106325,0.776040229158911
2106315,1.1880907332918869
2106275,-1.519203437797824
2106280,-0.816001259054312
2106230,-1.2288473252150098
2106225,-0.6391086479814034
2106125,-1.5994632424080706
2106255,-1.743941688134975
2106260,-1.5193280256985702
2106180,-1.7814526542823563
2106065,-1.4629139043545352
2106035,-1.8874603285232026
2106060,-1.627551620596002
2106045,-1.4588470519430885
2106020,-2.22391817169911
2106040,-1.8583780170445359
2103285,-0.696592250502218
2103290,-1.0636471284788158
2103240,-1.791111611589654
2103325,-2.4892173596967258
2103330,-2.6713292390648404
2103335,-2.655002034097624
2103130,-0.7085099253187632
2103120,-0.37085896594930395
2103200,-1.5241338798142583
2103190,-1.8456355682957497
2103195,-1.9142051493721022
2103050,-1.902900510658384
2103045,-1.1561646156171403
2103090,-1.265805749543548
2103235,-1.7171211498852275
2103105,-1.4655397871518105
2103055,-1.903675205671186
2103255,-1.4532709568456166
2103260,-1.3042264759951248
2103305,-1.872738902129716
2103150,-2.2724038019986073
2103155,-2.3987411461501345
2103145,-2.254473513070438
2103165,-2.2294129716787663
2103040,-1.3617764330660656
2103075,-1.2589647135418969
2103135,-1.329016907545395
2103205,-1.5163829873888435
2103140,-1.7008461039468423
2103170,-2.1475526631363824
2103180,-2.051190792367214
2103175,-2.262604249907511
2103245,-2.104742098653461
2103300,-2.169434591031552
2103225,-1.8588108799582017
2103250,-1.3487845705454204
2109030,-0.7204662219162534
2109160,1.7253696725557144
2109140,-1.364337015124391
2109110,2.048509944513011
2109005,-0.2687747847294347
2109015,-0.29972307499544437
2109035,-0.11943640306632125
2109060,-0.2736944917523734
2154150,-1.6950187790025282
2154135,0.038150452990403004
2154105,-1.0280635750657112
2154095,-2.3060490814959844
2154110,-0.7808031874934384
2154100,-1.738123282685814
2154050,-0.9160158055337857
2154055,-0.9361435174099297
2154060,-2.1630721234049344
2154010,-1.8737238750782683
2154115,0.016178340346225693
2154125,0.30074686585607935
2154140,-1.1931159756721244
2154145,-1.3222389496109614
2154020,0.020148562745387087
2154045,-1.072244894704737
2154120,-0.4483123661240636
2154130,-0.4070230021641638
2154040,-0.2596202444070981
2118050,-2.4153254290574178
2118145,-2.438668741302008
2118120,-2.019246416393195
2118115,-2.2217135072150165
2118110,-2.099880108128752
2118170,-2.1979553443353512
2118140,-1.7495970531396372
2118290,-2.939925960750581
2118225,-2.1157895478791056
2118175,-2.0936439026202858
2118280,-2.8264762858129413
2118150,-1.744463155649699
2118305,-2.961240038467326
2118310,-2.8891521441432952
2118010,-2.826685543376153
2118045,-2.7895146169066862
2118040,-2.5782264831858264
2118165,-1.6959922246422698
2118160,-2.0249227657696474
2118200,-1.912280056603914
2118155,-1.9775045884723619
2118235,-2.504694187052391
2118285,-3.0052484323479347
2118300,-3.79819034921928
2118190,-2.172652723881489
2118195,-1.6651353856209912
2118265,-3.1065001280094244
2118315,-3.608471370347352
2118260,-3.2575170429306417
2118035,-2.161461824978973
2118065,-1.8510342949296623
2118060,-2.0440109651698526
2118055,-2.394152117207551
2118135,-1.9106119907094352
2118090,-2.23463023868995
2118085,-2.1298858925961563
2118105,-1.5659303569416396
2118070,-1.7717757358585056
2118075,-2.377834927796151
2118095,-2.5059742449185913
2118230,-2.014092620046923
2118025,-3.2485570827101524
2151005,1.9874232088664174
2151235,-0.6275900541673844
