gnd_id,births
"8124120",44.4935517311096
"2121215",5.35000360012054
"2121210",4.09451687335968
"2121200",15.9795734882355
"2121195",9.88520455360413
"2121190",19.3762284517288
"2121185",24.993908405304
"2121180",11.6817696094513
"2121205",29.7387502193451
"2121220",9.04464864730835
"2121170",15.5891171693802
"2121175",15.7687391042709
"2121165",5.36722564697266
"2121140",12.9222593307495
"2121160",31.1801029443741
"2121145",3.40098261833191
"2121155",5.11103188991547
"2121125",2.27300231446323
"2121150",2.9758368730545
"2121120",6.52026414871216
"2121135",19.6390372514725
"2121040",8.2047438621521
"2121060",3.49655890464783
"2121070",4.14104521274567
"2121110",13.3059167861938
"2121055",20.6340259313583
"2121095",8.34365248680115
"2121005",16.1776957511902
"2121050",16.5028635263443
"2121010",14.7805720567703
"2121045",27.7069365978241
"2121080",18.175838470459
"2121035",3.99007737636566
"2121030",4.97530722618103
"2121015",6.08820295333862
"2121025",23.4781572818756
"2121020",30.9955905675888
"2121235",18.8644679784775
"2121075",28.5693378448486
"2121065",16.6123080253601
"2121090",2.75658285617828
"2121085",5.9701863527298
"2121230",11.0179966688156
"2121225",11.3204855918884
"2139335",35.8287296295166
"2139500",8.74524499770859
"2139520",11.3167393502247
"2139525",10.9600979669404
"2139475",6.25156496015203
"2139485",8.5777800726882
"2139465",4.12849194531327
"2139460",2.49943592372941
"2139380",7.49256702275048
"2139555",1.97554077990883
"2139425",3.49261054068209
"2139440",5.91099086783532
"2139390",10.9432570163573
"2139265",10.1302130034911
"2139275",4.96692432850728
"2139295",6.68743301076449
"2139290",4.75042195142369
"2139285",5.54864502019104
"2139120",6.07708140150814
"2139175",6.7579046716597
"2139110",6.15523177248514
"2139180",8.49506378355825
"2139260",4.36745954348528
"2139210",14.2641874845259
"2139195",11.0293931624933
"2139255",11.7952636492018
"2139320",12.7111591488902
"2139375",5.19803593308869
"2139370",4.4412248748289
"2139105",6.18037399645354
"2139240",36.4262046813965
"2139245",17.197551451907
"2139235",16.2306913137208
"2139205",11.325409807159
"2139200",8.35294576147447
"2139455",5.90550960112373
"2139470",6.83103332590528
"2139450",6.25742010626649
"2139585",6.27318474961769
"2139480",6.0297881568032
"2139145",13.9801829681281
"2139420",10.7041629999517
"2139410",4.82204548514691
"2139215",5.62655643352971
"2139075",12.1204687972693
"2139080",11.3395774605889
"2139045",12.4589724479525
"2139085",12.3071724056401
"2139040",6.5250597551528
"2139035",13.415057167787
"2139090",12.5670386204924
"2139010",2.22362515501394
"2139030",10.8596728721611
"2139005",4.47264565025439
"2139015",5.15121441212706
"2139025",7.53401151183443
"2139020",6.36349706897245
"2139115",14.9213253115486
"2139125",10.6264000637225
"2139135",7.36124505755398
"2139165",7.66510330707007
"2139160",6.28016157317923
"2139130",7.83312760905166
"2139140",5.91531037633644
"2139150",5.02298962196572
"2139100",5.8670000544099
"2139270",6.87426061915204
"2139170",15.8222956057345
"2139360",7.63102606952355
"2139365",8.20257129645919
"2139330",32.2438545227051
