gnd_id,evapotranspiration
"8124120",1680.5
"2121215",1977.33333333333
"2121210",1981.33333333333
"2121200",1989.5
"2121195",1991
"2121190",1904.09090909091
"2121185",1885.64285714286
"2121180",1962.6
"2121205",1970
"2121220",1987.5
"2121170",1988.5
"2121175",1971.5
"2121165",1966.5
"2121140",2003
"2121160",1812.30434782609
"2121145",1922
"2121155",1882.66666666667
"2121125",1966.66402449501
"2121150",1933.5
"2121120",1894
"2121135",1990
"2121040",1890.33333333333
"2121060",1939
"2121070",1961
"2121110",2003.4
"2121055",1839
"2121095",1845
"2121005",1808.72727272727
"2121050",1689
"2121010",1856.125
"2121045",1783.30769230769
"2121080",2003.16666666667
"2121035",1930
"2121030",1947.66666666667
"2121015",1956.33333333333
"2121025",1992.85714285714
"2121020",1978.90909090909
"2121235",1934.75
"2121075",2002.66666666667
"2121065",1996.8
"2121090",1963.66666666667
"2121085",1954.5
"2121230",1976.25
"2121225",1989
"2139335",1720.5
"2139500",1711.96381947248
"2139520",1715.46848314063
"2139525",1718.83576791376
"2139475",1726.43432761763
"2139485",1722.20906371552
"2139465",1726.1976104006
"2139460",1726
"2139380",1726.85371625902
"2139555",1723.17411065957
"2139425",1727.4773611819
"2139440",1727.26100782992
"2139390",1728.07294511712
"2139265",1731.90672694396
"2139275",1733.05161961292
"2139295",1729.73058614295
"2139290",1731.58299964948
"2139285",1736.64192389152
"2139120",1737.73540370695
"2139175",1736.91144408604
"2139110",1733.44470234719
"2139180",1734.65030741407
"2139260",1736.95775163398
"2139210",1722.64822854001
"2139195",1726.77307038319
"2139255",1729.86824441858
"2139320",1729.055712937
"2139375",1728.49218245128
"2139370",1730
"2139105",1731.84749157277
"2139240",1727.5
"2139245",1723.46761381403
"2139235",1727.1130825752
"2139205",1720.53230457831
"2139200",1719.19731083634
"2139455",1725.82867857852
"2139470",1724.8132202681
"2139450",1726.03044512599
"2139585",1722.30052011008
"2139480",1719.97277183884
"2139145",1742.67744366494
"2139420",1729.68602666297
"2139410",1729.11720403691
"2139215",1722.73733532636
"2139075",1716.27901939673
"2139080",1721.05222398191
"2139045",1716.29784703625
"2139085",1720.47622622233
"2139040",1716.24099292433
"2139035",1724.53461710064
"2139090",1726.5
"2139010",1727.12387338624
"2139030",1732.19006451827
"2139005",1731.00148664622
"2139015",1726.97684940303
"2139025",1732.57099295466
"2139020",1731.71162828898
"2139115",1735.06121204856
"2139125",1736.76654290916
"2139135",1738.18235148902
"2139165",1737.52904151324
"2139160",1737.77499841625
"2139130",1737.58107732968
"2139140",1739
"2139150",1738.03847366752
"2139100",1729.70296590745
"2139270",1734.6854332523
"2139170",1736.13112491846
"2139360",1727.03072445451
"2139365",1727.11268582146
"2139330",1724
"2139325",1728.88602021669
"2139315",1729.56358549153
"2139385",1728.13119612821
"2139310",1731.56756094661
"2139305",1732.05594860423
"2139400",1728.04450500718
"2139280",1736.90673395855
"2139300",1734
"2139515",1704.13521288574
"2139615",1711.18831639681
"2139600",1717.01970018133
"2139605",1714.03544040585
"2139595",1717.94494008335
"2139530",1722.41863144441
"2139590",1721.12870526805
"2139535",1722.23726742005
"2139575",1720.78384206546
"2139570",1718.22368332272
"2139550",1725
"2139435",1727.61987604569
"2139565",1722.29504967842
"2139560",1723.72093277894
"2139545",1726.78586634424
"2139355",1725.70722007888
"2139345",1718.63166380851
"2139395",1726.88044903734
"2139405",1730.10185704858
"2139350",1722.82066836166
"2139095",1728.07222810913
"2139190",1727.16081974278
"2139185",1726.59384102553
"2139495",1716.5
"2139490",1721.12722786339
"2139415",1728.16577982157
"2139540",1726.64245608738
"2139445",1726.25476917624
"2134150",1714.88350214336
"2134130",1749.5
"2134195",1782.57842479706
"2134080",1814.5
"2134090",1802
"2134190",1787.57848336997
"2134185",1797.3967636981
"2134215",1776.3132559261
"2134225",1786.79363970639
"2134175",1802.90489766179
"2134230",1770.33333333333
"2134240",1789.46788116036
"2134085",1812.19132539532
"2134170",1797.06697284758
"2134245",1764.5
"2134165",1775.01475771236
"2134255",1756.5
"2134270",1759
"2134160",1774
"2134125",1776.5
"2134120",1780.68058270676
"2134040",1786.10773335081
"2134030",1796.5
"2134015",1800.5
"2134025",1802.36281151666
"2134095",1805.5925102347
"2134100",1806.5
"2134105",1807.61437390598
"2134050",1805.16364822591
"2134045",1803.93965283125
"2134115",1788.14454903599
"2134110",1791.81036077258
