gnd_id,distance_waterways
"8124120",0
"2121215",186.147074618959
"2121210",0
"2121200",0
"2121195",0
"2121190",0
"2121185",0
"2121180",0
"2121205",0
"2121220",0
"2121170",0
"2121175",0
"2121165",0
"2121140",0
"2121160",0
"2121145",0
"2121155",0
"2121125",626.392764102337
"2121150",0
"2121120",128.373909687666
"2121135",0
"2121040",1572.95035686449
"2121060",2099.81438796155
"2121070",2151.29563330507
"2121110",131.235458198417
"2121055",765.74434312877
"2121095",884.591078665605
"2121005",0
"2121050",2078.60484777878
"2121010",0
"2121045",516.161267146835
"2121080",0
"2121035",788.801839425254
"2121030",0
"2121015",0
"2121025",190.664244917742
"2121020",0
"2121235",87.5092314042829
"2121075",167.537640993028
"2121065",930.166367850161
"2121090",0
"2121085",195.222311457803
"2121230",0
"2121225",0
"2139335",3782.84058239289
"2139500",3693.52458455203
"2139520",2769.82752902938
"2139525",2465.07234925444
"2139475",1201.09927015202
"2139485",1861.92555764106
"2139465",693.943634050618
"2139460",868.906433208258
"2139380",84.2998892687421
"2139555",326.685139928193
"2139425",426.752235776173
"2139440",1602.66358270933
"2139390",671.813759574776
"2139265",410.106049742594
"2139275",828.011055189569
"2139295",153.257044534401
"2139290",445.919055414775
"2139285",784.265233116408
"2139120",1740.59780151149
"2139175",1237.65744810285
"2139110",2191.68885040646
"2139180",1530.13199839978
"2139260",1092.20496991865
"2139210",3620.48392508345
"2139195",1385.41632657514
"2139255",630.477965632323
"2139320",251.135628596249
"2139375",394.9873574774
"2139370",636.727549177735
"2139105",2066.57994236557
"2139240",3195.47489330913
"2139245",2405.38418876534
"2139235",3419.66803890756
"2139205",2692.41527594415
"2139200",2722.97299042196
"2139455",1114.52702414964
"2139470",1290.4802455192
"2139450",1343.20305889753
"2139585",1949.87587931702
"2139480",1918.60357869871
"2139145",165.185119579465
"2139420",322.088059447636
"2139410",385.362046522488
"2139215",4020.98899781642
"2139075",4443.73342627172
"2139080",3564.7626811826
"2139045",3982.47669920698
"2139085",2983.80992353722
"2139040",3758.69927530322
"2139035",3048.04736994781
"2139090",2238.44126530228
"2139010",2891.12648996164
"2139030",2880.8167698674
"2139005",2730.0299963812
"2139015",2051.33351662461
"2139025",2431.98461051139
"2139020",1920.38880310251
"2139115",1910.30745555327
"2139125",1359.84476217269
"2139135",386.370930221677
"2139165",1193.02394698104
"2139160",779.831385108219
"2139130",705.722271155324
"2139140",501.475595862487
"2139150",169.249522377048
"2139100",2119.47981246822
"2139270",1032.29206464612
"2139170",1447.10945456249
"2139360",1117.6859562515
"2139365",1032.9859602847
"2139330",1925.35772497205
"2139325",875.823216367753
"2139315",0
"2139385",53.2634790537238
"2139310",428.011651277396
"2139305",863.963577971523
"2139400",1345.17077086546
"2139280",1028.41723220086
"2139300",1015.37084680872
"2139515",3717.9765980205
"2139615",2691.28697616003
"2139600",1837.90051387306
"2139605",1756.02551700635
"2139595",1825.4182293069
"2139530",1746.72760209212
"2139590",1431.60577674979
"2139535",1970.86355637352
"2139575",965.537594173952
"2139570",591.721018702881
"2139550",517.87724386085
"2139435",1276.07191820198
"2139565",299.144182958148
"2139560",368.24349625225
"2139545",1394.26481591391
"2139355",2110.52272204796
"2139345",2928.65589066981
"2139395",1472.6138681361
"2139405",930.979906116109
"2139350",2736.90560828777
"2139095",2766.59039932967
"2139190",1342.79599381251
"2139185",1643.47035656807
"2139495",2733.89957947972
"2139490",2640.22740467894
"2139415",129.246168117537
"2139540",1988.34496043046
"2139445",778.140594337421
"2134150",6877.07613074836
"2134130",8388.86390914036
