gnd_id,urban_rural_ciesin
"2112100",1
"2112065",1
"2112025",0.959169571548016
"2112060",1
"2112175",1
"2112170",1
"2112225",1
"2112255",1
"2112260",1
"2112200",1
"2112195",1
"2115060",0
"2115030",0
"2115035",0
"2115015",0
"2115070",0
"2115040",0
"2133025",0
"2133010",0
"2133005",0
"2133020",0
"2133015",0
"2133030",0
"2133035",0.0500699509865098
"2133040",0.131788444171916
"2133060",0.980460055578562
"2133175",1
"2133065",1
"2133070",1
"2133160",0.250795336327211
"2133340",1
"2133390",1
"2133265",1
"2133210",0.47129976322406
"2133205",0.20223478565513
"2133240",0
"2133100",0
"2133110",0
"2133225",0.39728096343662
"2133335",0.752091409785717
"2133220",0
"2133215",0
"2133260",0.848568326224059
"2133330",1
"2133325",1
"2133315",1
"2133385",1
"2133380",1
"2133375",1
"2133145",0
"2133140",0
"2133080",0.127700013831934
"2133200",0.817860724980159
"2133270",1
"2133195",0.999989780128034
"2133275",1
"2133360",1
"2133355",1
"2133305",1
"2133410",1
"2133365",1
"2133170",1
"2133165",0.934459395399036
"2133185",1
"2133320",1
"2133310",1
"2133350",1
"2133395",1
"2133085",0.00220563924024155
"2133055",0.327040701845228
"2133050",0
"2133045",0.427171001524353
"2133155",0.147113663049776
"2133075",0.92579180642316
"2133180",1
"2133190",1
"2133120",0
"2133245",0
"2133295",1
"2133280",1
"2133370",1
"2136190",0
"2136160",0
"2136195",0
"2136145",0
"2136215",0
"2136320",0
"2136345",0
"2136450",1
"2136455",1
"2136380",1
"2136385",1
"2136280",0.571140342688341
"2136405",1
"2136400",1
"2136010",0
"2136210",0
"2136140",0
"2136100",0.193066983794613
"2136105",0.0684986502942435
"2136250",0.210975061332822
"2136070",0.17165053990857
"2136065",0
"2136225",0
"2136120",0
"2136080",0.761865897547603
"2136445",1
"2136355",0
"2136360",0.671176447557688
"2136015",0
"2136165",0
"2136390",0.999388043492365
"2136395",1
"2136410",1
"2142075",0.941242983345224
"2142080",1
"2142095",1
"2142065",0.505944687941356
"2142115",0.372881846282283
"2142020",1
"2142040",0
"2142130",0
"2142145",0
"2142140",0
"2142055",0
"2142120",0
"2142155",0
"2142125",0
"2142135",0
"2142025",0.933519253388381
"2142030",0.574129280437883
"2142070",0.767336305576647
"2142060",0
"2142035",0.0395830345746353
"2142110",0.259953104191063
"2142105",0.785329826317535
"2142100",1
"2142085",1
"2142090",1
"2142005",0.969324443046439
"2142010",0.347057637642003
"2142045",0
"2142015",0.0810198344659367
"2142150",0
"2142050",0
"2142165",0
"2145360",0
"2145340",0
"2145355",0
"2145290",0
"2145345",0
"2145320",0
"2145310",0
"2145305",0
"2145285",0
"2145325",0
"2145265",0
"2145005",1
"2145015",1
"2145125",0.927190061742546
"2145010",1
"2145120",0.258388993095812
"2145145",0
"2145150",0
"2145170",0
"2145020",0.988893880650564
"2145025",0.886156445282505
"2145030",0.39399702566004
"2145035",0.154018109104013
"2145040",0.935779623458271
"2145090",0.288495129822234
"2145045",0.909883905057006
"2145255",0
"2145185",0
"2145270",0
"2145280",0
"2145175",0
"2145095",0
"2145180",0
"2145190",0
"2145055",0.11515574050789
"2145060",0
"2145085",0
"2145245",0
"2145200",0
"2145250",0
"2145235",0
"2145230",0
"2145115",0.415166561408693
"2145240",0
"2145275",0
"2145195",0
"2145100",0
"2145335",0
"2145315",0
"2145075",0
"2145160",0
"2145080",0
"2145105",0
"2145110",0.0586597312641451
"2145070",0
"2145205",0
"2145300",0
"2145330",0
"2145215",0
"2145225",0
"2145295",0
"2145210",0
"2145365",0
"2145350",0
"2127200",0.849464283828825
"2127335",0.220974402565265
"2127010",0
"2127045",1
"2127395",0.479169290944938
"2127070",0
"2127075",0
"2127015",0.0475195168794439
"2127050",1
"2127055",1
"2127060",0.554888126152352
"2127105",1
"2127110",1
"2127130",1
"2127155",1
"2127160",1
"2127165",1
"2127170",1
"2127140",1
"2127205",1
"2127135",1
"2127310",1
"2127180",1
"2127195",0.774200955226012
"2127190",0.891488580284143
"2127175",1
"2127150",1
"2127330",0.606399269355912
"2127210",1
"2127340",0
"2127275",1
"2127265",0.519120005584365
"2127270",1
"2127245",1
"2127365",1
"2127295",1
"2127380",1
"2127290",1
"2127375",1
"2127360",0.529455867056442
"2127370",0.697929057471299
"2127400",0.541364522676792
"2127385",0.872086061585221
"2127285",1
"2127280",1
"2127250",1
"2127255",1
"2127080",0.0375710254303783
"2127085",0.510855132385447
"2127260",0.959933606574432
"2127090",0.298617870844561
"2127225",1
"2127300",1
"2127115",1
"2127125",1
"2127215",1
"2127305",1
"2127325",0.736940278038866
"2127350",0.0284796853775701
"2127355",0.00361451193872887
"2127320",0.82589150050198
"2127315",0.638589120435707
"2130155",1
"2130150",1
"2130260",1
"2130295",0.625439850791198
"2130265",0.994848478692265
"2130290",0.141371693118402
"2130270",0.218331474470769
"2130275",0
"2130280",0
"2130060",1
"2130245",0.987372138093455
"2130230",1
"2130320",1
"2130315",1
"5242140",0
"5242030",0
"5242015",0.771904459551549
"5242020",0
"5245025",0
"5245040",0
"5245045",0.0911148746261544
"5245035",0.102774536845209
"5245050",0.4257134237886
"5245060",0.993003006467247
"5245055",0.908991237955363
"5245070",0.915834598517388
"5245065",0.161553889497348
"5245075",0.0371367682740092
"5215005",0
"5215090",0
"5230055",1
"5230060",1
"5230065",1
"5230080",1
"5230090",1
"5230105",1
"5230005",1
"5227025",0.911777872890757
"5227020",1
"5227015",1
"5227030",0.963964381153486
"5227035",1
"5227040",1
"5227055",0.958741882258061
"5227050",1
"5227045",1
"5216075",0.88848284639276
"5216060",0.8803280958648
"5216005",0.312685653984044
"5216050",0.610995190690744
"5216055",0.965639857066399
"5216070",0.369507007912947
"5216080",0.0299774879504281
"5216045",0.553662200571079
"5216065",0.887853319204573
"5203065",0
"5203060",0
"5203055",0
"5203040",0
"5203035",0
"5203030",2.23342822122526e-06
"7142055",0
"7142050",0
"7142045",0
"7142030",0
"7142020",0
"7136095",0
"7136015",0.719396315161713
"7136010",0.999876621710501
"7136005",0.394654005751883
"7136025",0
"7136035",0.686934416679586
"7136050",0.000244013888031189
"7136070",0
"7136085",0
"1109085",0
"1109095",0
"1109080",0
"1109045",0
"1109025",0
"1109040",0
"1109035",0
"1109030",0
"1109010",0
"1109100",0
"1109105",0
"1109150",0
"1109145",0
"1109190",0
"1109225",0
"1109130",0
"1109065",0
"1206265",0
"1206210",0
"1206250",0
"1206230",0
"1206225",0
"1206205",0
"1206290",0
"1206295",0
"1206050",0
"1206090",0
"1218035",0
"1221090",0
"1203185",0
"1203180",0
"1203105",0
"1203075",0
"1203060",0
"1203025",0
"2130110",1
"2130090",1
"2130095",1
"2130220",1
"2130145",1
"2130115",1
"2130085",1
"2130080",1
"2130075",1
"2130070",1
"2130025",1
"2130015",1
"2130040",1
"2130035",1
"2130030",1
"2130045",1
"2130055",1
"2130065",1
"2130120",1
"2130125",1
"2130130",1
"2130135",1
"2130225",1
"2115025",0
"2118015",0
"2118020",0
"2118005",0
"2154035",0.832410121167291
"2154030",1
"2133285",1
"2133290",1
"2112250",1
"2133405",1
"2133420",1
"2130020",1
"2133300",1
"2134145",0
"2124245",0
"2112160",1
"2112130",1
"2112235",1
"2112230",1
"2118180",0
"2136060",0
"2136085",1
"2136095",0.947156695846375
"2136435",1
"2136440",1
"2136430",1
"2136420",1
"2130190",1
"2130185",1
"2136425",1
"2136305",0.366221960167666
"2136220",0.151016290666176
"2136295",1
"2136375",1
"2136475",0.409211545856026
"2136205",0
"2136200",0
"2136325",0
"2106220",1
"2112135",1
"2109170",1
"2106285",1
"2109105",1
"2106050",0
"2106210",0.918356475368431
"2109045",0.148945164293818
"2109050",0.933352606694954
"2109100",1
"2139620",0
"2151030",0
"2139610",0
"2151025",0.0129590797571109
"2103185",0
"2139430",1
"2130105",1
"2106215",1
"2154025",0.891553923731636
"2127390",0.138141796417075
"2106015",0
"2106010",0
"2106005",0
"2106025",0
"2106075",0
"2106030",0
"2106080",0
"2106100",0
"2106105",0
"2106110",0
"2106115",0
"2106120",0
"2103095",0
"2103025",0
"2103020",0
"2103015",0
"2103160",0
"2134005",0
"2134020",0
"2134055",0
"2134060",0
"2134065",0
"2134070",0
"2134205",0
"2134200",0
"2134075",0
"2134210",0
"2134235",0
"2134220",0
"2136005",0
"2136170",0
"2136175",0
"2136180",0
"2136335",0
"2136330",0
"2157040",0
"2157100",0
"2157145",0
"2121240",0
"2103220",0
"2103110",0
"2103230",0
"2103035",0
"2103030",0
"2109135",0.871900919686051
"2139155",1
"2139580",1
"2139250",0
"2115050",0
"2148090",0
"2148115",0
"5251045",0
"5251060",0
"5251010",0
"5245090",0
"5245105",0
"5245100",0
"5245030",0
"5245005",0.00573451251146141
"5245010",0
"5245015",0
"5245020",0
"5245085",0
"5245080",0.0329120738090545
"5245095",0
"5242130",0
"5239040",0.220101987911116
"5236005",0
"5236010",0
"5236015",0.264858465931584
"5236115",1
"5236110",1
"5236105",1
"5236100",1
"5236125",1
"5236090",1
"5236095",1
"5236025",1
"5236045",1
"5236040",1
"5236030",1
"5236035",1
"5236135",0.999286745023991
"5236050",0.989502414911051
"5236080",1
"5236085",1
"5236140",1
"5236075",0.996075666086098
"5236055",0.989383688833757
"5236070",0.999816559288407
"5236060",1
"5236065",0.976955101829181
"5236020",1
"5233085",1
"5233140",1
"5233125",1
"5233135",1
"5233130",1
"5233070",0.496976929263448
"5233015",0.997482687086697
"5233075",1
"5233100",1
"5233095",0.991345709206457
"5233090",0.986867247620148
"5233150",0.581315413326635
"5233010",0.511548045885176
"5233105",1
"5233110",1
"5233120",1
"5233115",0.980263893064834
"5233145",0.987879282775668
"5230085",0.852664184570859
"5225080",0.99879126410723
"5221115",0.998422271890039
"5218250",0.433292536556563
"5218180",0.81325420936229
"5218185",1
"5218215",0.161836114828697
"5212270",0.0657268983865699
"5212255",0
"5206095",0
"5203045",0
"5221015",0.990683923524061
"5221005",0.958261139972385
"5236130",1
"5251040",0
"5251055",0
