gnd_id,protected_areas
"1131045",0
"1131005",0
"1131010",0
"1136055",0.242842716363147
"1136060",0.521759609475909
"1131035",0.234287449140168
"1131065",0.273853349564126
"1136030",0.304869096587183
"1136025",0.256596000256182
"2118030",0.832272380531686
"2118210",0
"2133150",0
"2133415",0
"2133345",0
"2133400",0
"2133255",0
"2133230",0
"2133250",0
"2133235",7.12549194321402e-06
"2133115",0
"2133105",0
"2133125",0.0150579568133988
"2133090",0
"2133095",0
"2133135",0
"2133130",0
"2136155",0
"2136020",0
"2136025",0
"2136045",0
"2136365",0
"2136300",0
"2136135",0
"2136130",0
"2136125",0
"2136055",0
"2136275",0
"2136075",0
"2136415",0
"2136090",0
"2136260",0
"2136185",0
"2145155",0
"2145165",0
"2145260",0
"2145065",0.518480782334703
"2145130",0
"2145135",0
"2145140",0
"2145050",0
"2127005",0
"2127025",0
"2127020",0
"2127030",0
"2127035",0
"2127040",0
"2127100",0
"2130140",0
"2130250",0
"2130285",0
"2157095",0
"2157105",0.00158000911241719
"2157140",0.237381887485767
"2157125",0.00467903482831261
"2157120",0
"2157080",0
"2157075",0
"2157010",0
"2151245",0
"2151225",0
"2151220",0
"5239075",0
"5239070",0
"5239080",0
"5239050",0
"5239055",0
"5239035",0
"5239030",0
"5239025",0
"5239060",0
"5239005",0
"5239020",0
"5239015",0
"5239065",0
"5242010",0
"2112030",0
"2112055",0
"2112085",0
"2112190",0
"2112205",0
"2112110",0
"2112105",0
"2112015",0
"2112215",0
"2112210",0
"2112095",0
"2112090",0
"2112185",0
"2112040",0
"2112220",0
"2112180",0
"2112125",0
"2112045",0
"2112155",0
"2112165",0
"2112240",0
"2112150",0
"2112020",0
"2112070",0
"2112080",0
"2112100",0
"2112065",0
"2112025",0
"2112060",0
"2112175",0
"2112170",0
"2112225",0
"2112255",0
"2112260",0
"2112200",0
"2112195",0
"2115060",0.514699680060636
"2115030",0.178400333651263
"2115035",0
"2115015",0.354999235804851
"2115070",0.007165459697182
"2115040",0
"2133025",0
"2133010",0
"2133005",0
"2133020",0
"2133015",0
"2133030",0
"2133035",0
"2133040",0
"2133060",0
"2133175",0
"2133065",0
"2133070",0
"2133160",0
"2133340",0
"2133390",0
"2133265",0
"2133210",0
"2133205",0
"2133240",0
"2133100",0
"2133110",0
"2133225",0
"2133335",0
"2133220",0
"2133215",0
"2133260",0
"2133330",0
"2133325",0
"2133315",0
"2133385",0
"2133380",0
"2133375",0
"2133145",0
"2133140",0
"2133080",0
"2133200",0
"2133270",0
"2133195",0
"2133275",0
"2133360",0
"2133355",0
"2133305",0
"2133410",0
"2133365",0
"2133170",0
"2133165",0
"2133185",0
"2133320",0
"2133310",0
"2133350",0
"2133395",0
"2133085",0
"2133055",0
"2133050",0
"2133045",0
"2133155",0
"2133075",0
"2133180",0
"2133190",0
"2133120",0.0299224763262439
"2133245",0
"2133295",0
"2133280",0
"2133370",0
"2136190",0
"2136160",0
"2136195",0
"2136145",0
"2136215",0
"2136320",0
"2136345",0
"2136450",0
"2136455",0
"2136380",0
"2136385",0
"2136280",0
"2136405",0
"2136400",0
"2136010",0
"2136210",0
"2136140",0
"2136100",0
"2136105",0
"2136250",0
"2136070",0
"2136065",0
"2136225",0
"2136120",0
"2136080",0
"2136445",0
"2136355",0
"2136360",0
"2136015",0
"2136165",0
"2136390",0
"2136395",0
"2136410",0
"2142075",0
"2142080",0
"2142095",0
"2142065",0
"2142115",0
"2142020",0
"2142040",0
"2142130",0
"2142145",0
"2142140",0
"2142055",0
"2142120",0
"2142155",0
"2142125",0
"2142135",0
"2142025",0
"2142030",0
"2142070",0
"2142060",0
"2142035",0
"2142110",0
"2142105",0
"2142100",0
"2142085",0
"2142090",0
"2142005",0
"2142010",0
"2142045",0
"2142015",0
"2142150",0
"2142050",0
"2142165",0
"2145360",0
"2145340",0
"2145355",0
"2145290",0
"2145345",0
"2145320",0
"2145310",0
"2145305",0
"2145285",0
"2145325",0
"2145265",0
"2145005",0
"2145015",0
"2145125",0
"2145010",0
"2145120",0
"2145145",0
"2145150",0
"2145170",0
"2145020",0
"2145025",0
"2145030",0
"2145035",0
"2145040",0
"2145090",0
"2145045",0
"2145255",0
"2145185",0
"2145270",0
"2145280",0
"2145175",0
"2145095",0
"2145180",0
"2145190",0
"2145055",0
"2145060",0
"2145085",0
"2145245",0
"2145200",0
"2145250",0.0650856788377884
"2145235",0
"2145230",0
"2145115",0
"2145240",0.00607064628965982
"2145275",0
"2145195",0
"2145100",0
"2145335",0.172818644992789
"2145315",0
"2145075",0
"2145160",0
"2145080",0
"2145105",0
"2145110",0
"2145070",0.401678717878337
"2145205",0.212856054752689
"2145300",0
"2145330",0
"2145215",0.277830622079942
"2145225",0.0228197196726305
"2145295",0.106098431778323
"2145210",0.576390040526311
"2145365",0
"2145350",0
"2127200",0
"2127335",0.34897708159757
"2127010",0
"2127045",0
"2127395",0.212177524486882
"2127070",0
"2127075",0
"2127015",0
"2127050",0
"2127055",0
"2127060",0
"2127105",0
"2127110",0
"2127130",0
"2127155",0
"2127160",0
"2127165",0
"2127170",0.140038792082648
"2127140",0
"2127205",0
"2127135",0
"2127310",0
"2127180",0.264377187435603
"2127195",0.34120260744906
"2127190",0
"2127175",0.0487194679369846
"2127150",0
