gnd_id,global_human_settlement
"8124120",0.0729491531343783
"2121215",0
"2121210",0.0330418597820193
"2121200",0.0350617302788628
"2121195",0
"2121190",0.0337904759106182
"2121185",0.068414459745568
"2121180",0.101400000708444
"2121205",0
"2121220",0
"2121170",0.357160551447264
"2121175",0.590674289067586
"2121165",0
"2121140",1.27905181409032
"2121160",0.130379128132177
"2121145",0.727941807833585
"2121155",0.0536150909819693
"2121125",0
"2121150",0.769745479930531
"2121120",0.0774981823834506
"2121135",0.176700000464916
"2121040",0
"2121060",0
"2121070",0.234917654710657
"2121110",0.0468571420226778
"2121055",0.00910769211940276
"2121095",0
"2121005",0
"2121050",0
"2121010",0
"2121045",0.0178716977437337
"2121080",0.127323077275203
"2121035",0
"2121030",0.0262814804359719
"2121015",0
"2121025",0.108114284560794
"2121020",0
"2121235",0.00272832371595967
"2121075",0.148105049374128
"2121065",0.0567680025100708
"2121090",0.0329302327577458
"2121085",0
"2121230",0.250415685130101
"2121225",0.124407016394431
"2139335",0
"2139500",3.11392002105713
"2139520",0.989028538976397
"2139525",1.75170910493894
"2139475",0.0288000017404556
"2139485",8.73279981953757
"2139465",0.535200014710426
"2139460",23.1606361856366
"2139380",17.0406402587891
"2139555",0.655466655890147
"2139425",13.4799997806549
"2139440",21.3757334550222
"2139390",9.9604571887425
"2139265",2.88746666908264
"2139275",1.0585599899292
"2139295",10.0537600040436
"2139290",1.06400001049042
"2139285",0
"2139120",0.657599985599518
"2139175",1.04777143682752
"2139110",6.48519992828369
"2139180",0.472888906796773
"2139260",0.709600031375885
"2139210",0.297200004259745
"2139195",0.929955528842078
"2139255",1.28669090704484
"2139320",1.21831109788683
"2139375",6.10039999336004
"2139370",0
"2139105",6.17983984947205
"2139240",0.298694731373536
"2139245",0
"2139235",0.545846159641559
"2139205",0
"2139200",0.44080001115799
"2139455",12.263679766655
"2139470",18.0246397018433
"2139450",8.18599966168404
"2139585",0
"2139480",0
"2139145",8.84752937450128
"2139420",17.8483999073505
"2139410",9.48839962482452
"2139215",0.774000011384487
"2139075",0.269381826574152
"2139080",0.0339555541674296
"2139045",0.793745452707464
"2139085",0.56768000125885
"2139040",0.633999973535538
"2139035",6.16698176210577
"2139090",0.902981833978133
"2139010",3.47654703838183
"2139030",1.28106662962172
"2139005",1.58439995348454
"2139015",3.19520004093647
"2139025",1.81851433004652
"2139020",1.18266668915749
"2139115",4.74226674173648
"2139125",3.67360004782677
"2139135",0.926933368047078
"2139165",4.13199996948242
"2139160",0.437760007381439
"2139130",2.98453338940938
"2139140",1.01325712885175
"2139150",1.48680001497269
"2139100",0.903466681639353
"2139270",0.567680025100708
"2139170",1.75919996414866
"2139360",0
"2139365",1.8901332616806
"2139330",0
"2139325",0.109169226426345
"2139315",4.93831125895182
"2139385",16.2576002875964
"2139310",16.2712001726031
"2139305",0.714200024493039
"2139400",8.51725720720632
"2139280",0.284159994125366
"2139300",0.827599962552389
"2139515",4.55119999249776
"2139615",5.24914285114833
"2139600",0
"2139605",0
"2139595",0.0477333317200343
"2139530",0.469090916893699
"2139590",1.80068574632917
"2139535",0.202742849077497
"2139575",1.97826673587163
"2139570",9.28982872622354
"2139550",4.53048898196883
"2139435",24.7020001411438
"2139565",1.95631999969482
"2139560",3.82053327560425
"2139545",4.04255995750427
"2139355",0
"2139345",0.608228581292289
"2139395",1.56319998204708
"2139405",0.333600014448166
"2139350",0
"2139095",1.13568000793457
"2139190",1.38639998435974
"2139185",0.405485698154994
"2139495",16.7299998104572
"2139490",13.8640003204346
"2139415",10.5870223951836
"2139540",0.886799952946603
"2139445",13.482844490144
"2134150",0
"2134130",0
"2134195",0.258036375045776
"2134080",0
"2134090",0
"2134190",0.765919995307922
"2134185",4.50359988212585
"2134215",0.568000002340837
"2134225",0
"2134175",1.79989336331685
"2134230",0
"2134240",0
"2134085",0
"2134170",0.315733333428701
"2134245",0
"2134165",0
"2134255",0
"2134270",0.211692296541654
"2134160",0
"2134125",0.0204952387582688
"2134120",0.0645090937614441
"2134040",0
"2134030",0
"2134015",0
"2134025",0
"2134095",0.12042666276296
"2134100",0.495840007066727
"2134105",5.65520003437996
"2134050",0.118000000715256
"2134045",0.443399995565414
"2134115",0
"2134110",0.236533323923747
"2134010",0.0885000005364418
"2134285",0.0203294122920317
"2134275",0
"2134280",0
"2134155",0.175854544747959
"2134180",0
"2134260",0
"2134250",0
"2134035",0.121737146377563
"2121100",0.193527270447124
"2106335",0
"2106300",0.177599996328354
"2106235",5.73639988899231
"2106200",0.933028544698443
"2106055",0.405257152659552
"2106240",0.799199958642324
"2106165",1.1146285704204
"2106195",0.215015383867117
"2106190",1.51200005743239
"2106175",2.61895385155311
"2106170",0.706899985671043
"2106140",0.304228578295027
"2106295",0
"2106090",4.65780001878738
"2106070",13.9289603531361
"2106160",0.11174399971962
"2106095",0.398254524577748
"2106135",0
"2106130",0.608457139560154
"2106185",1.05236361243508
"2106085",11.6623999277751
"2106155",0
"2106205",5.84538180177862
"2106290",1.95428570679256
"2106150",0
"2106245",0.327138460599459
"2106250",0.821799963712692
"2106145",0
"2106270",0
"2106265",0
"2106305",1.59520001411438
"2106330",0
"2106310",20.4696000814438
"2106320",17.6290668845177
"2106325",5.60829079151154
"2106315",9.16095972061157
"2106275",0
"2106280",0
"2106230",0.573169245169713
"2106225",0.765400011092424
"2106125",0.169720004312694
"2106255",0
"2106260",0.258327267386697
"2106180",1.28514289855957
"2106065",1.90434288978577
"2106035",0.12887273051522
"2106060",0
"2106045",1.55645716190338
"2106020",0.218215392186091
"2106040",0.111680006980896
"2103285",3.09226671854655
"2103290",1.05983998775482
"2103240",0
"2103325",0.123400002717972
"2103330",0
"2103335",0
"2103130",1.99039999643962
"2103120",13.7462669057929
"2103200",0.430523092930134
"2103190",0
"2103195",0.354800000786781
"2103050",0
"2103045",3.6455000176793
"2103090",0.167152937720804
"2103235",0
"2103105",0.823127269744873
"2103055",0
"2103255",1.18186668554942
"2103260",0
"2103305",0
"2103150",0.591066658496857
"2103155",0
"2103145",0
"2103165",0
"2103040",0.472000002861023
"2103075",0.236266672611237
"2103135",2.10981330871582
"2103205",0
"2103140",0.414000004529953
"2103170",0
"2103180",0
"2103175",0
"2103245",0
"2103300",0
"2103225",0
"2103250",0
"2109030",0
"2109160",15.6233998537064
"2109140",0.0915199995040894
"2109110",37.9567998886108
"2109005",0.993120008707047
"2109015",0
"2109035",2.46550590851728
"2109060",0.863733331362406
"2154150",0.429184494756682
"2154135",3.56399999694391
"2154105",0.0394222239653269
"2154095",0.184556515320488
"2154110",3.95295002497733
"2154100",0
"2154050",0.0218092294839712
"2154055",1.63958625957884
"2154060",0
"2154010",0
"2154115",1.26769454574043
"2154125",8.90613317489624
"2154140",0.279490907986959
"2154145",0.318234480660537
"2154020",0.0645818168466741
"2154045",0
"2154120",0
"2154130",0.827127275141803
"2154040",3.89600009388394
"2118050",0
"2118145",0.0979348778031593
"2118120",0.155930859807097
"2118115",0.0228000006505421
"2118110",0.0767999984122611
"2118170",0.0320372096327848
"2118140",5.6486223075125
"2118290",0
"2118225",0
"2118175",0.299699997529387
"2118280",0
"2118150",0.66619533993477
"2118305",0.0280632294740054
"2118310",0.00727794842842298
"2118010",0
"2118045",0
"2118040",0
"2118165",1.08138667742411
"2118160",0
"2118200",0
"2118155",0.193377772967021
"2118235",0
"2118285",0
"2118300",0.337904771169027
"2118190",0
"2118195",0.105929413262536
"2118265",0
"2118315",0
"2118260",0
"2118035",0
"2118065",0
"2118060",0.0566400003433228
"2118055",0
"2118135",0.353209757223362
"2118090",0.0734896564791942
"2118085",0
"2118105",0.157866663402981
"2118070",0.140559996664524
"2118075",0.000866666669026017
"2118095",0.0280489799927692
"2118230",0.0979310315230797
"2118025",0.0262888879687698
"2151005",22.7530663808187
"2151235",0.519384604233962
"2151105",3.27108571997711
"2151190",1.75728694770647
"2151140",1.04119070740633
"2151145",0.168990472952525
"2151195",1.95919999306683
"2151150",0
"2151185",0.0489379290876717
"2151205",1.26428571024111
"2151160",0.0325333336989085
"2151155",0.681527267802845
"2151175",0.484378951160531
"2151170",0.170304002761841
"2151200",0.345629897073051
"2151240",0.0891000039118808
"2151215",5.02373337580098
"2151180",1.45671111336093
"2151165",0.938133340255887
"2151115",39.050057547433
"2151010",0.567759999632835
"2151085",5.98026661078135
"2151060",57.2256011962891
"2151100",68.7274684906006
"2151095",46.2384004592896
"2151090",46.617865562439
"2151065",37.0112001101176
"2151050",24.6256005764008
"2151055",17.4281335541358
"2151015",2.10312258812689
"2151040",2.33813338809543
"2151020",0.166964713264914
"2151045",0.396457135677338
"2151125",10.1062402248383
"2151135",11.0528001313408
"2151120",44.2506669362386
"2151070",0.0355199992656708
"2148140",0.0394222206539578
"2148135",0.0489379331983369
"2148080",0
"2148085",2.3574399292469
"2148060",5.91239988803864
"2148065",3.84095997810364
"2148070",11.1306287241834
"2148075",0.489296535929215
"2148035",1.07968001514673
"2148055",0.37020000256598
"2148050",3.16927999854088
"2148130",1.00319999953111
"2148120",0.730239991346995
"2148110",0.065107694038978
"2148045",0.529687270251187
"2148040",0.114314290029662
"2148015",0.179999999205271
"2148010",3.41636366193945
"2148095",0
"2148100",0
"2148105",0
"2148005",0.257992718978362
"2148025",9.58709997683764
"2136265",0.735200002789497
"2136255",0.851520013809204
"2136270",3.07069093530828
"2136110",3.9104001224041
"2136245",2.8987199306488
"2136050",1.42101820761507
"2136115",0
"2136285",5.8449332912763
"2136240",0.28400000333786
"2136290",3.80239997059107
"2136230",1.79901545781356
"2136235",3.42618178102103
"2136315",0.0243428562368665
"2136310",1.12613328297933
"2136030",0.206133335828781
"2136150",0.336639982461929
"2130305",9.46857139042446
"2130310",0.407233802365585
"2130300",3.91663588010348
"2130200",8.17009980231524
"2130205",23.8871580550545
"2130210",78.3637351989746
"2130165",55.1433150427682
"2130170",54.0204444461399
"2130160",39.8063998222351
"2130100",21.6010671257973
