gnd_id,urban_rural_fb
"8124120",0.0392004153686397
"2121215",0.0500238208670796
"2121210",0.0646133244057583
"2121200",0.0384253155019778
"2121195",0.0333245173234594
"2121190",0.0153147538064286
"2121185",0.0145087235996327
"2121180",0.022307904158634
"2121205",0.0273702649441647
"2121220",0.0733879586747417
"2121170",0.039769214918607
"2121175",0.0201312910284464
"2121165",0.0305882352941176
"2121140",0.0611190817790531
"2121160",0.0157135497166409
"2121145",0.03224909646928
"2121155",0.0213637693883524
"2121125",0.0711711711711712
"2121150",0.0793862575050033
"2121120",0.0161514898357004
"2121135",0.0285067019067397
"2121040",0.0429489347311464
"2121060",0.0356176735798016
"2121070",0.0726569217540843
"2121110",0.0285560344827586
"2121055",0.0168083277623914
"2121095",0.00949023861171367
"2121005",0.00544412607449857
"2121050",0.00376134889753567
"2121010",0.00581771170006464
"2121045",0.00713184271395528
"2121080",0.0360148757095322
"2121035",0.0480349344978166
"2121030",0.0351437699680511
"2121015",0.046367468385817
"2121025",0.0459736022541895
"2121020",0.03040372154843
"2121235",0.00735162273623812
"2121075",0.0249278005775954
"2121065",0.032781862745098
"2121090",0.054519368723099
"2121085",0.026578073089701
"2121230",0.0632911392405063
"2121225",0.1024
"2139335",0.0998789346246973
"2139500",0.293478260869565
"2139520",0.297244094488189
"2139525",0.254208754208754
"2139475",0.216463414634146
"2139485",0.369047619047619
"2139465",0.262626262626263
"2139460",0.446280991735537
"2139380",0.355421686746988
"2139555",0.23972602739726
"2139425",0.448132780082988
"2139440",0.437062937062937
"2139390",0.329292929292929
"2139265",0.270566727605119
"2139275",0.458646616541353
"2139295",0.531328320802005
"2139290",0.29368029739777
"2139285",0.255892255892256
"2139120",0.235294117647059
"2139175",0.276442307692308
"2139110",0.336283185840708
"2139180",0.269902912621359
"2139260",0.234657039711191
"2139210",0.172073342736248
"2139195",0.262118491921005
"2139255",0.198795180722892
"2139320",0.190828402366864
"2139375",0.345864661654135
"2139370",0.124087591240876
"2139105",0.398148148148148
"2139240",0.182509505703422
"2139245",0.12396694214876
"2139235",0.201975850713502
"2139205",0.200873362445415
"2139200",0.112244897959184
"2139455",0.410526315789474
"2139470",0.401146131805158
"2139450",0.416370106761566
"2139585",0.226993865030675
"2139480",0.210084033613445
"2139145",0.463414634146341
"2139420",0.43302752293578
"2139410",0.365079365079365
"2139215",0.264705882352941
