gnd_id,pregnancies
"8124120",65.4195098876953
"2121215",7.86618733406067
"2121210",6.02022695541382
"2121200",23.4949970245361
"2121195",14.5343585014343
"2121190",28.4891483783722
"2121185",36.7489037513733
"2121180",17.1758737564087
"2121205",43.7253134250641
"2121220",13.298476934433
"2121170",22.9209032058716
"2121175",23.1850047111511
"2121165",7.89150929450989
"2121140",18.9997839927673
"2121160",45.8445550203323
"2121145",5.00051379203796
"2121155",7.51482391357422
"2121125",3.3420280387137
"2121150",4.37541580200195
"2121120",9.58683848381042
"2121135",28.8755594491959
"2121040",12.0635526180267
"2121060",5.14104104042053
"2121070",6.08863830566406
"2121110",19.563880443573
"2121055",30.3385059833527
"2121095",12.2677927017212
"2121005",23.7862992286682
"2121050",24.2643978595734
"2121010",21.7320880889893
"2121045",40.7379078865051
"2121080",26.7241969108582
"2121035",5.86666822433472
"2121030",7.31526589393616
"2121015",8.95157241821289
"2121025",34.520272731781
"2121020",45.5732624530792
"2121235",27.7366993427277
"2121075",42.0059087276459
"2121065",24.4253153800964
"2121090",4.05304348468781
"2121085",8.77805113792419
"2121230",16.1999189853668
"2121225",16.6446731090546
"2139335",52.6794967651367
"2139500",12.858259668939
"2139520",16.6391645420376
"2139525",16.1147894798026
"2139475",9.19176584760259
"2139485",12.612033423539
"2139465",6.07018117914538
"2139460",3.67495670555505
"2139380",11.0164288169598
"2139555",2.90466597325856
"2139425",5.13523550678254
"2139440",8.69101494176512
"2139390",16.0900280429983
"2139265",14.8945980080464
"2139275",7.30294034860496
"2139295",9.83262910898112
"2139290",6.98461381038209
"2139285",8.15825252382033
"2139120",8.93522042189866
"2139175",9.93624444798012
"2139110",9.05012568320028
"2139180",12.4904142922478
"2139260",6.42153839745285
"2139210",20.9728399127878
"2139195",16.2166752811374
"2139255",17.3427455848362
"2139320",18.6893999839726
"2139375",7.64274695878619
"2139370",6.52999705108631
"2139105",9.08709251627753
"2139240",53.5579719543457
"2139245",25.2858066742279
"2139235",23.8642184703942
"2139205",16.651912952874
"2139200",12.2814562797596
"2139455",8.68295596659047
"2139470",10.0437666854357
"2139450",9.20037475619495
"2139585",9.22355398944517
"2139480",8.86568422827755
"2139145",20.5552637891472
"2139420",15.7384852659908
"2139410",7.08992301206787
"2139215",8.2728069357528
"2139075",17.8208997458751
"2139080",16.6727440952791
"2139045",18.3186063349426
"2139085",18.0954122128254
"2139040",9.59388918196085
"2139035",19.7243516168641
"2139090",18.4774972968362
"2139010",3.26942807193718
"2139030",15.9671328408476
"2139005",6.57619511055505
"2139015",7.5739045304897
"2139025",11.0773652966425
"2139020",9.35634113264172
"2139115",21.939039151525
"2139125",15.6241489234522
"2139135",10.8233445494864
"2139165",11.2701116677075
"2139160",9.23381176294783
"2139130",11.5171602041218
"2139140",8.69736576483311
"2139150",7.38537408088173
"2139100",8.62633432206911
"2139270",10.1073245956941
"2139170",23.2637493697714
"2139360",11.2200072384181
"2139365",12.0603585108231
"2139330",47.4086017608643
"2139325",20.6624296832727
"2139315",18.7771561533202
"2139385",12.3475668476919
"2139310",13.1577559253125
"2139305",19.7186846806283
"2139400",15.5211202032851
"2139280",10.4076791836312
