gnd_id,distance_roadways_motorway,distance_roadways_trunk,distance_roadways_primary,distance_roadways_secondary,distance_roadways_tertiary
"2136065",70138.4897263681,1776.76227839905,1776.76227839905,242.535755605493,242.535755605493
"2136225",68648.0702793263,1516.11521295453,1516.11521295453,1516.11521295453,1516.11521295453
"2136120",68659.299395815,2196.00445862457,2196.00445862457,2196.00445862457,2196.00445862457
"2136080",67828.0220685629,2344.34506530883,2344.34506530883,0,0
"2136445",65364.3613582543,0,0,0,0
"2136355",66129.3499403414,133.690626519009,133.690626519009,133.690626519009,133.690626519009
"2136360",66737.9697474358,59.7510643117198,59.7510643117198,59.7510643117198,59.7510643117198
"2136015",66369.0987260315,3724.31140258051,3724.31140258051,3724.31140258051,3724.31140258051
"2136165",65940.155055659,2954.4284788177,2954.4284788177,2954.4284788177,2954.4284788177
"2136390",65291.4004721505,0,0,0,0
"2136395",65194.3605087171,0,0,0,0
"2136410",63753.128158946,0,0,0,0
"2142075",54969.9875891968,365.429881491538,365.429881491538,0,0
"2142080",55954.8297636017,19.830882311592,19.830882311592,0,0
"2142095",55012.5002480509,926.357673552691,926.357673552691,499.503148154414,499.503148154414
"2142065",54077.966221282,1863.3525343424,1863.3525343424,511.929860268706,511.929860268706
"2142115",51530.0238741734,1738.01657728081,1738.01657728081,1738.01657728081,0
"2142020",57237.2457038653,452.743005579153,452.743005579153,0,0
"2142040",53779.6739535447,2582.84715182606,2582.84715182606,1134.24664052156,1134.24664052156
"2142130",49014.0001222601,3300.33834990694,3300.33834990694,3300.33834990694,741.714660253905
"2142145",46686.8261203355,4951.4543016359,4951.4543016359,2267.07292244796,2267.07292244796
"2142140",47399.6163183594,5021.01985776948,5021.01985776948,2029.12715977333,2029.12715977333
"2142055",52352.1998962705,3625.50557930627,3625.50557930627,2004.66099954314,1260.50757468512
"2142120",51206.185464331,3180.97952950551,3180.97952950551,2481.42386282767,0
"2142155",47670.9777999918,2619.71947411556,2619.71947411556,2619.71947411556,589.714363764169
"2142125",50844.106698126,3523.9813168999,3523.9813168999,2720.909364434,0
"2142135",49160.0340293601,4843.52703538028,4843.52703538028,2192.85405914057,1935.73087756363
"2142025",56256.9352532748,399.652735168404,399.652735168404,0,0
"2142030",55351.5795929396,419.324603543235,419.324603543235,0,0
"2142070",55075.2228532146,889.93366254862,889.93366254862,0,0
"2142060",52256.5446078592,2433.86743761046,2433.86743761046,694.794347606745,0
"2142035",54101.7567471265,1877.25141119622,1877.25141119622,449.6574609228,449.6574609228
"2142110",52862.416626285,1855.95393557298,1855.95393557298,1482.13710769098,62.4458733306841
"2142105",53556.2244487983,2057.06424564066,2057.06424564066,1466.81089494705,614.078425757307
"2142100",53600.136218206,990.518819993818,990.518819993818,776.873712084857,473.366236901277
"2142085",56371.4711916883,0,0,0,0
"2142090",55515.2145878714,279.599120396423,279.599120396423,0,0
"2142005",57402.0207962914,1056.6805606376,1056.6805606376,0,0
"2142010",56053.2121898761,1825.31497238285,1825.31497238285,656.338145848339,656.338145848339
"2142045",52668.5510860312,4526.04634332232,4526.04634332232,3079.28837266331,2527.35812659981
"2142015",54928.4653278347,1306.48290124331,1306.48290124331,137.755669879158,137.755669879158
"2142150",45223.8211609483,3200.53781018491,3200.53781018491,1861.10067525358,1861.10067525358
"2142050",50747.9816916288,5564.48961512758,5564.48961512758,2418.82103329359,2088.11461522875
"2142165",45051.1439369489,6209.21723202899,6209.21723202899,765.968345150383,765.968345150383
"2145360",46294.0012465915,9984.1686628515,9984.1686628515,410.718078357131,410.718078357131
"2145340",46467.3380523051,8427.93316468101,8427.93316468101,124.680566193882,124.46341089577
"2145355",47193.1879889772,9793.03677284016,9793.03677284016,1366.42311126868,983.841091190464
"2145290",48768.2337391392,6618.59062900205,6618.59062900205,2127.7230044438,174.510063479028
"2145345",47796.2224136267,9302.30023465387,9302.30023465387,1721.87838045771,917.003286943245
"2145320",48887.2127038552,8319.94897296014,8319.94897296014,3532.79484556626,2286.14794637866
"2145310",50127.5014697736,7473.91683194471,7473.91683194471,2804.6652915884,2375.21490289454
"2145305",49598.2186844502,8041.84441998873,8041.84441998873,3333.03706910462,2128.38360406711
"2145285",49743.1653045747,7216.07390101237,7216.07390101237,2558.15926332913,754.674843887367
"2145325",48363.2218505144,8738.84787214922,8738.84787214922,2565.17758448486,1205.82207383716
"2145265",50717.6303605122,6478.0372466309,6478.0372466309,1472.92578910545,1472.92578910545
"2145005",59417.2142086498,2484.84607087231,2484.84607087231,2392.12784659959,1082.56438964868
"2145015",58804.6949725218,2024.48360924338,2024.48360924338,734.882445138899,734.882445138899
"2145125",58377.6293943021,3277.46352677416,3277.46352677416,1695.51252155106,1695.51252155106
"2145010",59137.4964551496,3244.94991050377,3244.94991050377,1972.34125331987,1844.70973280881
"2145120",57884.1447198749,3246.85823177201,3246.85823177201,1616.06092460605,1616.06092460605
"2145145",56700.5518584737,4042.32060358543,4042.32060358543,2181.84542969836,2181.84542969836
"2145150",55538.7724795486,4102.43976794243,4102.43976794243,1944.16737031018,1944.16737031018
"2145170",54502.2205349756,5150.66098833196,5150.66098833196,40.3947702158818,40.3947702158818
"2145020",57922.6097398529,2356.21573206452,2356.21573206452,815.00745175702,815.00745175702
"2145025",57179.8108947905,2464.71874818058,2464.71874818058,496.52954865785,496.52954865785
"2145030",56385.6605231338,2756.72909844007,2756.72909844007,486.960021680467,486.960021680467
"2145035",56078.3044793633,2730.68102101709,2730.68102101709,241.424338053221,241.424338053221
"2145040",56820.423174068,1518.53584296567,1518.53584296567,0,0
"2145090",55493.2029431101,2988.21463272714,2988.21463272714,0,0
"2145045",56011.939489342,2242.6746796921,2242.6746796921,0,0
"2145255",53312.44151362,5530.01409232917,5530.01409232917,0,0
"2145185",53703.6941532179,5023.23528264749,5023.23528264749,131.744515995033,131.744515995033
"2145270",51387.5442949094,6097.77595136916,6097.77595136916,1408.36991760314,1264.09513960222
"2145280",50008.810786053,7218.4690068919,7218.4690068919,2514.82774375659,2049.13590610482
"2145175",54371.4319819488,4651.10662627033,4651.10662627033,0,0
"2145095",54583.0107295425,3944.5124654631,3944.5124654631,0,0
"2145180",53557.0882935084,5050.06083003127,5050.06083003127,0,0
"2145190",53852.6842882194,4435.37865084027,4435.37865084027,136.819884163992,136.819884163992
"2145055",55050.9991409979,2930.74728183331,2930.74728183331,363.153763441639,0
"2145060",54067.1533757381,2970.93959046808,2970.93959046808,503.983555216084,103.336939955877
"2145085",54297.6644868503,3436.20329401975,3436.20329401975,127.928201879463,0
"2145245",52321.9220440042,5605.56690851137,5605.56690851137,1062.04031971455,657.607727385205
"2145200",52793.9732737743,5019.75721998942,5019.75721998942,1017.2301995714,82.125845076667
"2145250",52332.8215867195,5348.24030368551,5348.24030368551,1156.15578570585,464.452146927955
"2145235",50467.4366224933,6290.93914820792,6290.93914820792,1668.38089767898,974.348251938095
"2145230",50415.246728432,6533.49044666031,6533.49044666031,1958.95890694954,903.775786307664
"2145115",57707.8002274507,3252.42837082543,3252.42837082543,1483.98749731618,1483.98749731618
"2145240",51262.5546206295,5844.13845819847,5844.13845819847,1147.06824093601,646.58276458723
"2145275",50729.0689185704,6591.26359329962,6591.26359329962,1928.37166805283,1508.34838543116
"2145195",52967.79060566,5124.20433290744,5124.20433290744,630.027863483414,355.437945764084
"2145100",55701.8862547601,3566.77102838292,3566.77102838292,395.313620998668,395.313620998668
"2145335",46646.1743988591,6957.51929449231,6957.51929449231,119.205564372689,0
"2145315",50181.1095988159,7042.74734687139,7042.74734687139,2354.28703133848,2121.51940076742
"2145075",53806.2120614125,4374.26810382259,4374.26810382259,1017.66848288849,0
"2145160",55582.9766732344,4255.61935871696,4255.61935871696,584.135756465974,584.135756465974
"2145080",53976.8224687853,4028.3021055864,4028.3021055864,1061.71460451642,0
"2145105",56043.4057930998,3589.71102006015,3589.71102006015,1039.74284768862,1039.74284768862
"2145110",56581.275021767,3241.43683376196,3241.43683376196,1225.30473451448,1225.30473451448
"2145070",53430.8841284064,4289.45918039349,4289.45918039349,0,0
"2145205",52732.050228391,4875.1184064089,4875.1184064089,183.289413901357,81.9467141100688
"2145300",48730.209475885,7898.74565957046,7898.74565957046,2333.54027321808,585.159656343427
"2145330",48304.4991358614,8799.6411848044,8799.6411848044,2119.71747865979,608.320970892441
"2145215",49814.4155203132,4499.77747065166,4499.77747065166,0,0
"2145225",49431.6625941149,6595.374790568,6595.374790568,2248.33629161286,0
"2145295",48372.3635130372,6846.10153416492,6846.10153416492,1729.24137221348,0
"2145210",52130.9541268446,4614.39135020428,4614.39135020428,8.02828318428321,0
"2145365",46225.7489997717,10654.5501433008,10654.5501433008,752.146404557886,752.146404557886
"2145350",47430.2341241782,9354.6160440525,9354.6160440525,2153.01594554812,1678.23933864395
"2127200",62075.1130392759,869.12544882003,869.12544882003,289.185995835959,0
"2127335",61219.6450280166,62.1744963235224,62.1744963235224,62.1744963235224,62.1744963235224
"2127010",63407.5691568315,2247.36888667112,2247.36888667112,460.016723950015,460.016723950015
"2127045",62534.1385005587,3775.41720593369,3775.41720593369,118.403319924839,118.403319924839
"2127395",53381.674307772,1412.12382288683,1412.12382288683,598.980739000695,203.032735037075
"2127070",62279.6217936277,1213.13924338008,1213.13924338008,1213.13924338008,0
"2127075",61636.5299283386,496.617425459313,496.617425459313,496.617425459313,0
"2127015",62521.2110155295,2105.75050378082,2105.75050378082,573.961933942074,0
"2127050",62603.2504450435,3501.68299670134,3501.68299670134,337.971589476495,248.667192517039
"2127055",62734.1890413893,2839.22805284178,2839.22805284178,523.487708542329,310.176887673309
"2127060",61773.6627715156,1833.17510581797,1833.17510581797,1445.08316794,0
"2127105",61650.4356444587,2561.83026912067,2561.83026912067,223.382209497723,0
"2127110",61121.3700725991,2466.51941112703,2466.51941112703,0,0
"2127130",61713.5757049656,2459.88397673733,2459.88397673733,999.59276313161,0
"2127155",64135.7861743711,2075.49274940604,2075.49274940604,0.823097544103241,0
"2127160",64886.1745001051,2804.21145959834,2804.21145959834,0,0
"2127165",65090.9504536586,2004.85638997888,2004.85638997888,0,0
"2127170",64301.0551402661,1050.9323785541,1050.9323785541,159.855327221219,0
"2127140",62643.8106278343,2197.35569130962,2197.35569130962,522.737043129744,0
"2127205",62180.2539585758,1309.2624535196,1309.2624535196,106.454288361891,0
"2127135",61856.3077470821,1785.01332881541,1785.01332881541,137.774128325999,0
"2127310",60221.5631218802,959.681206552211,959.681206552211,802.914775781213,802.914775781213
"2127180",62929.4276362989,447.154540191873,447.154540191873,0,0
"2127195",61961.7331935358,132.064116433416,132.064116433416,78.6513439539277,0
"2127190",62504.7451732167,722.152418004818,722.152418004818,182.900738794266,0
"2127175",63533.2557411568,1080.8822401234,1080.8822401234,547.697702062673,0
"2127150",63625.1964214779,2219.88394138756,2219.88394138756,709.723544469827,0
"2127330",61157.1356958423,702.211050925543,702.211050925543,0,0
"2127210",61408.5427351996,1274.86014844309,1274.86014844309,0,0
"2127340",60571.8462085693,0,0,0,0
"2127275",56490.7935298229,0,0,0,0
"2127265",58755.0743127159,157.832104531954,157.832104531954,157.832104531954,157.832104531954
