gnd_id,vegetation
"8124120",0.649451971054077
"2121215",0.577955722808838
"2121210",0.590881794691086
"2121200",0.609835997223854
"2121195",0.586475372314453
"2121190",0.635502889752388
"2121185",0.637282935055819
"2121180",0.60795929034551
"2121205",0.622558699713813
"2121220",0.586572011311849
"2121170",0.619798684120178
"2121175",0.660224874814351
"2121165",0.628807087739309
"2121140",0.575178603331248
"2121160",0.626100794627116
"2121145",0.636728644371033
"2121155",0.615363490581512
"2121125",0.624035740488758
"2121150",0.605041692156154
"2121120",0.666578392187754
"2121135",0.580027600129445
"2121040",0.580502510070801
"2121060",0.613682240247726
"2121070",0.612335935550323
"2121110",0.557792246341705
"2121055",0.639801865274256
"2121095",0.662980601191521
"2121005",0.685469275171107
"2121050",0.659859197480338
"2121010",0.682613760232925
"2121045",0.650128728813595
"2121080",0.564284288883209
"2121035",0.600126544634501
"2121030",0.607331097126007
"2121015",0.627572134137154
"2121025",0.509121362119913
"2121020",0.481272990504901
"2121235",0.662134181369435
"2121075",0.501879389796938
"2121065",0.559992015361786
"2121090",0.639869838953018
"2121085",0.655614177385966
"2121230",0.596361815929413
"2121225",0.601635674635569
"2139335",0.694837573235165
"2139500",0.679483820387352
"2139520",0.605824441142538
"2139525",0.672672245684666
"2139475",0.684863157946561
"2139485",0.622315460839128
"2139465",0.689544783037437
"2139460",0.673646131555073
"2139380",0.667676447206675
"2139555",0.647072104036589
"2139425",0.617619854972974
"2139440",0.677446311842379
"2139390",0.669385631622417
"2139265",0.696648233447311
"2139275",0.704985216594275
"2139295",0.664821326067496
"2139290",0.672022883837426
"2139285",0.663369571122442
"2139120",0.696242688219238
"2139175",0.696512071776042
"2139110",0.661708950996399
"2139180",0.685499079011177
"2139260",0.70633660257397
"2139210",0.707105998848281
"2139195",0.692163194914045
"2139255",0.708932745463328
"2139320",0.713257727668874
"2139375",0.695521737518286
"2139370",0.702490603701862
"2139105",0.672321372024175
"2139240",0.695601463317871
"2139245",0.699932417343195
"2139235",0.711070575924772
"2139205",0.697258203017612
"2139200",0.689040476482792
"2139455",0.692947410610117
"2139470",0.701402588230327
"2139450",0.690910751178925
"2139585",0.696342303442575
"2139480",0.667966245752129
"2139145",0.639392912387848
"2139420",0.621785965374681
"2139410",0.661518502178289
"2139215",0.70135226555489
"2139075",0.694666310397728
"2139080",0.699688458014601
"2139045",0.669000939020113
"2139085",0.678083495540757
"2139040",0.662176694578328
"2139035",0.652094983867212
"2139090",0.688256973366683
"2139010",0.649829120158351
"2139030",0.67011020598732
"2139005",0.658371365752043
"2139015",0.649120775189863
"2139025",0.676848437265627
"2139020",0.675332500535135
"2139115",0.683011650507592
"2139125",0.655345655006104
"2139135",0.617887759518923
"2139165",0.680471565571553
"2139160",0.669316966373925
"2139130",0.625715217188469
"2139140",0.670018315896462
"2139150",0.660861887642579
"2139100",0.687343464793993
"2139270",0.701145821024034
"2139170",0.692360852010614
"2139360",0.692204195737658
"2139365",0.687186242518163
"2139330",0.697059761181969
"2139325",0.703092969726322
"2139315",0.681061494546915
"2139385",0.65886345424263
"2139310",0.691233879178457
"2139305",0.690583199262619
"2139400",0.67015975683392
"2139280",0.695233544481153
"2139300",0.683766546222744
"2139515",0.679930010311832
"2139615",0.690598708690599
"2139600",0.7132560643855
"2139605",0.712620679328648
"2139595",0.714294304793792
"2139530",0.700604040567087
"2139590",0.717221295637307
"2139535",0.721303418921946
"2139575",0.702335967149919
"2139570",0.690625312859691
"2139550",0.668661087753587
"2139435",0.684460746085943
"2139565",0.675028734394546
"2139560",0.673210489946872
"2139545",0.680878005227328
"2139355",0.661776327616797
"2139345",0.682804076743335
"2139395",0.673632633121075
