gnd_id,gnd_area
"2103065",451565.389831543
"2103070",510482.403839111
"2109090",640031.765960693
"2109095",591291.620269775
"2103315",552289.023468018
"2134135",1173199.21725464
"2134140",926250.240600586
"2136035",877032.767730713
"2136040",1158742.86300659
"2134265",1434139.51287842
"2136460",829532.272216797
"2136370",616016.066680908
"2136465",232226.211486816
"2139060",654987.022735596
"2139055",590018.463134766
"2139050",499210.874298096
"2139505",2594933.57824707
"2136340",1093840.60610962
"2151230",6624593.66183472
"2103005",778133.445861816
"2103010",1515622.87216187
"2151080",2240778.13909912
"2151130",3423280.67486572
"2148145",3566416.86486816
"2148125",1071626.23687744
"2151075",395022.054626465
"2154090",5026000.32940674
"2154155",6052205.58374023
"2154085",1437529.80770874
"2154015",4593651.58969116
"2154005",1621050.95605469
"5248105",7537166.11483765
"5248030",3222816.05023193
"5248130",5296600.27435303
"5248090",3100753.78436279
"5248040",28539622.6292419
"5248020",47317669.6183167
"5248110",3144999.08132935
"5248115",36674538.2944946
"5248080",52506982.5445251
"5248005",16779002.7116394
"5242155",72883574.622345
"5242115",8385845.762146
"5242120",2813785.38143921
"5242110",6957925.15490723
"5242065",27341514.4492188
"5242105",7453350.38613892
"7160035",5467362.78875732
"7160025",2023005.35592651
"7160055",5629568.95736694
"7160050",6470132.0765686
"7160045",11534218.927002
"7160030",9843342.43829346
"7160005",7958267.78393555
"7121005",11844925.1222839
"7121025",7778644.45846558
"7121030",5244114.69396973
"7121020",10102206.1452637
"7121055",8543891.493927
"7121150",25557103.4885864
"7118190",7424164.97640991
"7118105",11230179.5940247
"7118180",6090694.94934082
"7118185",13972619.5208435
"7118145",2492813.66656494
"7118070",12985509.3064575
"7130115",15551073.8204651
"7130020",2809974.27584839
"7130015",5072685.56481934
"7130010",3424791.71670532
"7130005",8452624.362854
"7130025",8277025.65698242
"7130075",9703591.94543457
"5215065",4031245.86547852
"5212150",2992380.86764526
"5212080",1417775.13656616
"5212165",3896072.87017822
"5212155",3067419.17849731
"5212110",3575974.92318726
"5212115",1700807.53189087
"5212240",2523258.8928833
"5212130",1945361.07855225
"5212235",2665240.9637146
"5212245",2259474.59872437
"5212135",2396834.41439819
"5212120",2927675.02838135
"5212125",2292801.84155273
"5212215",4115184.47808838
"5212210",4237215.35095215
"5212220",2817127.09320068
"5212230",5886930.89944458
"5212175",12978037.6060486
"7130050",4325451.79046631
"7130045",2874742.67880249
"7139035",10661865.6112671
"7139020",9922140.80484009
"7139015",27293300.5038452
"7139025",18380069.9246216
"7139080",11630651.7287598
"7139075",8005220.37792969
"7139065",7743979.31100464
"7139030",14938529.9641418
"7139060",8971901.38461304
"7139090",3491525.65258789
"7139125",3320801.00604248
"8106045",39930624.5264893
"8106210",6178137.96905518
"8106115",16772119.7877197
"8106120",17251183.3034668
"8106130",3255377.27703857
"8106125",6232965.97122192
"8106170",7754233.18435669
"8106185",14410650.0210266
"8106200",4915095.76605225
"8106175",8002472.50878906
"8106195",8739875.7192688
"8106180",6667822.38104248
"8106190",9501875.01739502
"8106030",31060660.6600952
"8106050",11286526.8218689
"5242025",5883588.03668213
"5242135",7432403.75302124
"2124325",324877.469909668
"2124330",400036.86920166
"2124315",2444497.8359375
"2124320",850997.500732422
"2124370",3643634.91271973
"2124380",1610821.4291687
"2124470",8143757.92001343
"2124435",3071257.16781616
"2124440",3368520.28460693
"2112140",622841.393432617
"2112145",632225.375518799
"2112245",411483.981689453
"2112050",552156.179870605
"2112035",757986.058380127
"2136350",469354.391540527
"2136470",1831009.99472046
"2139065",1299614.6020813
"2139070",588936.304656982
"2139220",1241566.6661377
"2139225",770246.839996338
"2139230",1643050.50427246
"2139340",3064848.00231934
"2139510",1693719.01324463
"2151035",1104608.86322021
"2154065",1406012.12554932
"2154070",4504069.6237793
"2154075",4686309.90106201
"2154080",9231597.65795898
"2157035",5160893.50033569
"5233040",578556.298553467
"5233035",622761.870117188
"5233030",114652.763793945
"5233025",137445.974609375
"5233020",323058.450195312
"5218130",3577949.52294922
"5218245",11401424.6279297
"5218255",3547866.41098022
"5218205",7648253.68875122
"5224015",151100.128387451
"5224005",320692.89163208
"5224010",110378.783691406
"5221025",2029155.37722778
"5221110",897836.404602051
"5221105",160404.1796875
"5221100",237006.314697266
"7124145",11089668.4114685
"7124105",2149282.11776733
"7106120",15830328.3876648
"7106125",12030502.8944092
"7106100",4710853.61572266
"7106090",10150549.5660706
"7106095",9149086.98406982
"7106020",11851748.7668762
"7106045",32355952.6891479
"7106040",2400542.89523315
"7148095",3377129.77194214
"7136090",13232151.6654968
"7148005",6033060.85116577
"7148035",10328933.9649048
"7124190",50055485.8163452
"7127140",5176418.56085205
"7127090",11841346.4196167
"7157010",16030920.9910583
"7157020",14485417.0415649
"7157050",6986175.677948
"7157030",7975949.81201172
"7157055",9991712.54089355
"7157070",18708869.9158936
"7154240",7189524.05526733
"7154265",3269798.51705933
"7154245",4408479.21749878
"7154260",3672565.15518188
"7166100",4902230.62036133
"7166105",7153792.06869507
"1230045",1251423.19906616
"1230060",658286.320953369
"1230065",564010.768951416
"1230070",1239619.07647705
"1230140",1515452.71063232
"1230135",1109392.4934082
"1230040",1371254.15270996
"1230035",564961.750946045
"1230030",1375844.347229
"1230025",200114.981994629
"1230020",290764.501831055
"1230120",717814.978942871
"1230015",1715199.93624878
"1230075",1232962.14584351
"1230005",526896.228485107
"1230010",2170531.44366455
"1230340",1590327.81231689
"1230335",1995467.26132202
"2148030",3363379.21496582
"2148020",4275913.72229004
"2157005",1716452.46932983
"2157015",1644010.8097229
"2157025",3132842.29144287
"2157110",942165.528259277
"2157130",4203512.51815796
"2157135",1734118.10565186
"2157115",6914349.91894531
"2157050",593034.287811279
"2157090",3478228.17428589
"2157045",1123476.89602661
"2157085",4880510.097229
"2151110",878575.050476074
"2118295",1165208.93023682
"2124215",870479.708557129
"2124100",1114208.63223267
"2124420",4762040.37472534
"2124340",1119221.36578369
"2124335",1040179.28115845
"2124375",750744.678192139
"2124290",2218687.00668335
"2124015",4617635.74902344
"2124160",633083.182952881
"2124260",443185.779693604
"2124220",940505.383331299
"2124225",910526.244384766
"2124230",1002427.68951416
"2124360",3633884.68362427
"2124180",876260.36416626
"2124465",7488496.51568604
"2124460",2977964.76434326
"2124400",2864945.94732666
"2124130",867842.94708252
"2124125",1337447.77590942
"2124135",520751.897918701
"2124115",574224.687866211
"2124120",1783800.13601685
"2124050",1849519.26275635
"2124055",486659.270812988
"2124040",1698910.90325928
"2124005",1963282.17877197
"2124045",616787.891937256
"2124035",723545.949523926
"2124025",3507236.36154175
"2124010",5587587.07931519
"2124060",2360801.07369995
"2124030",2415856.36355591
"2124065",769413.273712158
"2124105",2224545.5324707
"2124110",509728.717376709
"2124205",699170.824829102
"2124140",1112715.49966431
"2124210",998667.974182129
"2124200",1074774.14633179
"2124235",1077177.54333496
"2124250",947530.679290771
"2124255",1871300.73077393
"2124145",986548.683135986
"2124195",389355.217529297
"2124155",1084339.54425049
"2124190",825159.173553467
"2124185",636106.008361816
"2124355",522618.733795166
"2124455",4934941.36917114
"2124425",1778846.40167236
"2124430",1746671.33734131
"2124265",818926.725646973
"2124165",2232873.86810303
"2124270",955172.486572266
"2124310",1659705.49920654
"2124305",2774702.75604248
"2124300",1382451.61740112
"2124385",424893.911224365
"2124390",1034586.46066284
"2124410",897678.015411377
"2124405",1558561.57098389
"2124395",950302.224304199
"2124285",3553403.56002808
"2124280",3274025.74716187
"2124295",1250528.90136719
"2124275",3506365.92404175
"2124450",1724241.67184448
"2124445",1866350.00939941
"2124175",1329286.69781494
"2124085",9308108.75753784
"2124070",1985533.13168335
"2124095",1676956.39193726
"2124075",2423104.60571289
"2124020",4507989.30661011
"2124090",2211968.45318604
"2124080",2704737.48660278
"2103060",518483.255096436
"2103080",506430.772125244
"2103085",660516.33807373
"2103265",528796.007171631
"2103280",926416.91204834
"2103275",598004.367462158
"2103270",574852.889465332
"2109025",1554906.33920288
"2109020",551099.758148193
"2109155",1002859.32214355
"2109085",422938.766387939
"2109130",270414.884643555
"2109075",726560.19418335
"2109125",390947.403167725
"2109010",1811025.23034668
"2109055",426882.197601318
"2109040",1034248.46334839
"2109080",610612.982177734
"2109165",282737.227416992
"2109120",510205.558105469
"2109115",351708.667205811
"2109175",539602.036529541
"2109150",1721323.7230835
"2109145",1817930.94735718
"2118100",1761764.62741089
"2118205",968015.171844482
"2118240",4686050.95120239
"2118275",667550.715332031
"2118270",1843485.24298096
"2118255",21083985.5050964
"2118250",3594700.48391724
"2118215",1260701.76657104
"2118220",875442.424041748
"2118245",1374312.82775879
"2118185",2481207.84896851
"2118130",1836555.74435425
"2118125",4392604.07336426
"2118080",2669073.54898071
"2124150",838782.761779785
"2124240",494618.432220459
"2121115",1572253.92095947
"2121130",1298283.38204956
"2121105",1091825.03018188
"2157020",4078626.65713501
"2157030",3719254.52914429
"2157055",1054310.28179932
"2157070",562601.620147705
"2157060",342656.777923584
"2157065",454103.812072754
"2115065",1767866.83557129
"2112075",1618260.46975708
"2112115",1399251.85900879
"2112120",463582.361846924
"5216100",2456393.30102539
"5216015",923163.343170166
"5216030",1251124.83407593
"5216040",3200260.62548828
"5216035",2544409.43856812
"5216095",4244977.2543335
"5216010",3520381.41156006
"5203050",45569326.6442871
"5203025",18370858.2173462
"5203010",12372925.2482605
"5203005",21442780.267395
"5203015",19923644.2921143
"5203020",142774622.365906
"5209005",263236065.667725
"5209010",55295874.5021057
"5209015",22527527.0422363
"5109045",1808041.10549927
"5109050",2624813.75289917
"5115055",266565.4921875
"5121025",816820.237762451
"5121105",45536920.9847107
"5130115",37846950.690979
"5130110",35637426.2365417
"5130070",16624984.5560913
"5130025",2968003.69528198
"5130020",1008267.4211731
"5130010",460360.967224121
"5130005",752217.836334229
"5130015",261405.831970215
"5130045",324856.262939453
"1115280",1371757.16253662
"1115285",1139243.94451904
"1115330",1911014.23272705
"1115335",1626225.60360718
"1115205",1414596.46252441
"1115275",703775.359344482
"1115340",2263773.49435425
"1115325",904873.898132324
"1115290",1542046.66915894
"1115270",867810.7137146
"1115210",1332034.68161011
"1115190",905819.528320312
"1115090",1117302.22286987
"1115085",1778872.73706055
"1115005",2421219.3972168
"1239045",1181625.04522705
"1239040",1217979.34463501
"1239055",1655789.40390015
"1239035",1077727.36791992
"1233310",1294301.24588013
"1239030",1319286.06262207
"1233415",307691.041473389
"1233420",515802.618591309
"1233430",352187.158538818
"1233410",620443.926025391
"1233460",350807.454589844
"1233455",392914.627410889
"1233435",495649.708404541
"1233445",396585.166687012
"1233450",280806.858612061
"1233440",337624.219055176
"1233405",616403.508178711
"1212610",1409326.08795166
"1212605",1587350.42721558
"1212550",913320.203491211
"1212555",874439.408325195
"1212445",761609.832336426
"1212450",507538.594512939
"1212265",780899.416351318
"1215605",1156155.82330322
"1227475",240763.674957275
"1230305",446247.662506104
"1203145",593583.610412598
"1239060",627909.556396484
"1215130",1554384.47073364
"1209230",1336644.42263794
"3333325",493336.08480835
"9218120",3091941.26928711
"9218170",2346845.27276611
"9218125",1222107.56512451
"9218150",2569641.20617676
"9218145",2892828.68218994
"9218240",2581363.51858521
"9218260",1509009.39727783
"9218160",1198701.36474609
"9218155",2268223.95812988
"9218165",1772035.77294922
"9218215",2145261.86590576
"9218220",841364.403045654
"9218265",2621640.00695801
"9218175",5430253.324646
"9218185",1104687.95217896
"9218210",3787291.19897461
"2127345",490758.957611084
"2127240",373393.36517334
"2127235",787835.834289551
"2127095",2318291.54800415
"2127065",566623.42578125
"2127120",416699.253295898
"2127230",652417.074188232
"2127220",643442.435974121
"2127185",241074.732513428
"2127145",662218.56854248
"2130050",225226.719268799
"2130180",2587861.00924683
"2130010",365831.150238037
"2130005",658672.986175537
"2130195",2199376.4229126
"5224070",247337.174926758
"5221120",237283.30569458
"5221125",97832.2163696289
"5221130",108387.747375488
"5221135",463474.817352295
"5221145",299016.98928833
"5221075",238646.983276367
"5221140",216289.590423584
"5221070",198856.042755127
"5221080",210061.295196533
"5221065",175682.34677124
"5221060",335190.133911133
"5221055",239820.468383789
"5221050",305200.300231934
"5221085",539533.969116211
"5224075",194121.043762207
"7145090",2654454.45587158
"7145065",1947959.73095703
"7145050",1484009.79708862
"7145060",3260592.63937378
"7145100",3651358.72817993
"7145070",3653175.97097778
"7145080",2604322.09619141
"7145075",6739168.3637085
"7145125",1367971.77099609
"7145035",5595699.30505371
"7145040",4204022.61837769
"7145025",4093834.72488403
"7124080",19583762.0324402
"7154140",4609366.63467407
"7154135",1885678.80966187
"7154160",3713695.3890686
"7154165",4411892.58322144
"7154230",2428677.17550659
"7154235",4716408.90838623
"7154190",9029641.93322754
"7154185",2961105.64880371
"7154210",4977025.63699341
"7154180",5367507.91680908
"7154170",8088869.68347168
"7154115",10021003.4658813
"7154220",2809174.17047119
"7154215",7432306.07437134
"7154225",2610267.37109375
"5133170",1334123.14572144
"5118225",529596.900177002
"5118215",1577624.88400269
"5133165",2181141.59664917
"5118165",757374.605224609
"5133135",1744386.66247559
"5133115",444401.661621094
"5133130",2973087.3387146
"5133125",649724.150238037
"5133120",1824478.79931641
"5133045",488513.036315918
"5133050",893946.787811279
"5133055",4000056.55563354
"5133040",1188034.09008789
"5133035",279507.053894043
"1131015",394897.838378906
"1131020",551689.763000488
"1131040",628465.405181885
"1131060",1032786.04434204
"1131055",379121.318328857
"1131050",680566.519470215
"1131045",624621.914398193
"1131005",1071535.76712036
"1131010",518496.789764404
"1136055",570395.062316895
"1136060",603548.360809326
"1131035",1453716.62536621
"1131065",3190468.93597412
"1136030",730161.106231689
"1136025",534144.636566162
"2118030",5532657.1578064
"2118210",1047271.28604126
"2133150",362846.372406006
"2133415",251658.099090576
"2133345",715326.618438721
"2133400",522420.414703369
"2133255",944861.190185547
"2133230",332915.562072754
"2133250",602393.47253418
"2133235",618579.530151367
"2133115",192171.980834961
"2133105",890699.596862793
"2133125",1174621.39031982
"2133090",728494.608123779
"2133095",880819.117431641
"2133135",652394.279968262
"2133130",453735.515167236
"2136155",650311.698120117
"2136020",643915.875183105
"2136025",563201.45324707
"2136045",1750817.09457397
"2136365",383729.402618408
"2136300",495744.423797607
"2136135",528701.804595947
"2136130",323881.352264404
"2136125",492905.102203369
"2136055",1352068.17340088
"2136275",577485.973205566
"2136075",900041.796844482
"2136415",1950990.53488159
"2136090",1066070.02523804
"2136260",937930.74609375
"2136185",909904.151428223
"2145155",1767631.85922241
"2145165",715151.663421631
"2145260",4457570.61880493
"2145065",4624280.25436401
"2145130",2840325.47354126
"2145135",1817321.30245972
"2145140",2727529.74633789
"2145050",1065779.47436523
"2127005",1297222.72268677
"2127025",829042.460083008
"2127020",1840073.91952515
"2127030",1023043.10675049
"2127035",1163472.76367188
"2127040",628400.250366211
"2127100",632357.617523193
"2130140",2464753.23672485
"2130250",261297.648712158
"2130285",1119627.88458252
"2157095",2239912.46939087
"2157105",2853339.98175049
"2157140",11559632.2100525
"2157125",13924896.4608459
"2157120",7557656.84655762
"2157080",4922388.56341553
"2157075",4838878.76144409
"2157010",1832047.44876099
"2151245",4608373.53857422
"2151225",8742902.22079468
"2151220",2815683.83590698
"5239075",1385552.37915039
"5239070",1030524.88504028
"5239080",854915.383972168
"5239050",329738.555419922
"5239055",311062.112884521
"5239035",1221895.13259888
"5239030",109524.795166016
"5239025",165728.584686279
"5239060",100687.647644043
"5239005",81407.0869445801
"5239020",407201.335723877
"5239015",238514.328277588
"5239065",375301.581573486
"5242010",8747707.20452881
"2112030",1268725.0352478
"2112055",1034778.61807251
"2112085",969901.029022217
"2112190",775371.383850098
"2112205",572551.951782227
"2112110",908316.16607666
