gnd_id,pregnancies
"1212625",23.4245379665751
"1239245",70.0055122375488
"1212705",21.3964166641235
"1239190",81.9883842468262
"1212675",17.0573467780122
"1212605",20.7092361450195
"1239175",58.4798289795703
"1212715",3.78339361056233
"1239180",67.8050804138184
"1212725",21.0617322921753
"1239185",22.688455393108
"1239240",32.3891694108776
"1215450",25.8688068389893
"1215445",9.09367327489553
"1215350",25.4348678588867
"1215565",14.7548569631721
"1224465",9.2428556516905
"1215380",19.7239679637877
"1224500",20.2010345509577
"1224455",7.81008170457213
"1215375",39.1044635772705
"1215345",27.3152551651001
"1215340",12.961069394689
"1215360",10.8676604274463
"1215430",7.83417477920917
"1227530",8.06004106232032
"1227570",16.3702917518078
"1215415",19.4377627843542
"1227485",11.4414188175085
"1209470",14.1837046150264
"1227540",7.54323510713911
"1227435",14.9559669922698
"1227295",16.2268932831451
"1227490",2.09486928214228
"1227550",7.06621226236955
"1215435",10.4465291277259
"1227690",12.5079696217447
"1227585",30.6311826705933
"1209295",12.8312117702865
"1209460",14.8025255203247
"1209465",16.5709090232849
"1209450",14.802882194519
"1209305",18.1705532073975
"1209495",25.7824764251709
"1233430",140.23763295838
"1233125",9.66114322912692
"1233440",247.737004078104
"1233385",8.51269783228912
"1233435",243.052960817892
"1230285",15.9602920699432
"1233445",73.6948212271328
"1233400",9.59296572204135
"1227740",21.0243301391602
"1227735",12.1411518178388
"1227730",23.7755880355835
"1212115",9.44790379053596
"1227725",31.7945117950439
"1227720",12.7462171731377
"1233185",27.7580671310425
"1233320",16.384966400056
"1212050",24.6638730878647
"1212035",44.3226280212402
"1227675",18.1896543502808
"1212540",8.96133853242795
"1227595",46.1401224136353
"1227685",5.06912739120002
"1227600",19.8335151672363
"1212130",6.67415894316211
"1212010",61.2924599647522
"1224505",27.0379646551544
"1212015",42.0456304550171
"1212005",40.3764963150024
"1212020",18.9274291992188
"1212025",21.0843524932861
"1212030",5.07563912211807
"1212040",27.9380700474447
"1227120",16.689343260755
"1212515",6.381184310687
"1227310",4.92329062944696
"1227135",12.5491703950294
"1209455",12.9520757773433
"1227560",5.78267715297297
"1227715",25.4069232940674
"1209475",17.8337850570679
"1227060",11.0502814746512
"1227050",9.01769677919895
