gnd_id,urban_rural_fb
"1212625",0.0872817955112219
"1239245",0.46021021021021
"1212705",0.211741093828399
"1239190",0.642153146322972
"1212675",0.177700348432056
"1212605",0.1125
"1239175",0.475918884664132
"1212715",0.399159663865546
"1239180",0.424202127659574
"1212725",0.071340206185567
"1239185",0.646447140381282
"1239240",0.6240234375
"1215450",0.194776119402985
"1215445",0.255813953488372
"1215350",0.231488698363211
"1215565",0.192753623188406
"1224465",0.475290697674419
"1215380",0.181213632585204
"1224500",0.418181818181818
"1224455",0.691176470588235
"1215375",0.171659533999049
"1215345",0.147040101845958
"1215340",0.327228327228327
"1215360",0.269014084507042
"1215430",0.219330855018587
"1227530",0.0502717391304348
"1227570",0.111382113821138
"1215415",0.268101761252446
"1227485",0.0503875968992248
"1209470",0.120839363241679
"1227540",0.176991150442478
"1227435",0.0759969902182092
"1227295",0.139938712972421
"1227490",0.130841121495327
"1227550",0.103389830508475
"1215435",0.375
"1227690",0.358778625954198
"1227585",0.0492399206873761
"1209295",0.0563282336578581
"1209460",0.169622205088666
"1209465",0.0684380032206119
"1209450",0.119349005424955
"1209305",0.0806772908366534
"1209495",0.0979659609796596
"1233430",0.632596685082873
"1233125",0.135338345864662
"1233440",0.869451697127937
"1233385",0.878706199460916
"1233435",0.606227106227106
"1230285",0.203659506762132
"1233445",0.72568578553616
"1233400",0.817948717948718
"1227740",0.0594855305466238
"1227735",0.0665938864628821
"1227730",0.0326571004453241
"1212115",0.321428571428571
"1227725",0.128448665762099
"1227720",0.0413223140495868
"1233185",0.222923749392909
"1233320",0.450121654501217
"1212050",0.0677794638340921
"1212035",0.0584518167456556
"1227675",0.229166666666667
"1212540",0.181575433911883
"1227595",0.0702349237103415
"1227685",0.504702194357367
"1227600",0.0839395635142697
"1212130",0.111269614835949
"1212010",0.0484662576687117
"1224505",0.276930894308943
"1212015",0.121246140892506
"1212005",0.10811794685111
"1212020",0.0722689075630252
"1212025",0.0648648648648649
"1212030",0.129455909943715
"1212040",0.0867167919799499
"1227120",0.237237237237237
"1212515",0.177257525083612
"1227310",0.320413436692506
"1227135",0.26253418413856
"1209455",0.191958495460441
"1227560",0.170682730923695
"1227715",0.0718685831622177
"1209475",0.151973684210526
"1227060",0.1952
"1227050",0.194976076555024
"1227125",0.570570570570571
"1227040",0.300970873786408
"1227575",0.108173076923077
"1227225",0.632258064516129
"1233390",0.771428571428571
"1227330",0.344603381014304
"1227030",0.33220910623946
"1227630",0.276442307692308
"1227640",0.19706498951782
"1227070",0.0864495375954966
"1227065",0.1438127090301
"1227025",0.355932203389831
"1224420",0.418386491557223
"1227045",0.177285318559557
"1236100",0.708333333333333
"1233450",0.791411042944785
"1227140",0.151209677419355
"1227085",0.149152542372881
"1236120",0.692946058091286
"1215560",0.21505376344086
"1236090",0.793258426966292
"1236115",0.608030592734226
"1215505",0.453634085213033
"1215605",0.196428571428571
"1215515",0.176331360946746
"1215600",0.146718146718147
"1233035",0.104618284637135
"1233045",0.0630252100840336
"1221025",0.30757341576507
"1206390",0.223958333333333
"1230665",0.164948453608247
"1230640",0.175557056043214
"1218010",0.197455024133392
"1218005",0.429613420860686
"1218020",0.237889273356401
"1218015",0.120656634746922
"1215520",0.173308032890576
"1218025",0.199493884436946
"1230170",0.0714801444043321
"1230175",0.124713958810069
"1230270",0.150138504155125
"1230230",0.177688710754843
"1230305",0.201574803149606
"1230040",0.0743931088488645
"1230645",0.152921900600765
"1230310",0.114619883040936
"1212590",0.194899817850638
"1227315",0.641210374639769
"1212660",0.185770750988142
"1212665",0.119222303741746
"1209090",0.0796758946657664
"1212740",0.165784832451499
"1230010",0.047696038803557
"1209095",0.167621776504298
"1209250",0.119565217391304
"1227605",0.160142348754448
"1221110",0.251184834123223
"1221105",0.0822342901474011
"1221120",0.155247181266262
"1221115",0.369276218611521
"1221140",0.11136023916293
"1221130",0.264497878359264
"1212550",0.106861642294713
"1206045",0.172284644194757
"1212520",0.179310344827586
"1212575",0.267508610792193
"1212530",0.113526570048309
"1212700",0.284653465346535
"1227705",0.0921985815602837
"1227695",0.0413271245634459
"1209395",0.0988962472406181
"1227290",0.166323024054983
"1227515",0.208419599723948
"1227565",0.258840169731259
"1209030",0.0283064909712055
"1227195",0.460122699386503
"1212185",0.147540983606557
"1212200",0.556213017751479
"1209290",0.0177610333692142
"1209150",0.0592760180995475
"1227335",0.408830744071954
"1227445",0.0849673202614379
"1209170",0.037202380952381
"1227425",0.0386711653257202
"1227500",0.510548523206751
"1227505",0.375409836065574
"1212615",0.353233830845771
"1209300",0.134831460674157
"1209560",0.419354838709677
"1236180",0.63758389261745
"9230070",0.106402721930096
"0",0.00370326125910883
"9230035",0.0265047879616963
"9233005",0.0201013513513514
"1230195",0.185374149659864
"1206100",0.343813387423935
"1206110",0.580943570767808
"1206105",0.529867256637168
"1206095",0.200116686114352
"1206090",0.137488947833775
"1212195",0.225165562913907
"1206115",0.645927601809955
"1230335",0.111770072992701
"1203105",0.836477987421384
"1230250",0.116171362408337
"1230340",0.15969215969216
"1230295",0.0803108808290155
"1230255",0.126709206927985
"1230260",0.211412535079514
"1230200",0.105865522174535
"1221100",0.288557213930348
"1221135",0.26556543837357
"1221240",0.807228915662651
"1221260",0.540329575021683
"1221230",0.673611111111111
"1221185",0.667613636363636
"1203085",0.773775216138329
"1203080",0.780415430267062
"9215130",0.0776742121615624
"9209010",0.0578684429641965
"9218160",0.0815138282387191
"9218170",0.1636
"9221040",0.05514261019879
"9212155",0.134703196347032
"9227160",0.0274480712166172
"9224095",0.0869969040247678
"9230150",0.0474027817201249
"9233065",0.0348376880443389
"9233120",0.0525340743681355
"9233130",0.00951334379905808
"9230175",0.0366836301950806
"9233125",0.012698273210598
"9215115",0.0979228486646884
"9230180",0.0243093922651934
"9233010",0.049023680930619
"9215035",0.0964730290456432
"9224025",0.063872255489022
"9209270",0.0481452249408051
"9218390",0.072179203539823
"9209275",0.0373322147651007
"9233060",0.0467191601049869
"9212285",0.0502111684655092
"9230080",0.154613466334165
"9230095",0.0324903701222576
"9203340",0.0502658289028516
"9230075",0.0569681364660444
"9206015",0.0369971264367816
"9203390",0.143161255987227
"9203400",0.0768526989935956
"9203410",0.0602205258693808
"9206125",0.427335640138408
"9206115",0.133052378085491
"9206210",0.11629746835443
"9212095",0.11038489469862
"9212140",0.117283950617284
"9206235",0.0744240992321323
"9224045",0.0553513513513514
"9215240",0.122386759581882
"9218310",0.0808897876643074
"9218295",0.0860575579770886
"9209215",0.0550518134715026
"9212250",0.0987482614742698
"9212055",0.359151193633952
"9203440",0.112554112554113
"9206130",0.445454545454545
"9215200",0.0586345381526104
"9215230",0.0907715582450832
"9218365",0.0486322188449848
"9221010",0.0821102737009123
"9218375",0.0497840995681991
"9206335",0.407239819004525
"9209305",0.0287009063444109
"9215205",0.0759682224428997
"9206325",0.0906148867313916
"9203205",0.224299065420561
"9221125",0.0479006505026611
"9203240",0.0654619843163996
"9203220",0.342767295597484
"9209200",0.0189157236953217
"9215095",0.169141914191419
"9218320",0.0704225352112676
"9209280",0.0400579150579151
"1203060",0.87027027027027
"1212425",0.113770250368189
"1203070",0.864928909952607
"1203055",0.836065573770492
"1203090",0.946308724832215
"1212410",0.112668161434978
"1212370",0.0685111989459816
"1212360",0.158341658341658
"1227475",0.104265402843602
