gnd_id,vegetation
"1215170",206
"1215095",206
"1215150",206
"1224480",227
"1224345",188
"1224405",203.367447351913
"1224430",188
"1224490",227
"1224475",227
"1224425",188
"1224435",188
"1224235",188
"1224325",188
"1224215",188
"1224205",188
"1224370",218.010012885766
"1224375",227
"1224340",188
"1224210",188
"1224275",227
"1224225",188
"1224230",188
"1224240",188
"1224200",188
"1224315",227
"1224135",202.734272328568
"1224310",227
"1206310",250.255064450744
"1224280",227
"1224260",227
"1224160",188
"1224195",188
"1224255",203.375540163596
"1224250",188
"1224190",188
"1212210",228
"1212190",228
"1212270",230.967875136829
"1212235",228
"1212310",233.900929388427
"1212350",228
"1212340",228
"1212345",228
"1212140",228
"1212170",228
"1212165",228
"1212135",228
"1212335",228
"1212220",228
"1212295",234
"1212255",228
"1212075",228
"1212045",228
"1212080",228
"1212070",228
"1212060",228
"1212065",228
"1212125",228
"1212085",228
"1224450",188
"1224415",188
"1224410",203.800745618575
"1224445",188
"1224470",227
"1224485",227
"1224460",188
"1224495",227
"1206080",255
"1236150",186
"1206150",255
"1206085",228.412572893361
"1206155",255
"1236165",186
"1206180",206
"1206165",206.182641050721
"1233310",187.323680374109
"1233330",187.776133119941
"1233415",188
"1233380",187.304929170174
"1233325",186.253029903333
"1233395",187.324985622397
"1236140",255
"1236175",195.472982143837
"1230415",226
"1233240",188
"1233170",227
"1233270",188
"1233220",195.199599677178
"1233140",227
"1233215",210.62848038766
"1233235",188
"1215490",220.999840867534
"1233230",188
"1233160",227
"1233150",227
"1230150",231
"1233225",191.203794204903
"1233280",188
"1233275",188
"1206265",255
"1206275",242.215993648492
"1206280",207.973142948605
"1206290",206
"1206325",254.994485845684
"1206260",255
"1206300",206
"1206305",228.748391619501
"1206245",211.898761813953
"1206230",255
"1206295",206
"1206250",255
"1206255",255
"1206285",206
"1206270",255
"1206220",255
"1206190",206
"1206215",255
"1206240",213.542223155602
"1206195",230.35941154227
"1233155",227
"1206210",255
"1206225",255
"1206235",232.146578057491
"1233345",188
"1206205",255
"1206175",215.952614119302
"1206170",236.3920057565
"1206185",206
"1206145",255
"1233410",187.808743397954
"1206200",255
"1203120",255
"1203150",255
"1203160",255
"1230235",227
"1203125",255
"1203175",255
"1233350",188
"1203155",255
"1215235",221
"1221180",255
"1230225",228.882279019797
"1215330",206
"1230205",231
"1230215",231
"1230245",227
"1230190",231
"1221155",255
"1221200",188
"1221145",188
"1221125",255
"1221210",188
"1221060",255
"1221165",255
"1221205",188
"1221090",188
"1221085",188
"1221065",255
"1221055",255
"1221080",188
"1221075",212.512634133515
"1221095",188
"1221070",255
"1236080",186
"1236070",189.670614503285
"1221265",188
"1236085",186
"1221270",188
"1221275",188
"1236125",255
"1221285",188
"1236020",186
"1236050",186
"1236045",186
"1236055",202.422490457655
"1236060",255
"1236075",186
"1236065",202.35908881589
"1236040",186
"1233455",186
"1233460",186
"1236010",186
"1236005",207.703970166136
"1236035",186
"1236030",186
"1236025",186
"1236015",186
"1233365",188
"1233355",188
"1233205",218.031255060527
"1233295",188
"1233420",190.768710083742
"1233315",187.907227605416
"1233175",227
"1233190",221.433882744151
"1209600",206
"1218195",255
"1209515",206
"1209590",231.664952208277
"1212355",228
"1209535",206
"1209605",206
"1209530",206
"1209575",234
"1209550",232.230771144182
"1209585",234
"1209510",206
"1209310",206
"1209540",206
"1209525",206
"1209580",234
"1209340",206
"1209355",206
"1209330",206
"1209335",206
"1209520",206
"1209325",206
"1209445",234
"1209595",212.202379030974
"1209420",228
"1209155",206
"1209370",215.455129091418
"1209430",228.125850453834
"1209435",233.998784236854
"1209365",206
"1209555",234
"1209375",234
"1239150",213
"1209385",234
"1239130",186
"1239120",186
"1212620",229
"1239170",186
"1212640",229
"1212685",221
"1209135",206
"1239155",212.795402068068
"1239030",190.47122373324
"1239125",186
"1239060",212.989340076373
"1239140",186
"1239145",204.16869519263
"1239135",186
"1239020",186
"1239035",212.275663807406
"1239095",186
"1239040",213
"1239090",186
"1239085",186
"1239025",186
"1212325",228
"1209500",209.098025897359
"1209615",206
"1239010",187.171531061679
"1209610",206
"1239015",186.082350620181
"1209345",206
"1239045",213
"1239005",186.147687928705
"1227245",222.006157836528
"1227415",229
"1227200",221.000492737627
"1227400",229
"1227325",221
"1227375",229
"1227265",221
"1227450",229
"1212710",227.861829675429
"1227145",221
"1227260",221
"1227230",229
"1212145",228
"1227395",229
"1227205",229
"1227420",231.409163675333
"1227090",229
"1227035",221
"1227150",221
"1227105",221
"1227235",229
"1227215",229
"1227240",228.629867237774
"1227220",229
"1212680",221.013077027746
"1212670",229
"1212720",229
"1212695",221
"1227015",221
"1227055",221
"1227080",229
"1227020",221
"1227580",230.992171220071
"1227625",230.993898345422
"1203165",255
"1227680",227
"1239110",186
"1212525",229
"1227645",228.51228834697
"1227345",221
"1227525",224.694191551079
"1227465",229
"1227430",230.174969224297
"1227545",229.020828546659
"1227510",221
"1227535",229.066623709921
"1227665",224.253225220518
"1227620",230.025638348729
"1227285",221
"1227360",221
"1227280",221
"1227355",221
"1227075",229
"1227405",229
"1227370",224.066328664127
"1227340",221
"1227305",221
"1227385",229
"1227455",229
"1227410",229
"1227300",221
"1227270",221
"1227380",229
"1227320",221
"1230315",226.139565614692
"1230345",213.92542219685
"1230330",218.9405284683
"1230320",226.033697073718
"1215035",206
"1230185",231
"1215030",206
"1215080",221
"1233375",188
"1230475",213
"1206140",255
"1236145",186.242013765117
"1221220",188
"1221005",212.802124248524
"1230110",229.189654092255
"1230100",227
"1230360",213
"1212405",234
"1212225",228
"1230430",226
"1230395",226
"1233260",188
"1233285",188
"1233265",188
"1212440",229.913261206131
"1212365",228.011932486717
"1212330",228
"1212430",230.270592681923
"1212385",228
"1212380",228
"1212435",229.93003550763
"1212420",232.399861739804
"1218045",255
"1218050",255
"1206315",206
"1218075",255
"1206345",255
"1206335",255
"1206365",206
"1206350",255
"1230440",226
"1230375",213
"1230650",213
"1230445",226
"1224220",188
"1218030",255
"1218040",255
"1218035",255
"1233180",227
"1233195",227
"1233340",188
"1215385",221
"1233210",218.041755577553
"1233200",226.81500592422
"1233335",187.839982969186
"1230435",226
"1215100",206
"1215130",206
"1215160",206
"1230180",231
"1215125",206
"1215025",206
"1233305",192.489680491985
"1233300",188
"1209225",224.056804078345
"1218070",255
"1209040",206
"1209050",209.874961977232
"1209235",230.264631466647
"1209070",233.179849850937
"1209045",206
"1209075",234
"1212730",229
"1212735",229
"1221235",200.582369642052
"1212745",229
"1221195",188
"1209060",225.228321806176
"1209055",215.377198289926
"1209065",223.165821279874
"1230420",226
"1212445",225.576089472882
"1212600",221
"1212495",228.920525110413
"1212585",221
"1212610",225.794309643642
"1212690",221
"1212655",229
"1206360",241.251923069399
"1206370",206
"1212485",228.32650886625
"1206395",255
"1212490",228.658625114832
"1212390",228.170949418567
"1212475",228.700408609074
"1212460",228.766634641026
"1209005",206
"1209185",233.834064713828
"1209130",206
"1209400",234
"1209145",206
"1209125",206
"1209380",234
"1209140",206
"1230290",231
"1230265",226.202057643702
"1215260",206.413326096526
"1230275",230.152611213203
"1209120",206
"1215420",206
"1209175",206
"1209405",231.482218897574
"1212275",234
"1209100",206
"1209270",234
"1209010",206
"1212305",234
"1209115",206
"1230280",230.999973998811
"1212250",228
"1209205",234
"1209220",234
"1209025",206
"1209240",233.524963732883
"1209260",234
"1209215",234
"1209020",206
"1209245",228.637028674149
"3218150",234.274184172385
"3218155",237
"3218165",234.340891515237
"3218160",237
"3218135",236.371290390153
"3218175",230
"3218190",230
"3218180",230
"3236060",214
"3236015",214
"3236080",214
"3236020",214
"3242225",
"3236125",214
"3218145",237
"3218115",237
"3224035",230
"3224020",214.00015221443
"3224030",217.450721252151
"3239235",
"3224025",214
"3224040",230
"3242250",
"3236010",214
"3239240",
"3239225",
"3239200",
"3236040",217.3544491882
"3224010",230
"3242255",
"3224015",226.929088532937
"3224005",230
"3236110",214
"3242040",
"3242110",
"3236115",214
"3242160",
"3242130",
"3239080",
"3239045",
"3227150",214
"3227165",214
"3227155",214
"3236055",214
"3227170",214
"3227160",214
"3242030",
"3242010",
"3239150",
"3239100",
"3212205",221.761725334563
"3212210",223.853752135914
"3227130",214
"3212215",226.815138777543
"3227175",214
"3227115",214
"3218200",230
"3218215",230
"3218205",230
"3218195",225.243901313355
"3218220",230
"3218210",230
"3218230",230
"3218170",230
"3248005",223
"3248010",223
"3230155",223
"3230160",223
"3242120",
"3230130",223
"3209215",225.486288918723
"3242125",
"3242165",
"3248090",
"3248080",
"3245095",
"3212015",227.283750423158
"3242075",
"3212025",232
"3212020",231.935261637998
"3221060",230
"3245100",
"3221085",230
"3221090",230
"3221150",230
"3221095",230
"3221140",230
"3221100",230
"3239105",
"3239125",
"3239040",
"3239135",
"3239160",
"3239130",
"3221055",230
"3221065",230
"3212190",227
"3212200",227
"3242275",
"3242330",
"3242280",
"3242260",
"3242320",
"3242245",
"3224070",230
"3224050",222.380699565604
"3224100",214
"3224060",214
"3224075",230
"3224065",229.343854333451
"3212240",232
"3212220",227
"3248165",
"3221025",230
"3248175",
"3248195",
"3248200",
"3248205",
"3248140",
"3248190",
"3245150",
"3242115",
"3218070",233.459344791772
"3239155",
"3221015",230
"3221010",229.971005906927
"3221005",228.261943594137
"3221020",230
"3227100",220.342060981303
"3227080",214
"3227065",214
"3227085",214
"3227070",214
"3233110",223
"3230080",221.145789621709
"3227125",214
"3227030",214
"3227035",214.035122397299
"3227055",214
"3227040",214
"3227095",221.462843302742
"3227060",214
"3227090",214
"3227045",214
"3233075",223
"3233085",219.849606006567
"3227025",217.47784409155
"3242325",
"3227010",214.002554612147
"3227020",216.694597532821
"3227015",214
"3227005",214
"3233040",223
"3233005",219.912176223401
"3233015",223
"3233030",223
"3233050",223
"3233035",223
"3242285",
"3233065",223
"3248115",
"3230145",223
"3248180",
"3248125",
"3248185",
"3248070",
"3248170",
"3248210",
"3230030",232
"3230015",232
"3230125",223
"3230020",232
"3230165",223
"3230120",223
"3230140",223
"3230150",223
"3212235",232
"3212175",227
"3212185",227
"3212180",227
"3227050",214
"3230010",232
"3230025",232
"3212225",229.140079550646
"3230115",223
"3230085",223
"3212170",227
"3212150",232
"3212230",232
"3212165",227.282123282942
"3212145",232
"3212195",227
"3215070",237
"3215055",226.315444671613
"3215060",227.174670228955
"3215065",236.215858473101
"3215080",237
"3215075",237
"3215090",224.966273125885
"3215095",225.438654315912
"3245180",
"3245165",
"3215030",237
"3245185",
"3215035",237
"3215045",227
"3215050",227
"3215040",232.592220451984
"3245055",
"3245020",223
"3245070",
"3245060",
"3245160",
"3245065",
"3245140",
"3245155",
"3248215",
"3248130",
"3248235",
"3248240",
"3248230",
"3248220",
"3245015",223
"3248225",
"3239190",
"3239085",
"3239175",
"3239185",
"3239220",
"3239180",
"3239210",
"3239205",
"3218110",237
"3218105",237
"3218080",237
"3218225",230
"3239170",
"3239195",
"3239165",
"3239140",
"3218030",237
"3218040",237
"3218085",237
"3218060",237
"3218055",237
"3218095",237
"3218100",237
"3218090",237
"3218065",234.167643575065
"3215140",214
"3218050",236.045610954608
"3218005",235.403404837322
"3218015",237
"3218010",236.231621028348
"3218035",237
"3218020",237
"3215005",229.445656275419
"3245200",
"3215025",237
"3215010",227
"3215015",227
"3215020",231.226986064718
"3242085",
"3230070",225.909801415109
"3230075",225.971229432721
"3230050",228.484148451105
"3236120",214
"3230055",227.168621903597
"3227120",214
"3227110",214
"3245205",
"3245195",
"3218185",230
"3218140",237
"3242015",
"3227145",214
"3227140",214
"3236105",214
"3230065",231.149375055857
"3230035",231.878609302476
"3206065",230.299742865199
"3206090",229
"3206075",229
"3245120",
"3242215",
"3206070",229
"3218130",237
"3242185",
"3248135",
"3248095",
"3221135",230
"3218045",237
"3248160",
"3248145",
"3248150",
"3248155",
"3233100",223
"3233080",223
"3239110",
"3239075",
"3233105",223
"3221160",228.137515103099
"3221145",230
"3221155",229.931808488319
"3203045",232.857500097702
"3203030",232.240555790982
"3203035",233
"3203040",233
"3203070",233
"3203075",233
"3203140",224.194351319582
"3203095",233
"3227180",214
"3242205",
"3227190",214
"3227195",214
"3230005",232
"3227185",214
"3236090",214
"3236005",214
"3242270",
"3242235",
"3206165",223
"3242290",
"3233025",223
"3233070",223
"3239095",
"3239070",
"3233125",223
"3233090",223
"3233120",223
"3233115",223
"3209210",231.910749674625
"3233095",223
"3242210",
"3242200",
"3242305",
"3242220",
"3218120",237
"3242170",
"3242190",
"3218125",237
"3242195",
"3242310",
"3236025",214
"3224055",219.392002113789
"3236045",222.483879663516
"3236030",214
"3239055",
"3236035",214.22039440583
"3239145",
"3239090",
"2218015",230.993325783587
"2218005",231
"2218155",222
"2218170",222
"2218175",222
"2218160",222
"2218190",222
"2218165",222
"3203080",232.715114348638
"3242265",
"2206175",185
"2206195",185
"2206115",184.424058056442
"2206145",205.332044938763
"2218010",231
"2206075",201.624504797146
"3218075",237
"3224115",214
"3239230",
"3239215",
"3212010",227
"3212005",226.174254599044
"3212055",227
"3212070",227
"3230100",223
"3230090",223
"3230135",223
"3230170",223
"3212160",230.233560434928
"3212085",227
"3230110",223
"3230105",223
"3218025",237
"3236160",214
"3236190",
"3236135",214
"3236170",
"3236175",
"3206095",227.572452303518
"3206040",229
"3215130",219.969860739631
"3245190",
"3224085",216.614373328654
"3224110",214
"3245080",
"3245085",
"3239065",
"3245090",
"3224090",214
"3245175",
"3239115",
"3239120",
"3239050",
"3224095",214
"3245170",
"3209105",235.225087819148
"3209055",228.952230401294
"3209085",221.040794707567
"3209070",226.543684414164
"3209050",229
"3209075",223.338750091358
"3209095",228.704709023336
"3209060",223.96159248093
"3209065",224.967758578282
"3248025",223
"3248020",223
"3221125",230
"3221165",230
"3206085",227.271961575783
"3206035",229
"3248065",
"3248085",
"3215110",214
"3215105",214
"3215135",214
"3215115",222.310855583789
"3212115",228.277615926372
"3212130",232
"3212135",232
"3212155",232
"3245025",223
"3245035",219.65480102574
"3245050",
"3245040",
"3215100",214.390537078787
"3215085",233.90821596598
"3215120",230
"3215125",230.027728249403
"3206155",223
"3206145",225.396974500575
"3206120",229.653356313909
"3206150",223
"3245010",223
"3206135",223
"3245030",223
"3245005",217.560812570217
"3206115",227.654328651612
"3206100",227.955600474346
"3248015",223
"3245075",
"3206045",226.939129752669
"3206105",228.628002444882
"3236050",214
"3236085",214
"3203120",231.981084851155
"3203005",230.104146921755
"3206005",231.944184644457
"3203170",223.239016465008
"3203180",223
"3242005",
"3248110",
"3248100",
"3236070",214
"3209155",228.31917684907
"3236130",215.404425787598
"3236155",214
"3203010",231.59405965175
"3236100",214
"3203020",232.341946135917
"3203015",230.702140331681
"3248075",
"3248120",
"3206140",224.19113842631
"3212090",227
"3212095",227
"3212140",232
"3242240",
"3245045",
"3224045",230
"3230060",226.411614299281
"3206110",229
"3248035",223
"3206050",229
"3206055",229.00008160092
"3206060",231.373749950231
"3206080",229
"3242180",
"3248030",223
"3248050",
"3248040",223
"3230045",224.812243232584
"3248055",
"3248060",
"3248105",
"3236095",214
"3245145",
"3227105",214
"3227075",214
"3230040",223.100124160069
"3227135",214
"3248045",223
"3230095",223
"3236075",214
"3236065",214
"3245135",
"3245105",
"3245125",
"3245110",
"3245130",
"3245115",
"8212055",200.021180991921
"8212095",198.223526447559
"8212090",199
"8209165",227
"8206170",214.0310916155
"8206080",224.87583659886
"8212085",199
"8206140",225
"8206055",216.280134499116
"8209125",225
"8206085",224.083351185007
"8209110",223.87135923093
"8206065",219.10705110931
"8206105",214.525146127343
"8206060",219.205969261688
"8206110",214.053383282276
"8212050",219
"8209085",225
"8206045",216.253405609637
"8212035",216.966762274236
"8212010",218.659024261563
"8206050",215.873606792486
"8209120",225
"8209115",225
"8209010",209
"8203120",214.403791522431
"8203185",214.361354718922
"8203180",209
"8209060",217.196084910918
"8209005",209
"8212025",214.528060768211
"8209095",225
"8224080",204.6964682594
"8224070",208.000572316369
"8221040",218
"8224130",197.924300929646
"8224135",206.964808131191
"8224125",196.325697728165
"8221065",210.363938162956
"8224065",208.131970206774
"8203025",205
"8221015",213.969337629383
"8209090",225
"8203020",203.451611146311
"8224055",208
"8206020",204.208436432442
"8203030",205.981619632957
"8224060",208.495421120372
"8206155",225
"8218015",227
"8218165",231
"8215110",212.46182276238
"8218200",224.475743066638
"8218120",231
"8218185",211.006041922773
"8218195",220.38943357001
"8206135",225
"8206130",224.995147761356
"8212075",199
"8206180",214
"8218010",227
"8215015",214
"8218020",227
"8206175",214
"8233035",195.170607933008
"8233005",196.727504231214
"8227015",216.531194508929
"8212005",205.749896431945
"8233010",203.94873389838
"8233020",206.26112560803
"8233040",217.379408359194
"8230070",175.96836302665
"8221135",207.871623097035
"8227025",203.338958682395
"8230035",213.378445424337
"8221140",207.131363810217
"8227005",214.948177744949
"8230065",211.743737260881
"8230055",214.036722492517
"8230050",214.941078229434
"8224120",200.260651459196
"8224115",208.611155228833
"8221075",215.239982565949
"8224140",206.5
"8230005",221
"8221080",219.182943146905
"8221070",209
"8212130",190.488883239096
"8212175",218.18231999608
"8221045",218
"8212115",195.269204883739
"8218045",227
"8212155",222.34227798738
"8212165",223.52993194112
"8212100",190.195400471496
"8212160",221.741688170246
"8224045",207.386375062061
"8221060",218
"8218025",227.286871636452
"8218030",227
"8224085",207
"8224095",207
"8224110",216.634888342677
"8221035",218
"8215005",225.25927528135
"8218060",218.735343911625
"8212150",224.869869834519
"8212125",199
"8218035",227
"8206190",214
"8218050",227
"8218040",227
"8233050",190
"8233055",190
"8206160",225
"8227020",196.469137769646
"8212110",199
"8212105",194.869783260942
"8215010",214.704229748691
"8206150",225
"8233030",190.634451592983
"8221050",214.797097323673
"8233025",192.953436188349
"8230060",212
"8233060",194.127924374482
"8203165",209
"8230040",213.428111665893
"8230045",215
"4403085",207.936049092201
"4403010",190.115237725601
"4415060",192
"4415160",208.019282194796
"4415175",209.298322422439
"4415125",200.88169436128
"4409080",208.636536754914
"4412120",207.498712575088
"4412090",187.054202657743
"4415040",224.38762209743
"4415195",192
"4403065",218.827693365461
"4415215",192
"4415105",245.470965265715
"4409095",188.133413863661
"4415155",250.105844004187
"4406060",203.215488456969
"4406020",204.193576400198
"4409090",187
"4409065",191
"4418015",197.945740675773
"4409025",187
"4412095",209.498417168302
"4412020",221
"4403030",185.266501887466
"4415210",192
"4415220",255
"4412055",218.822113932929
"4406070",197.36952193483
"4412040",209.759154151109
"4415120",221.866191826627
"4403080",210
"8224040",207.821641469733
"8224105",217.185739496259
"8224090",207
"8221030",218
"8203005",201.000764515139
"8206165",215.761556834284
"8203010",201.957689518752
"8206015",216.20073879793
"8218125",230.85372777231
"8218130",211.985685642985
"8215055",216
"8215040",216
"8224015",207
"8233065",193.921256250259
"8221025",218
"8221020",218
"8203035",205.940400019511
"4415185",192
"8203140",209
"8215115",215.472880997796
"8218075",230.460280014995
"8203050",209
"8212120",198.796156117505
"8212170",219.18483199374
"4415070",195.763175267832
"4409045",202.756115864136
"4415150",220.878348865221
"4412130",179.816582333026
"4409005",255
"4403060",180.787173221858
"4415190",192
"4412015",178
"8215030",215.20805385924
"8218065",213.194241148792
"8203190",210.59809875092
"8218085",227.561286725234
"8203200",216.078912244213
"8209025",209.0016895675
"8206030",214.38711841698
"8203195",215.967277557093
"8212210",189
"8221010",214.235508158887
"8230030",201.539557831916
"8212240",196
"8230025",209.126624279954
"8221145",201.500797030967
"8215120",208.682276552249
"8203150",209
"8218160",231
"8212205",187.851291274563
"8218175",228.01108636424
"8212185",200.320011786747
"8221130",199.52446999741
"8215090",216
"8212080",199
"8206120",214
"8203125",212.276592296134
"8203130",209.145513961082
"8203090",214
"8203145",209
"8218170",231
"8203060",209
"8218155",231
"8215085",216
"8203110",214
"8209015",207.052511759526
"8203155",209
"8209020",204.663956795761
"8203115",214.39719514041
"8203160",209
"8203170",209
"8203175",209
"8209170",227
"8206075",224.292369492273
"8212070",199
"8212065",199
"8209175",218.054478146715
"8206125",216.983195023377
"8206005",202.483203761178
"8206010",220.362564287067
"8209140",225.029787437848
"8206100",214.529650615215
"8218070",229.090106714912
"8209145",215.042740652284
"8212140",213.974020832975
"8212145",222.093701953081
