gnd_id,travel_time_major_cities
"8124120",168.75
"2121215",156
"2121210",109
"2121200",86.3333333333333
"2121195",79
"2121190",207.272727272727
"2121185",234.785714285714
"2121180",139.2
"2121205",134.909090909091
"2121220",81.5
"2121170",89
"2121175",113
"2121165",80.75
"2121140",84
"2121160",118.434782608696
"2121145",59.5
"2121155",135
"2121125",149.698675131292
"2121150",155.5
"2121120",198.25
"2121135",109.857142857143
"2121040",288.333333333333
"2121060",229.5
"2121070",189
"2121110",102.2
"2121055",337.8
"2121095",282.2
"2121005",229.272727272727
"2121050",394.75
"2121010",369.125
"2121045",411.923076923077
"2121080",146.166666666667
"2121035",281.333333333333
"2121030",281.333333333333
"2121015",236.333333333333
"2121025",138
"2121020",140.727272727273
"2121235",226.083333333333
"2121075",111.222222222222
"2121065",152.2
"2121090",212.333333333333
"2121085",217.5
"2121230",134
"2121225",88.75
"2139335",167
"2139500",140.986984788027
"2139520",88.0767282364851
"2139525",67.8308801042283
"2139475",48.5662253563878
"2139485",89.0514409477011
"2139465",36.0411360473189
"2139460",39
"2139380",21.9256217605025
"2139555",19.502875712995
"2139425",18.4378611580201
"2139440",19.5401999867132
"2139390",18.4663578300685
"2139265",16.4638387689109
"2139275",15.9870956105284
"2139295",14.0972058382716
"2139290",14.2354124351807
"2139285",14.4985311566743
"2139120",13.5291958909861
"2139175",15.4396260597864
"2139110",15.7110609866677
"2139180",16.1408875004158
"2139260",16.0084505324767
"2139210",77.8155364739236
"2139195",40.0170822633326
"2139255",27.3726606537637
"2139320",29.014585519795
"2139375",30.6227256296195
"2139370",40
"2139105",16.0542103757366
"2139240",121
"2139245",88.8945170186413
"2139235",108.920173750056
"2139205",63.6259558208875
"2139200",42.7857573571691
"2139455",39.1389912660666
"2139470",46.9182373906446
"2139450",25.8672112119291
"2139585",21.9105645265314
"2139480",82.5173454096678
"2139145",11.4053532475356
"2139420",16.3430106007054
"2139410",15.7655838957765
"2139215",68.4933026269864
"2139075",47.8585164829307
"2139080",44.109551939061
"2139045",24.424561193501
"2139085",33.7264705665176
"2139040",18.9749748027045
"2139035",15.859887242179
"2139090",27
"2139010",14.1433754943127
"2139030",15.0268295570736
"2139005",14.5823921364822
"2139015",13.0281503914448
"2139025",13.1397397928935
"2139020",12.8245178692971
"2139115",13.9720086088233
"2139125",12.3832689716118
"2139135",11.1823472737538
"2139165",13.3573035156402
"2139160",13.2249948497193
"2139130",11.6390475916349
"2139140",12
"2139150",13.2692269060384
"2139100",17.5806034827353
"2139270",14.4256090457055
"2139170",13.8349503485083
"2139360",69.5051029010601
"2139365",47.657440625384
"2139330",89.5
"2139325",57.3823701594203
"2139315",17.6335563060988
"2139385",20.0969807367397
"2139310",16.9549531656213
"2139305",16.7243587140807
"2139400",17.9851652823738
"2139280",14.7524078534472
"2139300",16
"2139515",99.2053586703397
"2139615",81.1976083613734
"2139600",43.971139448698
"2139605",31.1555834856062
"2139595",43.7269560962575
"2139530",50.8458415636497
"2139590",24.3477970140568
"2139535",34.1200342257074
"2139575",21.4688269396153
"2139570",21.3879453412295
"2139550",19
"2139435",18.4531649589133
"2139565",20.2500952280078
"2139560",19.6023341563631
"2139545",20.0554418658453
"2139355",87.7609388320228
"2139345",137.762701778422
"2139395",18.7491742263429
"2139405",16.7988395887316
"2139350",125.712458880378
"2139095",16.6622047002236
"2139190",18.1711611678388
"2139185",21.8585380507521
"2139495",120.5
"2139490",100.83648683715
"2139415",16.6912052485595
"2139540",21.0267286154372
"2139445",21.3939328650328
"2134150",76.5408123879889
"2134130",102.5
"2134195",79.1022811610887
"2134080",118
"2134090",117.5
"2134190",102.327126639173
"2134185",117.342417344231
"2134215",87.7228819758746
"2134225",85.0957804663749
"2134175",138.605908447695
"2134230",137
"2134240",165.522212787462
"2134085",194.905249446186
"2134170",187.482215674258
"2134245",186
"2134165",177.612047605597
"2134255",155
"2134270",136
"2134160",173
"2134125",178.5
"2134120",197.056803653218
"2134040",134.96662499041
"2134030",129
"2134015",166.5
"2134025",158.176782299151
"2134095",145.674926831656
"2134100",192
"2134105",171.741390510359
"2134050",219.780027092607
"2134045",215.2047366414
"2134115",222.193238961559
"2134110",225.187478308738
"2134010",167.641752685005
"2134285",100.185944053504
"2134275",130.84339635052
"2134280",137.5
"2134155",111.676940760021
"2134180",113.206014989405
"2134260",55.0615217824802
"2134250",176.294469524016
"2134035",144.666666666667
"2121100",162
"2106335",12.4361725741061
"2106300",15.7899778626009
"2106235",77.4133324791308
"2106200",48.1443008664348
"2106055",133.040533383693
"2106240",88.1835058533294
"2106165",99
"2106195",99.724616112685
"2106190",78.787785029475
"2106175",124
"2106170",127.74549560494
"2106140",91.8693335866704
"2106295",14.7491016928555
"2106090",120.167711289089
"2106070",171.702329424058
"2106160",57.3333333333333
"2106095",141.759388102117
"2106135",141.333333333333
"2106130",143.828861411164
"2106185",63.66103131717
"2106085",178.464765845085
"2106155",29.3116451157558
"2106205",17.0073729296284
"2106290",12.9785030328992
"2106150",38.7004443482795
"2106245",91.5
"2106250",69.484031616732
"2106145",98.5
"2106270",52
"2106265",64.0793763222376
"2106305",12.5304174966508
"2106330",12.31811252036
"2106310",11.9118994787588
"2106320",10.0923611897932
"2106325",10.5397236783003
"2106315",10.7880520748089
"2106275",32.0848042848413
"2106280",22.6801687258652
"2106230",45.0320487705252
"2106225",19.2243740420001
"2106125",137.5
"2106255",45.111611706592
"2106260",62.9740012458383
"2106180",84.5106879831843
"2106065",178.477128521297
"2106035",194.666450359735
"2106060",137.575737979939
"2106045",156.397862745772
"2106020",224.628860975288
"2106040",180.717526169138
"2103285",17.0151072591048
"2103290",18.9144230137988
"2103240",40.4892299379491
"2103325",150.448294039523
"2103330",129.435123924307
"2103335",102.28566151478
"2103130",28.1546273600957
"2103120",25
"2103200",50.6517107019558
"2103190",97.4616436513231
"2103195",85.8725058976582
"2103050",47.8716827445263
"2103045",23
"2103090",22.3054872578515
"2103235",26.9143395093032
"2103105",23
"2103055",21.0153872750914
"2103255",20.7107832525208
"2103260",19.1074152221411
"2103305",54.9311443152878
"2103150",49.6622012946069
"2103155",49.6531366777056
"2103145",41.404420722626
"2103165",90.4387629723677
"2103040",27.3107062314902
"2103075",37.8152933673935
"2103135",48
"2103205",50.5
"2103140",55.5
"2103170",63.9562384732393
"2103180",103.682250297415
"2103175",115.580001471454
"2103245",56.8365604989546
"2103300",50.7164751460575
"2103225",39.1371156809361
"2103250",23.1658705356654
"2109030",44.5209913629995
"2109160",11.5860753719015
"2109140",26.1640056001233
"2109110",11.0959061002465
"2109005",84.3333333333333
"2109015",34.75
"2109035",23.503814657531
"2109060",14.9343282164773
"2154150",276.444444444444
"2154135",46
"2154105",144.833333333333
"2154095",252.440598658092
"2154110",64.5
"2154100",176
"2154050",122.75
"2154055",201
"2154060",214.515088029043
"2154010",190.111350978185
"2154115",48.1666666666667
