gnd_id,temperature
"1206390",27.0708132065184
"1230665",26.7999992370605
"1230640",26.8033220243447
"1218010",27
"1218005",27
"1218020",27.1000003814697
"1218015",27.0600002288818
"1215520",27
"1218025",27.0500001907349
"1230170",26.7100536204302
"1230175",26.7040538174279
"1230270",26.7999992370605
"1230230",26.8001986168875
"1230305",26.6959844433782
"1230040",26.7990566372855
"1230645",26.7999992370605
"1230310",26.74573683943
"1212590",26.9499998092651
"1227315",26.8999996185303
"1212660",26.7377054100601
"1212665",26.7250003814697
"1209090",27
"1212740",26.7999992370605
"1230010",26.7999992370605
"1209095",27
"1209250",26.7999992370605
"1227605",26.7666664123535
"1221110",27.0072886839237
"1221105",27.0000217147474
"1221120",27.1000003814697
"1221115",27.0941762039222
"1221140",27
"1221130",27.0406516371154
"1212550",26.8999996185303
"1206045",27
"1212520",26.7370059601665
"1212575",26.8991042786347
"1212530",26.7629122146019
"1212700",26.9142597577073
"1227705",26.8212534559133
"1227695",26.8499994277954
"1209395",26.6999998092651
"1227290",27
"1227515",26.8877494319011
"1227565",26.8345203128819
"1209030",27
"1227195",26.8999996185303
"1212185",26.5195562847296
"1212200",26.7999992370605
"1209290",26.8999996185303
"1209150",27
"1227335",26.8999996185303
"1227445",26.8499994277954
"1209170",26.9057198634196
"1227425",26.4166666666667
"1227500",26.8999996185303
"1227505",26.8999996185303
"1212615",26.8999996185303
"1209300",26.9046495637178
"1209560",26.8999996185303
"1236180",27.2999992370605
"9230070",26.5750002861023
"0",0.752777788374159
"9230035",25.8083333969116
"9233005",25.8125002384186
"1230195",26.7963792503187
"1206100",27
"1206110",27.0425513132544
"1206105",27.0005036352243
"1206095",27
"1206090",27
"1212195",26.7999992370605
"1206115",27.1000003814697
"1230335",26.7999992370605
"1203105",24.6075645221558
"1230250",26.7999992370605
"1230340",26.7959431994201
"1230295",26.6333338419596
"1230255",26.7333335876465
"1230260",26.7999992370605
"1230200",26.8000076692717
"1221100",27.0022182592423
"1221135",27.0406670662674
"1221240",27.0109766788849
"1221260",26.9499998092651
"1221230",27.1000003814697
"1221185",27.1000003814697
"1203085",27.1142788392451
"1203080",18.4465539800936
"9215130",25.7333335876465
"9209010",25.3000005086263
"9218160",26.2748101604984
"9218170",26.4333337148031
"9221040",26.2166665395101
"9212155",25.9465735973279
"9227160",25.207142829895
"9224095",26.2000001271566
"9230150",26.375
"9233065",24.9583333333333
"9233120",24.3875000476837
"9233130",20.8810810913911
"9230175",26.3499994277954
"9233125",22.2541666825612
"9215115",26.1500005722046
"9230180",25.8666667938232
"9233010",25.3125
"9215035",26.5396552734332
"9224025",25.8999996185303
"9209270",24.9499998092651
"9218390",25.8666661580404
"9209275",24.4666665395101
"9233060",25.4333327611287
"9212285",25.2000001271566
"9230080",26.75
"9230095",26.3666667938232
"9203340",26.4499998092651
"9230075",26.5500001907349
"9206015",26.0333334604899
"9203390",26.6500005722046
"9203400",26.2980394074271
"9203410",26.3000005086263
"9206125",25.9924036288337
"9206115",25.80833102905
"9206210",25.5333334604899
"9212095",26.3000001907349
"9212140",25.8389705871271
"9206235",25.7666664123535
"9224045",25.9199996948242
"9215240",26.3999996185303
"9218310",26.5600002288818
"9218295",25.9599998474121
"9209215",25.6000003814697
"9212250",26.0905253284737
"9212055",26.0666669209798
"9203440",26.276332235196
"9206130",26
"9215200",25.7999998728434
"9215230",26.3000001907349
"9218365",26.5666669209798
"9221010",26.0500001907349
"9218375",26.3333326975505
"9206335",25.4889751736842
"9209305",23.8250002861023
"9215205",26.267933811472
"9206325",25.1681443082444
"9203205",26.7629964865972
"9221125",26.0333334604899
"9203240",26.1999998092651
"9203220",26.6000003814697
"9209200",22.6166661580404
"9215095",26.2484003285527
"9218320",26.3666667938232
"9209280",24.9208143800732
"1203060",27.1000003814697
"1212425",26.824999332428
"1203070",24.7632531251688
"1203055",27.1000003814697
"1203090",27.1000003814697
"1212410",26.7999992370605
"1212370",26.6343572585986
"1212360",26.5
"1227475",26.8883515770571
"1227480",26.8999996185303
"1203185",27.0500001907349
"1203075",2.56221239705305
"1203190",24.5304038525305
"1227700",26.877053136257
"1230155",26.7000007629395
"1227745",26.7999992370605
"1206035",27
"1206020",27
"1206040",27
"1206055",27.0215124426182
"1239195",27.1000003814697
"1239115",27.1000003814697
"1227460",26.8549671867664
"1227390",26.8499994277954
"1215535",26.9810898511426
"1215590",27
"1215480",27
"1215470",26.974871264182
"1206030",27
"1215580",27.063475960419
"1206010",27.0857719568683
"1206025",27
"1212545",26.8995792569994
"1212155",26.75
"1212095",26.7219710959314
"1212480",26.7075249632685
"1212630",26.7991994613995
"1212160",26.466667175293
"1239210",27.017888444309
"1239230",26.9854870929087
"1212055",26.8499994277954
"1212120",26.8319556435467
"1212570",26.8999996185303
"1212455",26.8999996185303
"1212465",26.8999996185303
"1212100",26.7213272307477
"1212535",26.8059006342287
"1212555",26.8999996185303
"1236130",27.3999996185303
"1236110",27.2999992370606
"1236135",27.3999996185303
"1236155",27.1817547440779
"1212090",26.8063629718421
"1236160",27.1584970886272
"1212105",26.7999992370605
"1212110",26.8499994277954
"1212400",26.8999996185303
"1212320",26.844429610807
"1212375",26.618693758593
"1212415",26.8230729183219
"1233405",27.1077000741636
"1206015",27.0500001907349
"1236105",27.2789669187489
"1233425",27.1686620708643
"1227655",26.8499994277954
"1227670",26.8999996185303
"1227710",26.8049397691525
"1227610",26.7999992370605
"1227755",26.7999992370605
"1227650",26.8314731357156
"1206135",27.0466102514659
"1206130",27.1000003814697
"1227190",26.8999996185303
"1227185",26.8999996185303
"1227180",26.8999996185303
"1227275",26.9632381259473
"1227175",26.8999996185303
"1227615",26.7999992370605
"1227635",26.886417760194
"1227660",26.8999996185303
"1239080",26.931121232945
"1239070",26.8999996185303
"1239075",26.9333330790202
"1239050",26.8333326975505
"1239105",27.0168234830165
"1239065",26.9499998092651
"1227170",26.9361683419373
"1227255",26.8999996185303
"1239220",27
"1239235",26.9579004431843
"1227005",26.8999996185303
"1239215",27
"1227520",26.8048378377816
"1239225",27
"1239055",26.8999996185303
"1224175",27
"1209200",26.8999996185303
"1209080",26.8999996185303
"1209015",27
"1209190",26.8999996185303
"1209390",26.8666661580404
"1209280",26.8999996185303
"1209410",26.5
"1209285",26.8999996185303
"1224360",26.8999996185303
"1224400",26.8999996185303
"1224390",26.8999996185303
"1236170",27.2394745481204
"1230300",26.6500005722046
"1230240",26.7171800468513
"1209210",27
"1209085",26.9499998092651
"1236185",27.2000007629395
"1224395",26.8999996185303
"1224385",26.9333330790202
"1206005",27.1000003814697
"1224365",26.8999996185303
"1206050",27
"1224440",26.9499998092651
"1224355",26.9213223398173
"1206125",27.1000003814697
"1206160",27
"1209315",27
"1209425",26.7999992370605
"1221035",27.1000003814697
"1206120",27.1000003814697
"1206075",27
"1206060",27.0079073835362
"1206320",27.000453991256
"1224130",26.9873715294425
"1206375",27.1000003814697
"1206340",27.1000003814697
"1206355",27.0918508853575
"1206330",27.1000003814697
"1206385",27.098162016193
"1206380",27.0216634689114
"1224035",27
"1224025",27
"1224050",27
"1224140",26.9958610549792
"1224150",27
"1224040",27
"1221280",26.9985706411192
"1224070",27
"1224100",26.9074793007763
"1224010",27.0733182370407
"1224105",26.9468858896634
"1224055",27
"1224060",27
"1224115",26.969913491762
"1224045",27
"1224020",27.0566121291752
"1224090",26.9143528125417
"1224095",26.8999996185303
"1224075",27
"1224085",26.9799921761292
"1224080",27
"1224015",27.0011088156698
"1224065",27
"1224030",27
"1215370",26.8999996185303
"1215275",26.9333330790202
"1215440",27
"1215265",26.9645742375046
"1230210",26.8749995231628
"1230220",26.8531534538968
"1224185",27
"1224145",27
"1215185",26.9499998092651
"1215255",26.917707048288
"1215320",26.9230853761111
"1215325",26.9803630884993
"1215310",27
"1215335",26.9333330790202
"1215425",26.9560668352616
"1215315",27
"1215210",26.8999996185303
"1215110",26.9042506665135
"1215180",27
"1215175",27
"1215190",26.9774075263036
"1215230",26.8999996185303
"1215270",26.9499998092651
"1215205",26.8999996185303
"1224265",26.9212115759428
"1224285",26.9087230406252
"1224270",26.9154941068955
"1215155",27
"1215105",26.8999996185303
"1215170",26.9699456185842
"1215095",26.8999996185303
"1215150",27
"1224480",26.8999996185303
"1224345",26.9593414947683
"1224405",26.8999996185303
"1224430",26.9047072186899
"1224490",26.8999996185303
"1224475",26.8970555213595
"1224425",26.8999996185303
"1224435",26.8999996185303
"1224235",27
"1224325",26.9499998092651
"1224215",27
"1224205",27
"1224370",26.9307532026153
"1224375",26.9851500008363
"1224340",26.9405966647196
"1224210",27
"1224275",26.8999996185303
"1224225",27
"1224230",27
"1224240",27
"1224200",27
"1224315",27
"1224135",27
"1224310",27
"1206310",27
"1224280",26.8999996185303
"1224260",26.9982947891784
"1224160",27
"1224195",27
"1224255",27
"1224250",26.9674979060546
"1224190",27
"1212210",26.75
"1212190",26.7281347428974
"1212270",26.7861016417143
"1212235",26.6922779651811
"1212310",26.8293591260625
"1212350",26.4333337148031
"1212340",26.5828800330893
"1212345",26.5666669209798
"1212140",26.7201548337605
"1212170",26.3833332061768
"1212165",26.5634824785423
"1212135",26.6034352492768
"1212335",26.5771816847349
"1212220",26.7046298141974
"1212295",26.7999992370606
"1212255",26.6770818633409
"1212075",26.8000001907349
"1212045",26.8666661580404
"1212080",26.8999996185303
"1212070",26.7750000953674
"1212060",26.75
"1212065",26.8601170554339
"1212125",26.7146574949174
"1212085",26.7999992370605
"1224450",26.8999996185303
"1224415",26.8999996185303
"1224410",26.8999996185303
"1224445",26.8999996185303
"1224470",26.8499994277954
"1224485",26.8499994277954
"1224460",26.8310358956781
"1224495",26.8558211431217
"1206080",27
"1236150",27.2000007629395
"1206150",27
"1206085",27
"1206155",27
"1236165",27.2000007629395
"1206180",27
"1206165",27
"1233310",26.8999996185303
"1233330",26.8999996185303
"1233415",27.1086208348673
"1233380",27.0001648923112
"1233325",26.8999996185303
"1233395",27.0458155552748
"1236140",27.3281613973081
"1236175",27.2999992370605
"1230415",26.6333338419596
"1233240",26.8999996185303
"1233170",26.7999992370605
"1233270",26.9627470141677
"1233220",26.8680628643258
"1233140",26.7999992370605
"1233215",26.8547304785983
"1233235",26.8999996185303
"1215490",26.9333330790202
"1233230",26.8999996185303
"1233160",26.7999992370605
"1233150",26.7999992370605
"1230150",26.7000007629395
"1233225",26.8436524798216
"1233280",26.8999996185303
"1233275",26.907688560894
"1206265",27.0379711248471
"1206275",27.0500001907349
"1206280",27
"1206290",27
"1206325",27.0099498000873
"1206260",27.1000003814697
"1206300",27
"1206305",27
"1206245",27.0500001907349
"1206230",27.1000003814697
"1206295",27
"1206250",27.0720341386768
"1206255",27.1000003814697
"1206285",27.0500001907349
"1206270",27.0153855620421
"1206220",20.4891695443547
"1206190",27
"1206215",26.9229274938777
"1206240",27.0153923508712
"1206195",27.0260046715068
"1233155",26.7999992370605
"1206210",22.1467680884343
"1206225",26.5257787686257
"1206235",27.0750002861023
"1233345",26.9206821240367
"1206205",27.087500333786
"1206175",27
"1206170",27.0251616307029
"1206185",27
"1206145",27.0333334604899
"1233410",27.169185754431
"1206200",27.0833336512248
"1203120",15.7360576288007
"1203150",27.1000003814697
"1203160",27.1000003814697
"1230235",26.7999992370605
"1203125",27.1000003814697
"1203175",27.1000003814697
"1233350",26.906749863464
"1203155",19.0273652694364
"1215235",26.8999996185303
"1221180",27.1000003814697
"1230225",26.7999992370605
"1215330",26.9999976332368
"1230205",26.8370613164065
"1230215",26.8399220246239
"1230245",26.75
"1230190",26.6666666666667
"1221155",27.1000003814697
"1221200",27
"1221145",27.0314230206809
"1221125",27.1000003814697
"1221210",27
"1221060",27.1000003814697
"1221165",27.1000003814697
"1221205",27
"1221090",27.0333334604899
"1221085",27.0666669209798
"1221065",27.1000003814697
"1221055",27.0810065725438
"1221080",27.0333334604899
"1221075",27.0500001907349
"1221095",27
"1221070",27.0602614221124
"1236080",27.1988087799873
"1236070",27.2643947913415
"1221265",26.9991959233759
"1236085",27.1371634403865
"1221270",27.1000003814697
"1221275",27.0052334130861
"1236125",27.3220382787203
"1221285",27.0207587334431
"1236020",27.1988554623779
"1236050",27.2000007629395
"1236045",27.198810436753
"1236055",27.2146848011707
"1236060",27.2999992370605
"1236075",27.2000007629394
"1236065",27.2377822125324
"1236040",27.1000003814697
"1233455",27.1999642246181
"1233460",27.2000007629395
"1236010",27.2000007629394
"1236005",27.2000007629395
"1236035",27.1000003814697
"1236030",27.1002543687716
"1236025",27.1187919910606
"1236015",27.2000007629395
"1233365",27
"1233355",26.9499998092651
"1233205",26.8499994277954
"1233295",26.8999996185303
"1233420",27.1923868876218
"1233315",26.8999996185303
"1233175",26.7999992370605
"1233190",26.8691990267402
"1209600",26.8999996185303
"1218195",27.2628889983696
"1209515",26.9333330790202
"1209590",26.8999996185303
"1212355",26.4198082630769
"1209535",27
"1209605",26.8999996185303
"1209530",27
"1209575",26.8333326975505
"1209550",26.8999996185303
"1209585",26.8999996185303
"1209510",26.8999996185303
"1209310",27
"1209540",26.8999996185303
"1209525",27
"1209580",26.8499994277954
"1209340",27
"1209355",26.9499998092651
"1209330",27
"1209335",27
"1209520",26.9666665395101
"1209325",27
"1209445",26.7963971706363
"1209595",26.8999996185303
"1209420",26.7973026535877
"1209155",26.9303592487858
"1209370",26.8999996185303
"1209430",26.75
"1209435",26.6708825639743
"1209365",26.9047663915639
"1209555",26.8999996185303
"1209375",26.8999996185303
"1239150",26.8999996185303
"1209385",26.8749995231628
"1239130",26.9470262655101
"1239120",27.0114649487547
"1212620",26.8499994277954
"1239170",26.9499998092651
"1212640",26.7605640021205
"1212685",27
"1209135",27
"1239155",26.8999996185303
"1239030",26.8999996185303
"1239125",27
"1239060",26.9000390998795
"1239140",26.8999996185303
"1239145",26.9327041715805
"1239135",26.9499998092651
"1239020",26.8999996185303
"1239035",26.8999996185303
"1239095",27.0331017270347
"1239040",26.8999996185303
"1239090",27
"1239085",26.9606537293165
"1239025",26.8999996185303
"1212325",26.611437912058
"1209500",26.8999996185303
"1209615",26.8999996185303
"1239010",26.9650688013187
"1209610",26.8999996185303
"1239015",26.9797050816583
"1209345",26.9499998092651
"1239045",26.8666661580404
"1239005",26.9952117611957
"1227245",26.8999996185303
"1227415",26.4749999046326
"1227200",26.8999996185303
"1227400",26.7350347274635
"1227325",26.9343444918046
"1227375",26.8979081760077
"1227265",26.8999996185303
"1227450",26.8654051639181
"1212710",26.8999996185303
"1227145",26.9499998092651
"1227260",26.8999996185303
"1227230",26.7999992370605
"1212145",26.7999992370605
"1227395",26.8499994277954
"1227205",26.8578516753432
"1227420",26.2666664123535
"1227090",26.8999996185303
"1227035",27
"1227150",26.9667073469984
"1227105",26.8999996185303
"1227235",26.8479546241361
"1227215",26.7665272898921
"1227240",26.8999996185303
"1227220",26.7825707935561
"1212680",26.8999996185303
"1212670",26.7999992370605
"1212720",26.7232814745945
"1212695",27
"1227015",26.960224297675
"1227055",26.9162912664576
"1227080",26.8999996185303
"1227020",26.8999996185303
"1227580",26.7455367796122
"1227625",26.7999992370605
"1203165",13.5500001907349
"1227680",26.8999996185303
"1239110",27.0342111872209
"1212525",26.7999992370605
"1227645",26.8999996185303
"1227345",26.8999996185303
"1227525",26.7999992370605
"1227465",26.8789603289999
"1227430",26.3999996185303
"1227545",26.8971646614917
"1227510",26.8999996185303
"1227535",26.8999996185303
"1227665",26.8999996185303
"1227620",26.8999996185303
"1227285",26.9983069358267
"1227360",26.8999996185303
"1227280",26.9693818416651
"1227355",26.8999996185303
"1227075",26.8999996185303
"1227405",26.6506118001598
"1227370",26.8999996185303
"1227340",26.8999996185303
"1227305",26.9499998092651
"1227385",26.7999992370605
"1227455",26.7999992370606
"1227410",26.4749999046326
"1227300",26.9499998092651
"1227270",26.8999996185303
"1227380",26.8499994277954
"1227320",26.9499998092651
"1230315",26.7999992370605
"1230345",26.7999992370605
"1230330",26.7666664123535
"1230320",26.7999992370606
"1215035",26.8999996185303
"1230185",26.8499994277954
"1215030",26.8999996185303
"1215080",26.8999996185303
"1233375",26.9936068167759
"1230475",26.7999992370605
"1206140",27.0800003051758
"1236145",27.2561437893874
"1221220",27
"1221005",27.0833336512248
"1230110",26.8501682239845
"1230100",26.7999992370605
"1230360",26.7999992370605
"1212405",26.8499994277954
"1212225",26.75
"1230430",26.7958445172981
"1230395",26.7999992370606
"1233260",26.9505284518538
"1233285",26.900093992298
"1233265",26.9499998092651
"1212440",26.8999996185303
"1212365",26.6666673024495
"1212330",26.5400001525879
"1212430",26.8851651034524
"1212385",26.75
"1212380",26.5
"1212435",26.8999996185303
"1212420",26.8499994277954
"1218045",27.0500001907349
"1218050",27.0800003051758
"1206315",27
"1218075",27.1000003814697
"1206345",27.1000003814697
"1206335",27.1000003814697
"1206365",27.0735545732633
"1206350",27.1000003814697
"1230440",26.7999992370605
"1230375",26.7953205930014
"1230650",26.7999992370605
"1230445",26.7999992370605
"1224220",27
"1218030",27
"1218040",27
"1218035",27
"1233180",26.7749996185303
"1233195",26.8582473156112
"1233340",26.945016524661
"1215385",26.9482790805189
"1233210",26.8999996185303
"1233200",26.8435756671617
"1233335",26.9678441595289
"1230435",26.7999992370606
"1215100",26.8999996185303
"1215130",26.8999996185303
"1215160",27
"1230180",26.7666670481364
"1215125",26.9388858039837
"1215025",26.8999996185303
"1233305",26.8999996185303
"1233300",26.8999996185303
"1209225",26.9965437997497
"1218070",27.1111115349664
"1209040",27
"1209050",27
"1209235",26.8375834587444
"1209070",27
"1209045",27
"1209075",26.9199996948242
"1212730",26.7493378744167
"1212735",26.75
"1221235",27.0951862557351
"1212745",26.7000007629395
"1221195",27.0019460386461
"1209060",26.9599998474121
"1209055",27
"1209065",27
"1230420",26.75
"1212445",26.8999996185303
"1212600",26.9480889258967
"1212495",26.6949813648495
"1212585",26.9359110730188
"1212610",26.8978410194621
"1212690",27
"1212655",26.7969968567282
"1206360",27
"1206370",27.1000003814697
"1212485",26.6000003814697
"1206395",27.1000003814697
"1212490",26.6466191456495
"1212390",26.8999996185303
"1212475",26.702535750827
"1212460",26.8999996185303
"1209005",27
"1209185",26.9499998092651
"1209130",27
"1209400",26.8666661580404
"1209145",26.9978397948908
"1209125",26.9499998092651
"1209380",26.8999996185303
"1209140",27
"1230290",26.75
"1230265",26.7999992370605
"1215260",26.9151716801929
"1230275",26.7999992370605
"1209120",27
"1215420",26.9045486890507
"1209175",26.964081137199
"1209405",26.7585184613675
"1212275",26.75
"1209100",27
"1209270",26.8999996185303
"1209010",27
"1212305",26.8003572155095
"1209115",26.9499998092651
"1230280",26.7999992370605
"1212250",26.5697936618341
"1209205",26.9199996948242
"1209220",26.8999999364217
"1209025",27
"1209240",26.8725571267243
"1209260",26.75
"1209215",26.9499998092651
"1209020",27
"1209245",26.8333326975505
"3218150",26.1333332061768
"3218155",26.5
"3218165",26.5385316738109
"3218160",26.6000003814697
"3218135",26.2333335876465
"3218175",26.074999332428
"3218190",26.6000003814697
"3218180",25.9499998092651
"3236060",26.6627660031798
"3236015",26.7000007629395
"3236080",26.7000007629395
"3236020",26.681135778336
"3242225",26.6000003814697
"3236125",26.6666673024495
"3218145",26.2
"3218115",26.5986652030612
"3224035",26.6000003814697
"3224020",26.7000007629395
"3224030",26.678433672842
"3239235",13.4312612772844
"3224025",26.7000007629395
"3224040",26.4499998092651
"3242250",26.6000003814697
"3236010",26.7000007629394
"3239240",17.575773812527
"3239225",13.9464728413294
"3239200",26.3785217826404
"3236040",26.4749999046326
"3224010",26.6000003814697
"3242255",14.1963378780054
"3224015",26.6333338419596
"3224005",26.6000003814697
"3236110",26.7000007629395
"3242040",26.6333338419596
"3242110",26.7000007629395
"3236115",26.7000007629394
"3242160",26.51178258731
"3242130",26.6803135223121
"3239080",26.6044239922845
"3239045",26.6000003814697
"3227150",26.7000007629395
"3227165",26.6000003814697
"3227155",26.7000007629395
"3236055",26.7000007629395
"3227170",26.5500001907349
"3227160",26.6743171304113
"3242030",26.4333330790202
"3242010",26.3999996185303
"3239150",26.5273859033308
"3239100",12.8997111363824
"3212205",26.4666665395101
"3212210",26.4749999046326
"3227130",26.7000007629395
"3212215",26.2999998728434
"3227175",26.5500001907349
"3227115",26.6053496519206
"3218200",26.6349624171628
"3218215",26.0375001430511
"3218205",26.6000003814697
"3218195",26.6333338419596
"3218220",26.2250003814697
"3218210",26.2749996185303
"3218230",26.4472861303056
"3218170",26.5
"3248005",26.1000003814697
"3248010",25.9499998092651
"3230155",26.252646408375
"3230160",26.3066098373712
"3242120",26.7000007629395
"3230130",26.5500001907349
"3209215",25.2499996821086
"3242125",26.7000007629395
"3242165",26.5
"3248090",26.5500001907349
"3248080",26.4499998092651
"3245095",26.5292515091002
"3212015",25.2000001271566
"3242075",26.7000007629395
"3212025",26.2000002861023
"3212020",25.6000003814697
"3221060",26.6000003814697
"3245100",26.5
"3221085",26.7000007629395
"3221090",26.6301639012197
"3221150",26.6500005722046
"3221095",26.6000003814697
"3221140",26.6999511123387
"3221100",26.6000003814697
"3239105",26.3095330878727
"3239125",9.35492908590387
"3239040",13.0099299900523
"3239135",26.5637665328622
"3239160",16.8885594506017
"3239130",26.5001035693489
"3221055",26.5333334604899
"3221065",26.5733984155122
"3212190",26.4499998092651
"3212200",26.5
"3242275",16.5579705345728
"3242330",26.2843486237546
"3242280",25.4246750744421
"3242260",19.6002711871567
"3242320",13.0297902322584
"3242245",26.6000003814697
"3224070",26.6000003814697
"3224050",26.6500005722046
"3224100",26.7000007629395
"3224060",26.7000007629395
"3224075",26.5244582159207
"3224065",26.6014283109346
"3212240",26.1000003814697
"3212220",26.5
"3248165",11.8528739941824
"3221025",26.3999996185303
"3248175",26.5705604767107
"3248195",22.6901558989058
"3248200",26.5
"3248205",26.5
"3248140",26.6000003814697
"3248190",24.8858767509486
"3245150",15.1947099937888
"3242115",26.7000007629394
"3218070",25.75
"3239155",25.4255041637971
"3221015",26.5250000953674
"3221010",26.3599998474121
"3221005",26.5666669209798
"3221020",26.4326544533841
"3227100",26.4531369741469
"3227080",26.6000003814697
"3227065",26.5796337737104
"3227085",26.5666669209798
"3227070",26.5500001907349
"3233110",26.1000003814697
"3230080",26.2000007629395
"3227125",26.6333338419596
"3227030",26.4469891185291
"3227035",26.3499994277954
"3227055",26.6000003814697
"3227040",26.5
"3227095",26.3499994277954
"3227060",26.5500001907349
"3227090",26.4666665395101
"3227045",26.5744994895984
"3233075",26.5005336673167
"3233085",26.4249997138977
"3227025",26.4499998092651
"3242325",20.9918854973237
"3227010",26.6000003814697
"3227020",26.4792722476009
"3227015",26.5685598837065
"3227005",26.5559707025298
"3233040",26.3204618636828
"3233005",26.3999996185303
"3233015",26.3999996185303
"3233030",26.4121087223875
"3233050",26.3499994277954
"3233035",26.3499994277954
"3242285",26.7000007629395
"3233065",26.1589071635368
"3248115",26.4499998092651
"3230145",26.3500003814697
"3248180",26.5500001907349
"3248125",19.3906857683712
"3248185",26.5506157294869
"3248070",26.5
"3248170",24.5473842772223
"3248210",26.513973315056
"3230030",26.5666669209798
"3230015",26.25
"3230125",26.5
"3230020",26.4499998092651
"3230165",26.3499994277954
"3230120",26.5660213819651
"3230140",26.4499998092651
"3230150",26.4305253929141
"3212235",26.0599998474121
"3212175",26.5
"3212185",26.4830108102606
"3212180",26.5333334604899
"3227050",26.6000003814697
"3230010",26.3000001907349
"3230025",26.5587495491545
"3212225",26.2333335876465
"3230115",26.4088125218868
"3230085",26.2040861369281
"3212170",26.5
"3212150",26.3999996185303
"3212230",26.3999996185303
"3212165",26.4333330790202
"3212145",26.2333335876465
"3212195",26.5
"3215070",26.6000003814697
"3215055",26.4749999046326
"3215060",26.4749999046326
"3215065",26.6000003814697
"3215080",26.6000003814697
"3215075",26.6000003814697
"3215090",26.5500001907349
"3215095",26.551093448628
"3245180",26.5319332046317
"3245165",24.5740093610388
"3215030",26.5279784645655
"3245185",26.6000003814697
"3215035",26.5781256053327
"3215045",26.4600002288818
"3215050",26.4499998092651
"3215040",26.5333334604899
"3245055",26.4112984005275
"3245020",26.324999332428
"3245070",26.5
"3245060",26.5
"3245160",26.6000003814697
"3245065",26.5
"3245140",0.00248363243370045
"3245155",26.573877648784
"3248215",26.5002678952326
"3248130",18.6615503076726
"3248235",26.5997409824785
"3248240",16.1135695670601
"3248230",26.5211531436338
"3248220",24.5952982536928
"3245015",26.4429162139608
"3248225",26.1563587392938
"3239190",20.8554922475911
"3239085",26.6000003814697
"3239175",26.526872404584
"3239185",26.5579207767726
"3239220",26.6000003814697
"3239180",26.5500001907349
"3239210",21.8137823481542
"3239205",26.5
"3218110",26.4333330790202
"3218105",26.6000003814697
"3218080",26.4666665395101
"3218225",26.3999996185303
"3239170",26.6000003814697
"3239195",16.2353669111235
"3239165",23.2583279121279
"3239140",13.25
"3218030",26.4499998092651
"3218040",26
"3218085",26.1500005722046
"3218060",26.25
"3218055",26.25
"3218095",26.378933423008
"3218100",26.6000003814697
