gnd_id,land_cover_woodland,land_cover_grassland,land_cover_cropland,land_cover_wetland,land_cover_bareland,land_cover_urban,land_cover_water
"2139435",0.195875943910457,0.456318072686427,0.347805983403116,0,0,0,0
"2139565",1,0,0,0,0,0,0
"2139560",0.563424507571585,0.163004461372374,0.27357103105604,0,0,0,0
"2139545",0.5,0.5,0,0,0,0,0
"2139355",1,0,0,0,0,0,0
"2139345",0.75,0.25,0,0,0,0,0
"2139395",0.487713770575134,0.512286229424866,0,0,0,0,0
"2139405",1,0,0,0,0,0,0
"2139350",1,0,0,0,0,0,0
"2139095",1,0,0,0,0,0,0
"2139190",1,0,0,0,0,0,0
"2139185",1,0,0,0,0,0,0
"2139495",0,1,0,0,0,0,0
"2139490",0.397120507170782,0.602879492829218,0,0,0,0,0
"2139415",1,0,0,0,0,0,0
"2139540",0.333333333333333,0.666666666666667,0,0,0,0,0
"2139445",0.5,0,0.5,0,0,0,0
"2134150",1,0,0,0,0,0,0
"2134130",1,0,0,0,0,0,0
"2134195",1,0,0,0,0,0,0
"2134080",1,0,0,0,0,0,0
"2134090",1,0,0,0,0,0,0
"2134190",1,0,0,0,0,0,0
"2134185",1,0,0,0,0,0,0
"2134215",1,0,0,0,0,0,0
"2134225",1,0,0,0,0,0,0
"2134175",0.6,0.4,0,0,0,0,0
"2134230",1,0,0,0,0,0,0
"2134240",1,0,0,0,0,0,0
"2134085",1,0,0,0,0,0,0
"2134170",1,0,0,0,0,0,0
"2134245",1,0,0,0,0,0,0
"2134165",1,0,0,0,0,0,0
"2134255",1,0,0,0,0,0,0
"2134270",1,0,0,0,0,0,0
"2134160",1,0,0,0,0,0,0
"2134125",1,0,0,0,0,0,0
"2134120",1,0,0,0,0,0,0
"2134040",1,0,0,0,0,0,0
"2134030",1,0,0,0,0,0,0
"2134015",1,0,0,0,0,0,0
"2134025",1,0,0,0,0,0,0
"2134095",1,0,0,0,0,0,0
"2134100",1,0,0,0,0,0,0
"2134105",0.666666666666667,0.333333333333333,0,0,0,0,0
"2134050",1,0,0,0,0,0,0
"2134045",1,0,0,0,0,0,0
"2134115",1,0,0,0,0,0,0
"2134110",1,0,0,0,0,0,0
"2134010",1,0,0,0,0,0,0
"2134285",1,0,0,0,0,0,0
"2134275",1,0,0,0,0,0,0
"2134280",1,0,0,0,0,0,0
"2134155",1,0,0,0,0,0,0
"2134180",0.866415757528442,0.133584242471558,0,0,0,0,0
"2134260",1,0,0,0,0,0,0
"2134250",1,0,0,0,0,0,0
"2134035",1,0,0,0,0,0,0
"2121100",0.833333333333333,0.166666666666667,0,0,0,0,0
"2106335",1,0,0,0,0,0,0
"2106300",1,0,0,0,0,0,0
"2106235",1,0,0,0,0,0,0
"2106200",1,0,0,0,0,0,0
"2106055",1,0,0,0,0,0,0
"2106240",1,0,0,0,0,0,0
"2106165",1,0,0,0,0,0,0
"2106195",1,0,0,0,0,0,0
"2106190",1,0,0,0,0,0,0
"2106175",1,0,0,0,0,0,0
"2106170",1,0,0,0,0,0,0
"2106140",1,0,0,0,0,0,0
"2106295",1,0,0,0,0,0,0
"2106090",0.6,0.4,0,0,0,0,0
"2106070",0.796359206835661,0.203640793164339,0,0,0,0,0
"2106160",1,0,0,0,0,0,0
"2106095",1,0,0,0,0,0,0
"2106135",1,0,0,0,0,0,0
"2106130",1,0,0,0,0,0,0
"2106185",1,0,0,0,0,0,0
"2106085",0.759141892055364,0.240858107944636,0,0,0,0,0
"2106155",1,0,0,0,0,0,0
"2106205",1,0,0,0,0,0,0
"2106290",1,0,0,0,0,0,0
"2106150",1,0,0,0,0,0,0
"2106245",1,0,0,0,0,0,0
"2106250",1,0,0,0,0,0,0
"2106145",1,0,0,0,0,0,0
"2106270",1,0,0,0,0,0,0
"2106265",1,0,0,0,0,0,0
"2106305",1,0,0,0,0,0,0
"2106330",0.666666666666667,0.333333333333333,0,0,0,0,0
"2106310",0.997735074227071,0.00226492577292854,0,0,0,0,0
"2106320",0.976008579907186,0.0239914200928136,0,0,0,0,0
"2106325",0.666666666666667,0.333333333333333,0,0,0,0,0
"2106315",1,0,0,0,0,0,0
"2106275",1,0,0,0,0,0,0
"2106280",1,0,0,0,0,0,0
"2106230",1,0,0,0,0,0,0
"2106225",1,0,0,0,0,0,0
"2106125",1,0,0,0,0,0,0
"2106255",1,0,0,0,0,0,0
"2106260",1,0,0,0,0,0,0
"2106180",1,0,0,0,0,0,0
"2106065",1,0,0,0,0,0,0
"2106035",1,0,0,0,0,0,0
"2106060",1,0,0,0,0,0,0
"2106045",1,0,0,0,0,0,0
"2106020",1,0,0,0,0,0,0
"2106040",1,0,0,0,0,0,0
"2103285",1,0,0,0,0,0,0
"2103290",1,0,0,0,0,0,0
"2103240",1,0,0,0,0,0,0
"2103325",1,0,0,0,0,0,0
"2103330",1,0,0,0,0,0,0
"2103335",1,0,0,0,0,0,0
"2103130",0,0,1,0,0,0,0
"2103120",0,0.769078400029867,0.230921599970133,0,0,0,0
"2103200",1,0,0,0,0,0,0
"2103190",1,0,0,0,0,0,0
"2103195",1,0,0,0,0,0,0
"2103050",1,0,0,0,0,0,0
"2103045",1,0,0,0,0,0,0
"2103090",0.8,0.2,0,0,0,0,0
"2103235",1,0,0,0,0,0,0
"2103105",1,0,0,0,0,0,0
"2103055",1,0,0,0,0,0,0
"2103255",1,0,0,0,0,0,0
"2103260",1,0,0,0,0,0,0
"2103305",1,0,0,0,0,0,0
"2103150",1,0,0,0,0,0,0
"2103155",1,0,0,0,0,0,0
"2103145",1,0,0,0,0,0,0
"2103165",1,0,0,0,0,0,0
"2103040",1,0,0,0,0,0,0
"2103075",1,0,0,0,0,0,0
"2103135",0.888888888888889,0.111111111111111,0,0,0,0,0
"2103205",1,0,0,0,0,0,0
"2103140",1,0,0,0,0,0,0
"2103170",1,0,0,0,0,0,0
"2103180",1,0,0,0,0,0,0
"2103175",1,0,0,0,0,0,0
"2103245",1,0,0,0,0,0,0
"2103300",1,0,0,0,0,0,0
"2103225",1,0,0,0,0,0,0
"2103250",1,0,0,0,0,0,0
"2109030",1,0,0,0,0,0,0
"2109160",1,0,0,0,0,0,0
"2109140",1,0,0,0,0,0,0
"2109110",0.5,0.5,0,0,0,0,0
"2109005",0.4,0.2,0.4,0,0,0,0
"2109015",0.769230769230769,0.230769230769231,0,0,0,0,0
"2109035",1,0,0,0,0,0,0
"2109060",1,0,0,0,0,0,0
"2154150",0.951219512195122,0.024390243902439,0.024390243902439,0,0,0,0
"2154135",0.928571428571429,0.0714285714285714,0,0,0,0,0
"2154105",0.909090909090909,0.0454545454545455,0.0454545454545455,0,0,0,0
"2154095",1,0,0,0,0,0,0
"2154110",0.8,0,0.2,0,0,0,0
"2154100",0.9,0.1,0,0,0,0,0
"2154050",0.842105263157895,0.157894736842105,0,0,0,0,0
"2154055",1,0,0,0,0,0,0
"2154060",1,0,0,0,0,0,0
"2154010",1,0,0,0,0,0,0
"2154115",0.8125,0.1875,0,0,0,0,0
"2154125",1,0,0,0,0,0,0
"2154140",0.842105263157895,0.157894736842105,0,0,0,0,0
"2154145",0.666666666666667,0.2,0.133333333333333,0,0,0,0
"2154020",1,0,0,0,0,0,0
"2154045",1,0,0,0,0,0,0
"2154120",1,0,0,0,0,0,0
"2154130",1,0,0,0,0,0,0
"2154040",1,0,0,0,0,0,0
"2118050",0.384615384615385,0.384615384615385,0.230769230769231,0,0,0,0
"2118145",1,0,0,0,0,0,0
"2118120",0.961538461538462,0,0.0384615384615385,0,0,0,0
"2118115",0.9375,0.0625,0,0,0,0,0
"2118110",0.9,0.1,0,0,0,0,0
"2118170",0.916666666666667,0,0.0833333333333333,0,0,0,0
"2118140",1,0,0,0,0,0,0
"2118290",1,0,0,0,0,0,0
"2118225",0.909090909090909,0.0909090909090909,0,0,0,0,0
"2118175",0.95,0,0.05,0,0,0,0
"2118280",0.75,0.1,0.15,0,0,0,0
"2118150",0.857142857142857,0.142857142857143,0,0,0,0,0
"2118305",0.674418604651163,0.22093023255814,0.0581395348837209,0,0,0,0.0465116279069767
"2118310",0.842105263157895,0.0701754385964912,0.0701754385964912,0,0,0,0.0175438596491228
"2118010",1,0,0,0,0,0,0
"2118045",0.727272727272727,0.272727272727273,0,0,0,0,0
"2118040",1,0,0,0,0,0,0
"2118165",0.333333333333333,0.666666666666667,0,0,0,0,0
"2118160",1,0,0,0,0,0,0
"2118200",1,0,0,0,0,0,0
"2118155",0.909090909090909,0.0909090909090909,0,0,0,0,0
"2118235",0.583333333333333,0.166666666666667,0.25,0,0,0,0
"2118285",0.705882352941177,0.117647058823529,0.176470588235294,0,0,0,0
"2118300",0.571428571428571,0.428571428571429,0,0,0,0,0
"2118190",0.833333333333333,0.166666666666667,0,0,0,0,0
"2118195",0.5,0.4,0.1,0,0,0,0
"2118265",0.625,0.25,0.125,0,0,0,0
"2118315",0.724137931034483,0.206896551724138,0.0689655172413793,0,0,0,0
"2118260",0.75,0.25,0,0,0,0,0
"2118035",0.538461538461538,0.153846153846154,0.307692307692308,0,0,0,0
"2118065",0.933333333333333,0.0666666666666667,0,0,0,0,0
"2118060",1,0,0,0,0,0,0
"2118055",0.941176470588235,0.0588235294117647,0,0,0,0,0
"2118135",0.846153846153846,0.0769230769230769,0.0769230769230769,0,0,0,0
"2118090",0.970588235294118,0.0294117647058824,0,0,0,0,0
"2118085",0.875,0.125,0,0,0,0,0
"2118105",0.5,0.166666666666667,0.333333333333333,0,0,0,0
"2118070",0.571428571428571,0.142857142857143,0.285714285714286,0,0,0,0
"2118075",0.857142857142857,0.142857142857143,0,0,0,0,0
"2118095",0.923076923076923,0.0769230769230769,0,0,0,0,0
"2118230",0.833333333333333,0.166666666666667,0,0,0,0,0
"2118025",1,0,0,0,0,0,0
"2151005",0.4,0.4,0.2,0,0,0,0
"2151235",0.333333333333333,0.5,0.166666666666667,0,0,0,0
"2151105",1,0,0,0,0,0,0
"2151190",1,0,0,0,0,0,0
"2151140",0.833333333333333,0.0833333333333333,0.0833333333333333,0,0,0,0
"2151145",0.916666666666667,0.0833333333333333,0,0,0,0,0
"2151195",1,0,0,0,0,0,0
"2151150",0.75,0,0.25,0,0,0,0
"2151185",1,0,0,0,0,0,0
"2151205",0.722222222222222,0.0555555555555556,0.222222222222222,0,0,0,0
"2151160",0.5,0.25,0.25,0,0,0,0
"2151155",0.714285714285714,0.285714285714286,0,0,0,0,0
"2151175",0.833333333333333,0.166666666666667,0,0,0,0,0
"2151170",0.625,0,0.375,0,0,0,0
"2151200",0.689655172413793,0.206896551724138,0.103448275862069,0,0,0,0
"2151240",0.9,0.1,0,0,0,0,0
"2151215",0,0.5,0.5,0,0,0,0
"2151180",0.391304347826087,0.130434782608696,0.478260869565217,0,0,0,0
"2151165",0.8,0.133333333333333,0.0666666666666667,0,0,0,0
"2151115",0,0,1,0,0,0,0
"2151010",0.666666666666667,0.166666666666667,0.166666666666667,0,0,0,0
"2151085",1,0,0,0,0,0,0
"2151060",0,0,1,0,0,0,0
"2151100",0,0.173557112494428,0.826442887505572,0,0,0,0
"2151095",0,0.666666666666667,0.333333333333333,0,0,0,0
"2151090",0.207391282412296,0.609761216114181,0.182847501473523,0,0,0,0
"2151065",0,0.466899840068498,0.533100159931502,0,0,0,0
"2151050",0,1,0,0,0,0,0
"2151055",0.5,0.25,0.25,0,0,0,0
"2151015",0.857142857142857,0.142857142857143,0,0,0,0,0
"2151040",1,0,0,0,0,0,0
"2151020",1,0,0,0,0,0,0
"2151045",0.8,0,0.2,0,0,0,0
"2151125",0,0.5,0.5,0,0,0,0
"2151135",1,0,0,0,0,0,0
"2151120",0.450802246216177,0,0.549197753783823,0,0,0,0
"2151070",1,0,0,0,0,0,0
"2148140",0.727272727272727,0.272727272727273,0,0,0,0,0
"2148135",0,0,1,0,0,0,0
"2148080",0,0,1,0,0,0,0
"2148085",0,0,1,0,0,0,0
"2148060",0,0,1,0,0,0,0
"2148065",0,0,1,0,0,0,0
"2148070",0.333333333333333,0.333333333333333,0.333333333333333,0,0,0,0
"2148075",0.4375,0.0625,0.5,0,0,0,0
"2148035",0.5,0.1,0.4,0,0,0,0
"2148055",0.2,0,0.8,0,0,0,0
"2148050",0,0,1,0,0,0,0
"2148130",0,0,1,0,0,0,0
"2148120",0.4,0.2,0.4,0,0,0,0
"2148110",0,0.2,0.8,0,0,0,0
"2148045",0.1875,0.125,0.6875,0,0,0,0
"2148040",0.6875,0.25,0.0625,0,0,0,0
"2148015",0.5,0,0.5,0,0,0,0
"2148010",0,0,1,0,0,0,0
"2148095",0,0.666666666666667,0.333333333333333,0,0,0,0
"2148100",0,0.5,0.5,0,0,0,0
"2148105",0,0.666666666666667,0.333333333333333,0,0,0,0
"2148005",0.6,0.2,0.2,0,0,0,0
"2148025",0.5,0.333333333333333,0.166666666666667,0,0,0,0
"2136265",1,0,0,0,0,0,0
"2136255",1,0,0,0,0,0,0
"2136270",1,0,0,0,0,0,0
"2136110",1,0,0,0,0,0,0
"2136245",0.333333333333333,0,0.666666666666667,0,0,0,0
"2136050",1,0,0,0,0,0,0
"2136115",0.8,0,0.2,0,0,0,0
"2136285",1,0,0,0,0,0,0
"2136240",0.5,0.25,0.25,0,0,0,0
"2136290",1,0,0,0,0,0,0
"2136230",1,0,0,0,0,0,0
"2136235",0.666666666666667,0.333333333333333,0,0,0,0,0
"2136315",1,0,0,0,0,0,0
"2136310",1,0,0,0,0,0,0
"2136030",0.75,0.25,0,0,0,0,0
"2136150",1,0,0,0,0,0,0
"2130305",0,1,0,0,0,0,0
"2130310",0.952380952380952,0.0476190476190476,0,0,0,0,0
"2130300",0.916666666666667,0.0833333333333333,0,0,0,0,0
"2130200",0,1,0,0,0,0,0
"2130205",0,1,0,0,0,0,0
"2130210",0,0.730339720482197,0.269660279517803,0,0,0,0
"2130165",0,0.5,0.5,0,0,0,0
"2130170",0,0,1,0,0,0,0
"2130160",0,0.0938915112557531,0.906108488744247,0,0,0,0
"2130100",0.8,0.2,0,0,0,0,0
"2130175",0.666666666666667,0.333333333333333,0,0,0,0,0
"2130215",0.615384615384615,0.153846153846154,0.230769230769231,0,0,0,0
"2130235",0.5,0.5,0,0,0,0,0
"2130240",0.333333333333333,0.5,0.166666666666667,0,0,0,0
"2130255",1,0,0,0,0,0,0
"2151210",0.333333333333333,0.3,0.366666666666667,0,0,0,0
"2142160",0.75,0.0909090909090909,0.159090909090909,0,0,0,0
"2145220",1,0,0,0,0,0,0
"2109065",1,0,0,0,0,0,0
"2112010",1,0,0,0,0,0,0
"2112005",1,0,0,0,0,0,0
"2115045",0.896551724137931,0.0689655172413793,0.0344827586206897,0,0,0,0
"2115055",1,0,0,0,0,0,0
"2115005",0.781609195402299,0.126436781609195,0.0919540229885057,0,0,0,0
"2115010",0.793103448275862,0.172413793103448,0.0344827586206897,0,0,0,0
"2115020",0.903846153846154,0.0769230769230769,0.0192307692307692,0,0,0,0
"5239105",0,0,1,0,0,0,0
"5239100",0,0.05,0.925,0,0,0,0.025
"5239010",0,0,1,0,0,0,0
"5239110",0,0,1,0,0,0,0
"5239085",0,0,1,0,0,0,0
"5239095",0,0,1,0,0,0,0
"5239090",0,0,0.5,0,0,0,0.5
"5215085",0.173913043478261,0.304347826086957,0.521739130434783,0,0,0,0
"5215095",0,0.257142857142857,0.742857142857143,0,0,0,0
"5215110",0.1,0.15,0.75,0,0,0,0
"5215105",0.0645161290322581,0.161290322580645,0.774193548387097,0,0,0,0
"5215080",0.04,0.24,0.72,0,0,0,0
"5215100",0.428571428571429,0,0.571428571428571,0,0,0,0
"5215075",0.32,0.12,0.56,0,0,0,0
"5215070",0.08,0.24,0.68,0,0,0,0
"5218005",0,0,1,0,0,0,0
"5218210",0,0,1,0,0,0,0
"5218140",0,0,1,0,0,0,0
"5218150",0,0,1,0,0,0,0
"5218175",0,0,1,0,0,0,0
"5218165",0,0,1,0,0,0,0
"5221045",0,0,0,0,0,1,0
"5221030",0,0,0.42145588088521,0,0,0.57854411911479,0
"5221040",0,0,0.5,0,0,0.5,0
"5221035",0,0,0.384474325557226,0,0,0.615525674442774,0
"5224040",0,0,0,0,0,1,0
"5224030",0,0,0.688688452909359,0,0,0.281733058273055,0.0295784888175864
"5224025",0,0,0.333333333333333,0,0,0.666666666666667,0
"5224020",0,0,0.646045668791687,0,0,0.353954331208313,0
"2124350",0.799849039012566,0,0.200150960987434,0,0,0,0
"2124345",0.833333333333333,0,0.166666666666667,0,0,0,0
"2124170",0.777777777777778,0.0740740740740741,0.148148148148148,0,0,0,0
"2124415",0.981818181818182,0,0.0181818181818182,0,0,0,0
"2124365",0.833333333333333,0,0,0,0,0,0.166666666666667
"2103125",1,0,0,0,0,0,0
"2103115",0.465750299642531,0.478615010538037,0.0556346898194327,0,0,0,0
"2103210",1,0,0,0,0,0,0
"2103320",1,0,0,0,0,0,0
"2103295",1,0,0,0,0,0,0
"2103310",1,0,0,0,0,0,0
"2103100",1,0,0,0,0,0,0
"2103215",1,0,0,0,0,0,0
"2103065",1,0,0,0,0,0,0
"2103070",1,0,0,0,0,0,0
"2109090",0.5,0,0.5,0,0,0,0
"2109095",0.25,0.5,0.25,0,0,0,0
"2103315",1,0,0,0,0,0,0
"2134135",1,0,0,0,0,0,0
"2134140",1,0,0,0,0,0,0
"2136035",1,0,0,0,0,0,0
"2136040",1,0,0,0,0,0,0
"2134265",1,0,0,0,0,0,0
"2136460",1,0,0,0,0,0,0
"2136370",1,0,0,0,0,0,0
"2136465",0.637445512891971,0.362554487108029,0,0,0,0,0
"2139060",1,0,0,0,0,0,0
"2139055",1,0,0,0,0,0,0
"2139050",1,0,0,0,0,0,0
"2139505",0.0909090909090909,0.272727272727273,0.636363636363636,0,0,0,0
"2136340",1,0,0,0,0,0,0
"2151230",0.533333333333333,0.3,0.166666666666667,0,0,0,0
"2103005",0.75,0.25,0,0,0,0,0
"2103010",1,0,0,0,0,0,0
"2151080",1,0,0,0,0,0,0
"2151130",1,0,0,0,0,0,0
"2148145",0.8125,0.125,0.0625,0,0,0,0
"2148125",0.333333333333333,0.5,0.166666666666667,0,0,0,0
"2151075",1,0,0,0,0,0,0
"2154090",0.96,0.04,0,0,0,0,0
"2154155",0.962962962962963,0.037037037037037,0,0,0,0,0
"2154085",1,0,0,0,0,0,0
"2154015",1,0,0,0,0,0,0
"2154005",1,0,0,0,0,0,0
"5248105",0,0.027027027027027,0.918918918918919,0.0540540540540541,0,0,0
"5248030",0,0,1,0,0,0,0
"5248130",0,0.16,0.84,0,0,0,0
"5248090",0,0.133333333333333,0.466666666666667,0,0,0,0.4
"5248040",0.0522388059701493,0.0746268656716418,0.873134328358209,0,0,0,0
"5248020",0.382882882882883,0.112612612612613,0.504504504504504,0,0,0,0
"5248110",0.333333333333333,0.0666666666666667,0.466666666666667,0,0,0,0.133333333333333
"5248115",0.222222222222222,0.222222222222222,0.543859649122807,0,0,0,0.0116959064327485
"5248080",0.491869918699187,0.195121951219512,0.300813008130081,0,0,0,0.0121951219512195
"5248005",0.0649350649350649,0.038961038961039,0.896103896103896,0,0,0,0
"5242155",0.689149560117302,0.0821114369501466,0.178885630498534,0,0,0,0.0498533724340176
"5242115",0.897435897435897,0.0769230769230769,0.0256410256410256,0,0,0,0
"5242120",0.142857142857143,0.142857142857143,0.714285714285714,0,0,0,0
"5242110",0.0645161290322581,0.032258064516129,0.903225806451613,0,0,0,0
"5242065",0.415384615384615,0.107692307692308,0.246153846153846,0,0,0,0.230769230769231
"5242105",0.25,0.222222222222222,0.527777777777778,0,0,0,0
"7160035",0.0833333333333333,0.125,0.791666666666667,0,0,0,0
"7160025",0,0.222222222222222,0.777777777777778,0,0,0,0
"7160055",0.111111111111111,0.111111111111111,0.777777777777778,0,0,0,0
"7160050",0.483870967741935,0,0.516129032258065,0,0,0,0
"7160045",0.196428571428571,0.142857142857143,0.660714285714286,0,0,0,0
"7160030",0.0434782608695652,0.152173913043478,0.804347826086957,0,0,0,0
"7160005",0.0526315789473684,0.105263157894737,0.842105263157895,0,0,0,0
"7121005",0.296296296296296,0.203703703703704,0.5,0,0,0,0
"7121025",0.0256410256410256,0.153846153846154,0.82051282051282,0,0,0,0
"7121030",0.192307692307692,0.307692307692308,0.5,0,0,0,0
"7121020",0.369565217391304,0.239130434782609,0.391304347826087,0,0,0,0
"7121055",0.0714285714285714,0.0476190476190476,0.880952380952381,0,0,0,0
"7121150",0.268292682926829,0.235772357723577,0.495934959349593,0,0,0,0
"7118190",0.027027027027027,0.162162162162162,0.783783783783784,0,0,0,0.027027027027027
"7118105",0.0185185185185185,0.0740740740740741,0.907407407407407,0,0,0,0
"7118180",0.0344827586206897,0.137931034482759,0.827586206896552,0,0,0,0
"7118185",0.03125,0.125,0.796875,0,0,0,0.046875
"7118145",0,0.307692307692308,0.692307692307692,0,0,0,0
