gnd_id,elevation
"2139085",559.886075949367
"2139040",527.575757575758
"2139035",526.390243902439
"2139090",538.615384615385
"2139010",534
"2139030",523.808823529412
"2139005",535.814814814815
"2139015",537.363636363636
"2139025",525.877551020408
"2139020",522.210526315789
"2139115",530.030927835052
"2139125",530.952380952381
"2139135",520.243243243243
"2139165",544.863636363636
"2139160",510.871794871795
"2139130",506.933333333333
"2139140",518.842105263158
"2139150",518.342857142857
"2139100",577.21875
"2139270",555.45652173913
"2139170",544.742574257426
"2139360",524.9
"2139365",524.978723404255
"2139330",589.596774193548
"2139325",550.747252747253
"2139315",543.842857142857
"2139385",515.6
"2139310",538.340425531915
"2139305",538.45
"2139400",503.596153846154
"2139280",527.093023255814
"2139300",529
"2139515",621.377358490566
"2139615",578.701754385965
"2139600",555.53488372093
"2139605",611.2
"2139595",601.25
"2139530",535.404761904762
"2139590",548
"2139535",525.625
"2139575",564.303370786517
"2139570",521.836734693878
"2139550",504.245283018868
"2139435",505.275862068966
"2139565",518.371794871795
"2139560",516.452830188679
"2139545",512.225
"2139355",589.020833333333
"2139345",576.326530612245
"2139395",508.432432432432
"2139405",506.793650793651
"2139350",561.525773195876
"2139095",534.255813953488
"2139190",566.161290322581
"2139185",587.962264150943
"2139495",576.4
"2139490",580.074074074074
"2139415",506.018181818182
"2139540",501.765625
"2139445",504.949152542373
"2134150",521.875
"2134130",395.492647058824
"2134195",352.381578947368
"2134080",218.020942408377
"2134090",213.266055045872
"2134190",298.950819672131
"2134185",264.631578947368
"2134215",304.422535211268
"2134225",267.666666666667
"2134175",197.151785714286
"2134230",330.657142857143
"2134240",241.455445544554
"2134085",180.3
"2134170",194.857142857143
"2134245",381.667870036101
"2134165",224.518518518519
"2134255",376.541044776119
"2134270",282.030303030303
"2134160",226.714285714286
"2134125",283.6375
"2134120",226.115151515152
"2134040",267.961538461538
"2134030",304.285714285714
"2134015",307.558282208589
"2134025",237.586466165414
"2134095",222.679245283019
"2134100",196.050314465409
"2134105",174.368421052632
"2134050",218.537634408602
"2134045",204.865546218487
"2134115",245.139534883721
"2134110",248.477777777778
"2134010",263.959349593496
"2134285",598.93
"2134275",342.05737704918
"2134280",386.753731343284
"2134155",339.875776397516
"2134180",245.210526315789
"2134260",643.744186046512
"2134250",304.111111111111
"2134035",243.068273092369
"2121100",115.084745762712
"2106335",490.542857142857
"2106300",511.191176470588
"2106235",554.636363636364
"2106200",560.65306122449
"2106055",650.727272727273
"2106240",524.926829268293
"2106165",589.313131313131
"2106195",532.829545454545
"2106190",529.694444444444
"2106175",548.814432989691
"2106170",587.793103448276
"2106140",637.12380952381
"2106295",496.857142857143
"2106090",647.845454545455
"2106070",716.862068965517
"2106160",629.69801980198
"2106095",641.868421052632
"2106135",582.010638297872
"2106130",569.764705882353
"2106185",524.561643835616
"2106085",689.868421052632
"2106155",600.98275862069
"2106205",552.987012987013
"2106290",496.978260869565
"2106150",537.90099009901
"2106245",526.353535353535
"2106250",491.473684210526
"2106145",607.625
"2106270",504.689655172414
"2106265",516.576086956522
"2106305",499.372881355932
"2106330",514.692307692308
"2106310",475.75
"2106320",460.333333333333
"2106325",475.703703703704
"2106315",467.394736842105
"2106275",520.958333333333
"2106280",511.595744680851
"2106230",540.034090909091
"2106225",524.026086956522
"2106125",550.127450980392
"2106255",518.147540983607
"2106260",523.569444444444
"2106180",504.615384615385
"2106065",705.378947368421
"2106035",677.552631578947
"2106060",682.169230769231
"2106045",604.621359223301
"2106020",703.878378378378
"2106040",659.733333333333
"2103285",526.694915254237
"2103290",545.30303030303
"2103240",302.632653061225
"2103325",308.354166666667
"2103330",337.811320754717
"2103335",363.310810810811
"2103130",252.470588235294
"2103120",266.3125
"2103200",320.010526315789
"2103190",307.827272727273
"2103195",332.746031746032
"2103050",334.096774193548
"2103045",279.981818181818
"2103090",355.136363636364
"2103235",297.140845070423
"2103105",297
"2103055",463
"2103255",439.848101265823
"2103260",516.903846153846
"2103305",398.320754716981
"2103150",203.69387755102
"2103155",211.71186440678
"2103145",272.090909090909
"2103165",240.269841269841
"2103040",260.88
"2103075",531.602272727273
"2103135",277.910714285714
"2103205",340.631147540984
"2103140",304.757763975155
"2103170",291.573333333333
"2103180",268.810126582278
"2103175",282.724489795918
"2103245",380.802325581395
"2103300",484.824561403509
"2103225",396.740458015267
"2103250",331.375757575758
"2109030",605.212765957447
"2109160",509.947368421053
"2109140",583.074074074074
"2109110",484.37037037037
"2109005",662.012738853503
"2109015",619.446735395189
"2109035",576.438356164384
"2109060",554.755813953488
"2154150",1079.50949367089
"2154135",688.027272727273
"2154105",760.094339622642
"2154095",789.305732484076
"2154110",681.268
"2154100",746.766037735849
"2154050",775.285420944558
"2154055",724.539568345324
"2154060",725.424460431655
"2154010",617.177215189873
"2154115",654.948275862069
"2154125",547.852941176471
"2154140",826.872047244094
"2154145",801.13417721519
"2154020",651.553571428571
"2154045",621.656716417911
"2154120",513.657142857143
"2154130",568.624203821656
"2154040",540.032258064516
"2118050",732.1261829653
"2118145",1233.21987951807
"2118120",736.305140961857
"2118115",574.02806122449
"2118110",637.252747252747
"2118170",871.633228840125
"2118140",867.017543859649
"2118290",988.264864864865
"2118225",951.840579710145
"2118175",866.331140350877
"2118280",562.839015151515
"2118150",1097.68888888889
"2118305",443.142790480635
"2118310",437.189593727726
"2118010",813.276145710928
"2118045",928.286764705882
"2118040",923.816816816817
"2118165",755.342105263158
"2118160",832.304761904762
"2118200",631.268656716418
"2118155",906.003773584906
"2118235",639.298305084746
"2118285",590.758793969849
"2118300",803.302631578947
"2118190",735.338461538462
"2118195",644.4453125
"2118265",865.854748603352
"2118315",546.798479087453
"2118260",665.671052631579
"2118035",821.935114503817
"2118065",627.872017353579
"2118060",642.6
"2118055",568.412621359223
"2118135",863.865443425076
"2118090",1227.57553956835
"2118085",933.843373493976
"2118105",603.927419354839
"2118070",600.901315789474
"2118075",717.703910614525
"2118095",940.849315068493
"2118230",633.697435897436
"2118025",1227.70105655687
"2151005",521.906976744186
"2151235",613.245989304813
"2151105",555.601851851852
"2151190",635.417721518987
"2151140",590.380794701987
"2151145",747.103333333333
"2151195",532.942528735632
"2151150",770.161290322581
"2151185",715.676616915423
"2151205",703.95652173913
"2151160",789.256
"2151155",828.506329113924
"2151175",936.710344827586
"2151170",948.516129032258
"2151200",686.332474226804
"2151240",622.308695652174
"2151215",928.561983471074
"2151180",967.679442508711
"2151165",1013.49869451697
"2151115",491.683333333333
"2151010",501.346153846154
"2151085",541.117647058824
"2151060",485
"2151100",491.527777777778
"2151095",504.918918918919
"2151090",490.416666666667
"2151065",514.631578947368
"2151050",531.916666666667
"2151055",507.234567901235
"2151015",533.95871559633
"2151040",519.27868852459
"2151020",573.407407407407
"2151045",591.392857142857
"2151125",488.234042553192
"2151135",509.630952380952
"2151120",498.190476190476
"2151070",582.369863013699
"2148140",1115.0036101083
"2148135",861.810185185185
"2148080",855.613333333333
"2148085",916.210526315789
"2148060",952.793103448276
"2148065",999.146341463415
"2148070",1103.5306122449
"2148075",1089.25362318841
"2148035",1088.49662162162
"2148055",1085.60344827586
"2148050",954.833333333333
"2148130",787.109589041096
"2148120",775.23275862069
"2148110",666.72380952381
"2148045",966.368932038835
"2148040",1173.44088669951
"2148015",868.468899521531
"2148010",871.637362637363
"2148095",871.86301369863
"2148100",884.645833333333
"2148105",811.08
"2148005",979.19156626506
"2148025",841.453703703704
"2136265",569.969696969697
"2136255",598.217948717949
"2136270",548.75
"2136110",547.642857142857
"2136245",533.802469135802
"2136050",607.048484848485
"2136115",549.112903225806
"2136285",526.414634146341
"2136240",530.736842105263
"2136290",522.901639344262
"2136230",532.023255813953
"2136235",533.074468085106
"2136315",568.883116883117
"2136310",564.446808510638
"2136030",578.326530612245
"2136150",557.666666666667
"2130305",603.15
"2130310",785.377690802348
"2130300",758.014705882353
"2130200",583.783783783784
"2130205",524.045112781955
"2130210",487.166666666667
"2130165",535.770833333333
"2130170",510.854838709677
"2130160",557.260869565217
"2130100",523.023529411765
"2130175",503.183908045977
"2130215",728.996825396825
"2130235",582.870967741935
"2130240",569.164705882353
"2130255",718.736842105263
"2151210",1057.74550484094
"2142160",1260.27340659341
"2145220",515.929914529915
"2109065",587.229166666667
"2112010",725.35129740519
"2112005",486.671755725191
"2115045",1087.29395218003
"2115055",971.345699831366
"2115005",1226.36199095023
"2115010",1131.90846994536
"2115020",1171.67518796992
"5239105",11.2356927710843
"5239100",3.95957651588065
"5239010",5.515625
"5239110",3.50326797385621
"5239085",3.36363636363636
"5239095",4.10077519379845
"5239090",3
"5215085",74.7020872865275
"5215095",57.4511904761905
"5215110",50.0853174603175
"5215105",45.2273901808786
"5215080",63.9228243021347
"5215100",56.2285714285714
"5215075",68.7841726618705
"5215070",44.0728155339806
"5218005",10.5156657963446
"5218210",13.2952755905512
"5218140",12.9473684210526
"5218150",17.9655172413793
"5218175",21.8503937007874
"5218165",16.5411764705882
"5221045",9.69230769230769
"5221030",5.52
"5221040",3.31428571428571
"5221035",3.96153846153846
"5224040",6.93846153846154
"5224030",5.06521739130435
"5224025",6.91176470588235
"5224020",6.07407407407407
"2124350",500.333333333333
"2124345",448.363636363636
"2124170",1077.94776119403
"2124415",519.432748538012
"2124365",452.070796460177
"2103125",339.042735042735
"2103115",265.464285714286
"2103210",360.780821917808
"2103320",349.48717948718
"2103295",365.954198473282
"2103310",371.75
"2103100",273.774647887324
"2103215",290.78431372549
"2103065",534.462962962963
"2103070",526.269841269841
"2109090",555.986486486486
"2109095",507.892307692308
"2103315",542.169230769231
"2134135",331.735294117647
"2134140",321.336448598131
"2136035",633.028301886792
"2136040",609.242647058824
"2134265",448.682080924855
"2136460",524.731958762887
"2136370",525.121621621622
"2136465",579.333333333333
"2139060",605.223684210526
"2139055",543.486111111111
"2139050",518.881355932203
"2139505",669.441471571906
"2136340",555.236641221374
"2151230",906.759282970551
"2103005",172.397849462366
"2103010",209.338983050847
"2151080",654.098484848485
"2151130",693.071782178218
"2148145",1211.18823529412
"2148125",680.373015873016
"2151075",503.5625
"2154090",850.077051926298
"2154155",995.964985994398
"2154085",991.238372093023
"2154015",715.994485294118
"2154005",664.862244897959
"5248105",2.67227833894501
"5248030",3.08465608465608
"5248130",5.96789727126806
"5248090",0.840540540540541
"5248040",11.7071428571429
"5248020",19.8852223816356
"5248110",9.77688172043011
"5248115",12.4144539367352
"5248080",22.0040394247859
"5248005",20.4222445898339
"5242155",122.421021999767
"5242115",108.041497975708
"5242120",62.2680722891566
"5242110",62.1021897810219
"5242065",88.4590570719603
"5242105",74.8542141230068
"7160035",125.909375
"7160025",119.045833333333
"7160055",150.287425149701
"7160050",159.902088772846
"7160045",136.890430971512
"7160030",127.370402053037
"7160005",104.62473347548
"7121005",126.331905781585
"7121025",123.791530944625
"7121030",132.448051948052
"7121020",126.868178001679
"7121055",90.5892857142857
"7121150",115.939894319683
"7118190",93.0045351473923
"7118105",101.341114457831
"7118180",106.73305670816
"7118185",103.070260448213
"7118145",99.1818181818182
"7118070",130.621674237508
"7130115",110.925122083559
"7130020",95.0906344410876
"7130015",94.2378559463987
"7130010",91.8199513381995
"7130005",101.997981836529
"7130025",111.111224489796
"7130075",103.387543252595
"5215065",45.0083507306889
"5212150",27.1867816091954
"5212080",37.0654761904762
"5212165",32.8340611353712
"5212155",28.8904109589041
"5212110",22.0928571428571
"5212115",22.9113300492611
"5212240",27.5266666666667
"5212130",21.3846153846154
"5212235",29.1567398119122
"5212245",24.6528301886792
"5212135",28.2027972027972
"5212120",25.7800586510264
"5212125",31.003717472119
"5212215",35.2897959183673
"5212210",39.524
"5212220",43.1087613293051
"5212230",26.308908045977
"5212175",57.4196078431373
"7130050",102.217726396917
"7130045",91.6147058823529
"7139035",87.957345971564
"7139020",77.6306382978723
"7139015",83.6971481711097
"7139025",90.552534562212
"7139080",98.688500727802
"7139075",88.1620762711864
"7139065",99.9099890230516
"7139030",89.9496890898813
"7139060",95.1019830028329
"7139090",87.0752427184466
"7139125",86.0255102040816
"8106045",254.860952380952
"8106210",287.523939808482
"8106115",316.759493670886
"8106120",306.492881688758
"8106130",256.1171875
"8106125",300.198639455782
"8106170",333.284934497817
"8106185",126.408259587021
"8106200",232.060344827586
"8106175",591.351694915254
"8106195",197.718689788054
"8106180",237.494252873563
"8106190",144.86404293381
"8106030",170.51539929136
"8106050",179.875468867217
"5242025",48.5158045977011
"5242135",31.953196347032
"2124325",473.536585365854
"2124330",434.63829787234
"2124315",499.914965986395
"2124320",442.171717171717
"2124370",442.759815242494
"2124380",468.268421052632
"2124470",388.210580912863
"2124435",983.002732240437
"2124440",885.959287531807
"2112140",464.202702702703
"2112145",459.934210526316
"2112245",463.294117647059
"2112050",520.709677419355
"2112035",515.112359550562
"2136350",589.947368421053
"2136470",558.046511627907
"2139065",589.967532467532
"2139070",576.271428571429
"2139220",463.965753424658
"2139225",444.021978021978
"2139230",541.928205128205
"2139340",511.123626373626
"2139510",551.167512690355
"2151035",657.046875
"2154065",674.862275449102
"2154070",747.625235404896
"2154075",703.642987249545
"2154080",916.390064397424
"2157035",969.849673202614
"5233040",5.890625
"5233035",7.375
"5233030",7.90909090909091
"5233025",8.6
"5233020",9.10526315789474
"5218130",15.9578454332553
"5218245",14.5114729829756
"5218255",17.6842105263158
"5218205",20.2335928809789
"5224015",6.17647058823529
"5224005",4.76315789473684
"5224010",8.71428571428571
"5221025",3.07594936708861
"5221110",1.98165137614679
"5221105",5.47368421052632
"5221100",4.46153846153846
"7124145",69.511060259344
"7124105",80.5930232558139
"7106120",116.416577540107
"7106125",131.405878236529
"7106100",96.4883303411131
"7106090",116.8075
"7106095",107.577348066298
"7106020",64.5925661186562
"7106045",64.7371711383173
"7106040",38.9503546099291
"7148095",114.155
"7136090",116.054278416347
"7148005",107.699015471167
"7148035",108.168447000822
"7124190",106.057614555256
"7127140",143.747126436782
"7127090",138.174750356633
"7157010",146.691860465116
"7157020",167.06301050175
"7157050",166.830935251799
"7157030",163.977659574468
"7157055",174.839422259983
"7157070",209.753498871332
"7154240",184.733804475854
"7154265",179.044619422572
"7154245",163.247148288973
"7154260",158.053364269142
"7166100",156.373287671233
"7166105",172.819672131148
"1230045",40.6780821917808
"1230060",37.0632911392405
"1230065",32.3333333333333
"1230070",31.0408163265306
"1230140",40.5819209039548
"1230135",31.5230769230769
"1230040",41.8427672955975
"1230035",35.7313432835821
"1230030",39.8703703703704
"1230025",37.1739130434783
"1230020",29.6285714285714
"1230120",26.1904761904762
"1230015",44.5583756345178
"1230075",30.2808219178082
"1230005",44.7384615384615
"1230010",41.2470588235294
"1230340",38.8648648648649
"1230335",33.7689075630252
"2148030",1064.5
"2148020",898.134387351779
"2157005",695.562814070352
"2157015",733.397959183673
"2157025",822.420054200542
"2157110",699.36036036036
"2157130",832.137931034483
"2157135",725.926470588235
"2157115",854.417073170732
"2157050",586.388059701493
"2157090",645.432038834951
"2157045",592.917293233083
"2157085",656.259581881533
"2151110",492.228571428571
"2118295",757.72027972028
"2124215",559.548076923077
"2124100",954.427480916031
"2124420",439.4
"2124340",442.985074626866
"2124335",442.823529411765
"2124375",503.741573033708
"2124290",833.68679245283
"2124015",1269.86187845304
"2124160",719.75
"2124260",702.192307692308
"2124220",460.87037037037
"2124225",457.990909090909
"2124230",586.076923076923
"2124360",477.220930232558
"2124180",674.409523809524
"2124465",407.767836919592
"2124460",561.872832369942
"2124400",915.291291291291
"2124130",544.646464646465
"2124125",558.888198757764
"2124135",711.741935483871
"2124115",723.30303030303
"2124120",666.12380952381
"2124050",585.685185185185
"2124055",667.464285714286
"2124040",721.784615384615
"2124005",660.286324786325
"2124045",605.256756756757
"2124035",807.955555555556
"2124025",1153.67233009709
"2124010",1067.36308623298
"2124060",887.111510791367
"2124030",820.937062937063
"2124065",825.186813186813
"2124105",969.399239543726
"2124110",728.516666666667
"2124205",623.072289156627
"2124140",689.488372093023
"2124210",600.739495798319
"2124200",709.03125
"2124235",519.922480620155
"2124250",634.401785714286
"2124255",640.941176470588
"2124145",775.478991596639
"2124195",757.565217391304
"2124155",806.6875
"2124190",662.653465346535
"2124185",651.743243243243
"2124355",537.593220338983
"2124455",458.642372881356
"2124425",668.99043062201
"2124430",691.783251231527
"2124265",632.778947368421
"2124165",768.699248120301
"2124270",693.315315315315
"2124310",571.233160621762
"2124305",678.064814814815
"2124300",539.154320987654
"2124385",485.134615384615
"2124390",557.561983471074
"2124410",476.896226415094
"2124405",582.322580645161
"2124395",594.298245614035
"2124285",1059.01431980907
"2124280",1076.04415584416
"2124295",559.275862068965
"2124275",1091.96350364963
"2124450",771.546341463415
"2124445",708.262443438914
"2124175",723.396226415094
"2124085",1029.94708029197
"2124070",1081.73819742489
"2124095",966.824120603015
"2124075",1242.25874125874
"2124020",1435.54596622889
"2124090",1073.76538461538
"2124080",1322.83647798742
"2103060",548.7
"2103080",540.451612903226
"2103085",486.2125
"2103265",533.7
"2103280",540.585585585586
"2103275",544.573529411765
"2103270",537.375
"2109025",568.860215053763
"2109020",593.428571428571
"2109155",525.344537815126
"2109085",525.769230769231
"2109130",518.454545454545
"2109075",554.011627906977
"2109125",501.130434782609
"2109010",632.783018867925
"2109055",585.11320754717
"2109040",620.438016528926
"2109080",539
"2109165",473.382352941176
"2109120",485.525423728814
"2109115",482.365853658537
"2109175",535.704918032787
"2109150",552.311881188119
"2109145",604.93896713615
"2118100",712.07729468599
"2118205",592.739130434783
"2118240",599.728904847397
"2118275",636.8
"2118270",740.168224299065
"2118255",387.198230800161
"2118250",678.882352941176
"2118215",888.371621621622
"2118220",786.294117647059
"2118245",727.88125
"2118185",776.688356164384
"2118130",800.584112149533
"2118125",738.183397683398
"2118080",898.516025641026
"2124150",825.404255319149
"2124240",764.310344827586
"2121115",136.52688172043
"2121130",130.850649350649
"2121105",92.6377952755905
"2157020",879.595041322314
"2157030",997.44495412844
"2157055",711.204724409449
"2157070",606.179104477612
"2157060",596.923076923077
"2157065",585.018867924528
"2115065",645.862559241706
"2112075",510.502617801047
"2112115",484.319277108434
"2112120",489.258620689655
"5216100",3.15972222222222
"5216015",31.1181818181818
"5216030",22.0805369127517
"5216040",21.3395225464191
"5216035",12.1610738255034
"5216095",9.53280318091451
"5216010",21.7121951219512
"5203050",133.930612244898
"5203025",109.961044912924
"5203010",71.3100616016427
"5203005",72.8587213891081
"5203015",81.8440562420111
"5203020",100.71045767133
"5209005",90.2220218931101
"5209010",44.9308339709258
"5209015",52.9183289424163
"5109045",8.61395348837209
"5109050",6.9903536977492
"5115055",4.6551724137931
"5121025",6.0625
"5121105",47.4951636904762
"5130115",62.8890632003586
"5130110",45.9916864608076
"5130070",14.1275406504065
"5130025",3.76136363636364
"5130020",4.75
"5130010",4.15686274509804
"5130005",2.29032258064516
"5130015",8.94117647058824
"5130045",7.10526315789474
"1115280",12.90625
"1115285",19.162962962963
"1115330",12.5570175438596
"1115335",15.2105263157895
"1115205",14.3592814371257
"1115275",15.1851851851852
"1115340",45.4067164179104
"1115325",38.7647058823529
"1115290",64.3695652173913
"1115270",45.75
"1115210",24.1139240506329
"1115190",19.7272727272727
"1115090",20.90625
"1115085",26.6208530805687
"1115005",21.03125
"1239045",27.4285714285714
"1239040",24.4041095890411
"1239055",30.5
"1239035",18.4961832061069
"1233310",20.4966887417219
"1239030",20.3741935483871
"1233415",17.0277777777778
"1233420",7.2
"1233430",12.8536585365854
"1233410",16.041095890411
"1233460",9.84090909090909
"1233455",11.7173913043478
"1233435",11.3454545454545
"1233445",17.2666666666667
"1233450",13.7352941176471
"1233440",21.3
"1233405",7.94594594594595
"1212610",35.4071856287425
"1212605",38.8930481283422
"1212550",32.75
"1212555",34.6407766990291
"1212445",33.0652173913044
"1212450",37.5666666666667
"1212265",78.0537634408602
"1215605",23.2554744525547
"1227475",34.9310344827586
"1230305",50.32
"1203145",7.01449275362319
"1239060",16.1315789473684
"1215130",32.6684782608696
"1209230",51.9873417721519
"3333325",21.8070175438597
"9218120",128.347945205479
"9218170",107.306569343066
"9218125",159.93006993007
"9218150",150.443333333333
"9218145",160.271137026239
"9218240",153.745928338762
"9218260",117.338888888889
"9218160",189.211267605634
"9218155",196.449814126394
"9218165",117.290476190476
"9218215",132.130952380952
"9218220",110.765306122449
"9218265",116.607142857143
"9218175",153.768388106416
"9218185",131.705426356589
"9218210",175.098434004474
"2127345",457.310344827586
"2127240",485.727272727273
"2127235",479.387096774194
"2127095",601.261029411765
"2127065",747.428571428571
"2127120",484.659574468085
"2127230",483.04
"2127220",486.394736842105
"2127185",472.964285714286
"2127145",490.2625
"2130050",460.807692307692
"2130180",499.881967213115
"2130010",459.642857142857
"2130005",458.2
"2130195",505.807692307692
"5224070",5.09375
"5221120",9.2962962962963
"5221125",9.58333333333333
"5221130",9.5
"5221135",4.85454545454545
"5221145",3.42857142857143
"5221075",9.35714285714286
"5221140",4.8695652173913
"5221070",11.9090909090909
"5221080",9.36
"5221065",9.61904761904762
"5221060",5.20512820512821
"5221055",3.73333333333333
"5221050",7.72222222222222
"5221085",5.87301587301587
"5224075",7.26086956521739
"7145090",86.2784810126582
"7145065",92.3203463203463
"7145050",83.9828571428571
"7145060",84.9355670103093
"7145100",82.4906976744186
"7145070",96.2575406032483
"7145080",94.288961038961
"7145075",100.173967459324
"7145125",90.1614906832298
"7145035",107.165165165165
"7145040",99.4686868686869
"7145025",94.3572895277207
"7124080",73.702329594478
"7154140",138.160813308688
"7154135",138.617777777778
"7154160",143.512585812357
"7154165",152.08413001912
"7154230",146.148788927336
"7154235",145.664259927798
"7154190",136.666354264292
"7154185",141.985422740525
"7154210",153.444256756757
"7154180",143.048513302034
"7154170",170.882722513089
"7154115",160.655668358714
"7154220",174.205357142857
"7154215",182.905034324943
"7154225",165.218241042345
"5133170",17.3566878980892
"5118225",8.3968253968254
"5118215",7.25945945945946
"5133165",13.7790697674419
"5118165",6.15730337078652
"5133135",4.28502415458937
"5133115",8.46153846153846
"5133130",4.46153846153846
"5133125",7.15068493150685
"5133120",4.3963133640553
"5133045",6.61818181818182
"5133050",2.68867924528302
"5133055",3.26205450733753
"5133040",6
"5133035",6.78787878787879
"1131015",16.2978723404255
"1131020",15.8235294117647
"1131040",12.3243243243243
"1131060",10.900826446281
"1131055",5.26666666666667
"1131050",6.29268292682927
"1131045",4.625
"1131005",4.73228346456693
"1131010",10.875
"1136055",7.22857142857143
"1136060",7.95890410958904
"1131035",10.5147928994083
"1131065",9.21842105263158
"1136030",7.15476190476191
"1136025",9.79032258064516
"2118030",1057.09633027523
"2118210",584.84
"2133150",546
"2133415",493.615384615385
"2133345",584.154761904762
"2133400",538.233333333333
"2133255",624.939655172414
"2133230",583.305555555556
"2133250",605.833333333333
"2133235",594.890410958904
"2133115",537.086956521739
"2133105",536.018691588785
"2133125",579.253623188406
"2133090",543.190476190476
"2133095",550.439252336449
"2133135",566.866666666667
"2133130",593.211538461538
"2136155",556.418918918919
"2136020",568.527027027027
"2136025",645.328358208955
"2136045",642.841346153846
"2136365",514.391304347826
"2136300",529.155172413793
"2136135",566.354838709677
"2136130",551
"2136125",583.5
"2136055",633.282051282051
"2136275",525.5
"2136075",594.168224299065
"2136415",495.5
"2136090",552.28
"2136260",538.146788990826
"2136185",581.121495327103
"2145155",863.355450236967
"2145165",787.2
"2145260",1055.47556390977
"2145065",506.178506375228
"2145130",928.48502994012
"2145135",922.437788018433
"2145140",927.644859813084
"2145050",515.968253968254
"2127005",778.954838709677
"2127025",698.435643564356
"2127020",745.164319248826
"2127030",674
"2127035",577.189781021898
"2127040",538.608108108108
"2127100",514.301369863014
"2130140",734.69387755102
"2130250",636.3125
"2130285",529.302325581395
"2157095",596.859778597786
"2157105",666.15223880597
"2157140",940.174963396779
"2157125",1265.60548780488
"2157120",1193.27384960718
"2157080",932.474226804124
"2157075",667.702127659574
"2157010",698.142857142857
"2151245",699.313075506446
"2151225",1077.33398058252
"2151220",1130.32934131737
"5239075",4.82692307692308
"5239070",2.85365853658537
"5239080",4.95238095238095
"5239050",6.97297297297297
"5239055",7.75
"5239035",3.78472222222222
"5239030",5
"5239025",6.1875
"5239060",7.54545454545455
"5239005",11.3636363636364
"5239020",8.3
"5239015",10.8620689655172
"5239065",8.73333333333333
"5242010",30.2683397683398
"2112030",528.175324675325
"2112055",551.707317073171
"2112085",538.267857142857
"2112190",521.097826086957
"2112205",504.264705882353
"2112110",495.841121495327
"2112105",488.45
"2112015",505.100436681223
"2112215",492.346666666667
"2112210",497.306818181818
"2112095",499.365517241379
"2112090",523.626373626374
"2112185",497.462686567164
"2112040",559.136363636364
"2112220",484.116666666667
"2112180",489.728571428571
"2112125",501.040540540541
"2112045",548.992700729927
"2112155",468.953846153846
"2112165",468.483516483516
"2112240",463.809523809524
"2112150",464.936170212766
"2112020",547.096774193548
"2112070",522.078947368421
"2112080",623.7625
"2112100",497.533333333333
"2112065",520.622641509434
"2112025",530.466135458167
"2112060",520.561728395062
"2112175",483.992700729927
"2112170",477.462686567164
"2112225",464.383928571429
"2112255",501.382978723404
"2112260",495.045454545455
"2112200",501.989361702128
"2112195",527.664179104478
"2115060",786.461059190031
"2115030",980.256461232604
"2115035",668.68661971831
"2115015",1082.47267759563
"2115070",787.327272727273
"2115040",679.23629489603
"2133025",522.088888888889
"2133010",525.177083333333
"2133005",530.9375
"2133020",532.953846153846
"2133015",528.546875
"2133030",526.937007874016
"2133035",517.503597122302
"2133040",505.968085106383
"2133060",493.548387096774
"2133175",476.107142857143
"2133065",487.034482758621
"2133070",505.757575757576
"2133160",533.810344827586
"2133340",619.257575757576
"2133390",518
"2133265",542.459459459459
